id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 7.462896 -0.660502 7462.895884 -660.502362 1 0.64 60 60 3600
2 9.994736 6.823429 9994.736265 6823.429462 0 8.88 60 60 3600
3 -8.764804 1.643442 -8764.803595 1643.441713 1 2.63 60 60 3600
4 9.476989 4.256220 9476.988786 4256.220189 1 3.78 60 60 3600
5 1.840447 -9.756184 1840.446995 -9756.184441 0 5.33 60 60 3600
6 0.146806 2.972605 146.806184 2972.604985 1 2.49 60 60 1800
7 7.161125 3.719834 7161.124977 3719.834274 1 1.72 60 60 3600
8 -5.383901 3.425799 -5383.900699 3425.798890 1 2.36 60 60 2700
9 -5.759325 5.800128 -5759.325264 5800.128470 1 1.17 60 60 3600
10 5.793273 -6.646129 5793.272847 -6646.128690 1 4.37 60 60 3600
11 1.256009 6.053861 1256.008817 6053.860996 1 3.74 60 60 2700
12 -6.544998 -2.450591 -6544.997679 -2450.591016 0 8.06 60 60 2700
13 -1.881295 -2.998075 -1881.295379 -2998.075331 1 1.24 60 60 1800
14 -1.894793 -1.957227 -1894.792760 -1957.227395 1 4.48 60 60 1800
15 -8.936318 -1.990941 -8936.318130 -1990.940859 1 3.48 60 60 3600
16 -8.730424 9.482828 -8730.423695 9482.828227 1 1.66 60 60 3600
17 5.255235 8.489308 5255.235127 8489.308482 1 4.18 60 60 3600
18 -2.699578 -1.414179 -2699.577907 -1414.179070 1 2.26 60 60 1800
19 9.484394 1.711867 9484.394136 1711.867377 1 2.55 60 60 3600
20 0.765194 -1.058824 765.193974 -1058.824460 1 0.70 60 60 1800
21 2.855769 -6.962281 2855.768769 -6962.280827 0 8.24 60 60 3600
22 0.620042 -8.024874 620.042354 -8024.873718 1 3.67 60 60 3600
23 -6.377533 -7.239377 -6377.532660 -7239.376511 0 9.80 60 60 3600
24 -2.388028 2.096027 -2388.028252 2096.026667 1 3.16 60 60 1800
25 -6.503991 -4.850073 -6503.991366 -4850.073437 1 2.21 60 60 3600
26 -8.034304 0.018083 -8034.304001 18.083227 1 1.04 60 60 3600
27 -2.673913 -6.540396 -2673.912979 -6540.395569 1 3.05 60 60 3600
28 1.128415 -3.717886 1128.414657 -3717.885742 1 1.80 60 60 1800
29 7.998784 -7.082968 7998.784244 -7082.968194 1 0.82 60 60 3600
30 -1.297061 1.862090 -1297.060727 1862.090225 1 3.19 60 60 1800
31 3.217465 -3.841900 3217.465353 -3841.900185 1 2.17 60 60 2700
32 -8.807578 -2.789752 -8807.577837 -2789.751979 1 2.89 60 60 3600
33 6.598255 7.437603 6598.255404 7437.603054 1 0.69 60 60 3600
34 -5.141305 8.553356 -5141.305005 8553.356110 0 5.79 60 60 3600
35 -5.524393 -3.587911 -5524.393445 -3587.911179 1 4.00 60 60 2700
36 7.881769 -5.215234 7881.769027 -5215.234489 1 3.53 60 60 3600
37 7.140399 5.323497 7140.399161 5323.496847 1 3.77 60 60 3600
38 -4.864598 -0.818266 -4864.597766 -818.265760 1 2.32 60 60 2700
39 -6.719713 -6.150956 -6719.713381 -6150.955827 1 3.27 60 60 3600
40 -7.203647 -6.693969 -7203.647059 -6693.968564 1 2.82 60 60 3600
41 5.463861 -9.201300 5463.860996 -9201.300329 1 2.87 60 60 3600
42 -9.804793 9.580094 -9804.792968 9580.094389 1 2.81 60 60 3600
43 -8.606903 -9.384417 -8606.902852 -9384.416620 1 4.01 60 60 3600
44 1.004614 -0.585313 1004.614265 -585.312730 0 9.57 60 60 1800
