trucks_count 2
drones_count 2
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-6935.655155	9000.313340	1	1.63	60	60	3600
3078.952878	-7220.780044	1	4.13	60	60	3600
-6540.995854	-4625.318132	0	8.41	60	60	3600
-2848.616338	3500.375893	1	2.42	60	60	2700
-5408.973760	4087.080869	1	2.01	60	60	2700
6891.155539	-6114.806104	0	9.38	60	60	3600
-1842.648933	-8159.157690	1	1.71	60	60	3600
8070.211175	-4813.521134	1	3.86	60	60	3600
430.177064	1033.008408	1	2.15	60	60	1800
2711.467767	-7766.277130	1	3.99	60	60	3600
-8256.534230	-9045.987397	0	6.17	60	60	3600
6481.191652	1222.468940	1	3.08	60	60	2700
-2088.189847	1156.388222	1	1.67	60	60	1800
-8637.985569	-2226.135225	1	4.73	60	60	3600
9193.543779	6151.309298	1	3.87	60	60	3600
2356.234749	-4595.882334	1	1.50	60	60	2700
-9795.873954	-6577.433748	1	2.10	60	60	3600
-4688.187369	6285.593047	1	3.89	60	60	3600
-8399.760841	4225.036043	0	9.13	60	60	3600
1893.155915	-8006.851359	1	4.18	60	60	3600
7622.281940	5806.291265	1	1.65	60	60	3600
-3442.893412	-4338.629374	1	1.74	60	60	2700
6763.559964	7168.124089	0	9.74	60	60	3600
6668.101163	-4069.164213	1	1.22	60	60	3600
1354.099125	-5681.597079	0	8.07	60	60	2700
-6325.743489	6559.623863	1	3.71	60	60	3600
-964.940583	-148.243204	0	7.37	60	60	1800
4959.909779	-9087.866510	1	3.93	60	60	3600
6921.338117	5753.674352	1	3.77	60	60	3600
7294.377183	-4996.644986	1	4.24	60	60	3600
9618.219276	-3698.282119	1	2.51	60	60	3600
-2121.609312	-2337.680732	1	3.12	60	60	1800
6175.946609	-8149.994596	1	3.14	60	60	3600
-8250.594654	-6354.554769	1	4.82	60	60	3600
5610.782604	1514.116226	1	1.76	60	60	2700
2376.296225	-9623.794620	1	4.23	60	60	3600
5278.890496	8260.688661	1	4.40	60	60	3600
7379.430998	1038.982443	0	6.39	60	60	3600
-4120.384993	1994.909166	0	5.29	60	60	2700
-3141.758709	7598.169247	1	2.27	60	60	3600
-8530.681488	5572.779056	0	6.74	60	60	3600
9665.772045	9298.830918	1	1.34	60	60	3600
1.453008	-6511.692158	1	3.81	60	60	2700
6804.842422	-8100.748982	1	4.34	60	60	3600
7104.078917	36.068613	0	6.29	60	60	3600
-5262.231603	2538.963587	1	3.62	60	60	2700
-9053.099184	9147.208636	0	5.76	60	60	3600
-956.372740	-4920.252935	1	2.36	60	60	2700
-8112.852756	153.464859	1	2.21	60	60	3600
-3614.773802	-1226.646723	1	4.25	60	60	1800
8932.739209	-7132.595771	1	3.44	60	60	3600
-9087.401799	-6175.320722	1	3.55	60	60	3600
-7095.549742	-8902.793840	1	2.19	60	60	3600
-69.720007	-4033.678563	1	4.14	60	60	2700
2324.177103	-1075.621558	1	3.78	60	60	1800
-5050.437943	9751.364341	0	5.43	60	60	3600
-4149.547309	-7834.603386	1	1.14	60	60	3600
-7429.833965	9267.647140	0	7.12	60	60	3600
9413.914793	7783.444102	1	1.29	60	60	3600
-7210.110898	2342.586652	1	4.83	60	60	3600
-1926.637404	8311.154403	0	9.52	60	60	3600
6216.025883	4327.300153	1	2.88	60	60	3600
3057.125974	5686.207076	1	0.79	60	60	2700
8843.752082	-795.101095	1	4.77	60	60	3600
3966.296325	7994.123065	1	2.81	60	60	3600
7123.588722	9006.355374	1	1.10	60	60	3600
-7921.302554	9739.258728	0	9.58	60	60	3600
4492.408878	-1512.887785	1	1.72	60	60	2700
-8722.716347	-783.413181	1	1.65	60	60	3600
6100.815766	9085.501563	1	2.69	60	60	3600
-865.822252	6770.481312	1	0.96	60	60	2700
-6695.204388	7362.877702	1	0.58	60	60	3600
5914.318735	-3854.861612	0	6.20	60	60	3600
-1878.895177	172.309139	0	8.62	60	60	1800
-3631.204844	-7896.308870	1	3.04	60	60	3600
-2462.034603	356.488364	1	2.29	60	60	1800
7273.368525	-3765.524150	1	2.17	60	60	3600
-5048.067329	-825.765183	1	4.41	60	60	2700
-6155.467181	-5089.008346	1	3.67	60	60	3600
-9170.923820	241.027049	1	3.49	60	60	3600
-1291.526200	712.934326	1	4.00	60	60	1800
3169.799798	-5644.977784	1	2.73	60	60	2700
9759.165985	-8210.027833	1	1.10	60	60	3600
-6565.990873	-5743.712006	0	6.26	60	60	3600
8289.162033	-9222.010056	1	2.50	60	60	3600
-3837.024535	7702.084140	1	1.28	60	60	3600
4122.292386	-9661.330305	1	2.08	60	60	3600
-3479.146589	801.495565	1	1.96	60	60	1800
1991.557082	4034.884446	1	1.29	60	60	2700
6160.433614	679.895905	1	4.80	60	60	2700
-3088.816509	6992.316369	1	2.57	60	60	3600
2273.750567	-6021.068127	1	3.12	60	60	2700
2604.666430	-517.389818	1	0.78	60	60	1800
-9158.507654	1143.980327	1	0.72	60	60	3600
-1920.902609	-406.915286	1	3.38	60	60	1800
446.012316	-1117.763406	1	1.13	60	60	1800
7433.705212	-1964.418752	1	1.43	60	60	3600
-6812.870276	7881.269724	1	1.60	60	60	3600
2353.394797	8832.810866	1	0.89	60	60	3600
-4766.891751	-8522.597800	0	9.52	60	60	3600
