id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 9.752096 -5.367230 9752.095692 -5367.229976 1 2.33 60 60 3600
2 -0.361306 -4.956452 -361.306144 -4956.452455 1 1.34 60 60 1800
3 -4.995093 8.807073 -4995.092935 8807.072968 1 3.43 60 60 3600
4 5.613379 -9.256464 5613.379120 -9256.463697 0 8.01 60 60 3600
5 7.674172 -6.739370 7674.171530 -6739.369726 1 3.27 60 60 3600
6 9.114220 -1.171067 9114.220407 -1171.067415 1 1.78 60 60 2700
7 -3.361075 2.134320 -3361.074515 2134.319794 1 4.91 60 60 1800
8 -8.273088 -0.245814 -8273.087553 -245.814059 0 5.97 60 60 2700
9 -4.384919 -6.755744 -4384.918627 -6755.743523 1 0.86 60 60 2700
10 6.910806 -9.365098 6910.805845 -9365.097743 0 6.27 60 60 3600
11 7.677777 9.151374 7677.776931 9151.373700 1 3.72 60 60 3600
12 -2.961989 9.424837 -2961.988771 9424.836612 0 7.08 60 60 3600
13 -0.367200 3.292369 -367.200362 3292.368697 0 6.47 60 60 1800
14 -0.861289 1.747112 -861.289446 1747.112136 1 1.33 60 60 1800
15 -2.463115 -6.680626 -2463.114775 -6680.625879 1 3.60 60 60 2700
16 -0.042323 1.518019 -42.323420 1518.019058 0 9.14 60 60 1800
17 8.463704 -7.805055 8463.704255 -7805.054811 0 8.38 60 60 3600
18 7.627116 -3.158969 7627.116039 -3158.968821 1 3.56 60 60 2700
19 -4.853265 0.096029 -4853.264728 96.029406 1 3.57 60 60 1800
20 -1.913048 5.530562 -1913.047518 5530.562305 1 2.49 60 60 1800
21 -9.823633 -0.100423 -9823.633196 -100.423345 1 2.48 60 60 3600
22 3.425535 2.904770 3425.534510 2904.769951 1 0.77 60 60 1800
23 6.516990 2.902189 6516.989979 2902.188718 1 3.29 60 60 2700
24 -9.317329 -8.093362 -9317.329078 -8093.361773 1 4.50 60 60 3600
25 0.504352 5.683753 504.351702 5683.752599 1 1.10 60 60 1800
26 2.725865 0.021311 2725.864678 21.310772 0 7.95 60 60 1800
27 1.531576 6.600498 1531.576391 6600.497959 0 6.30 60 60 2700
28 -0.868132 0.628292 -868.131892 628.291620 1 0.94 60 60 1800
29 7.864942 -5.075091 7864.942238 -5075.091232 1 3.83 60 60 3600
30 2.315167 4.202965 2315.166854 4202.965158 1 3.62 60 60 1800
31 -6.721828 3.607474 -6721.828083 3607.474273 1 4.55 60 60 2700
32 8.894454 -6.005560 8894.453668 -6005.560303 1 3.19 60 60 3600
33 6.851370 5.438972 6851.370416 5438.971984 1 4.35 60 60 2700
34 -8.620075 7.847329 -8620.074553 7847.329337 1 1.38 60 60 3600
35 -4.758409 -4.782088 -4758.409216 -4782.087706 1 0.90 60 60 2700
36 7.436466 -8.786371 7436.465735 -8786.370785 1 2.22 60 60 3600
37 -7.500992 7.702394 -7500.991657 7702.393648 1 0.98 60 60 3600
38 5.677972 -5.964143 5677.971990 -5964.142899 1 1.96 60 60 2700
39 -6.367438 4.143259 -6367.438391 4143.258878 1 0.91 60 60 2700
40 4.936627 8.035224 4936.626874 8035.223852 1 2.34 60 60 3600
41 8.773506 0.237779 8773.505537 237.779376 1 2.81 60 60 2700
42 7.463816 4.643687 7463.815564 4643.686503 1 1.61 60 60 2700
43 -5.498773 0.189233 -5498.773094 189.233479 1 1.34 60 60 1800
44 6.238754 0.168924 6238.754203 168.924108 1 0.63 60 60 1800
45 4.568031 -3.297493 4568.031176 -3297.493465 1 0.89 60 60 1800
46 -6.873667 -5.976598 -6873.667204 -5976.597699 1 0.79 60 60 2700
47 5.142507 6.285921 5142.507193 6285.921251 0 6.04 60 60 2700
48 5.612430 -0.342251 5612.430163 -342.250559 1 0.89 60 60 1800
49 2.347830 -2.818673 2347.830210 -2818.672723 1 2.06 60 60 1800
50 -5.950899 -2.418782 -5950.898756 -2418.782299 1 2.13 60 60 2700
