id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -7.605704 7.185110 -7605.703682 7185.110194 0 8.28 60 60 3600
2 7.012751 5.677749 7012.750917 5677.749260 1 0.50 60 60 3600
3 -4.809326 -9.981905 -4809.325634 -9981.904793 1 4.87 60 60 3600
4 5.798123 7.336234 5798.122785 7336.234468 1 3.06 60 60 3600
5 6.456110 0.784585 6456.109852 784.584983 1 0.81 60 60 2700
6 4.489012 1.455332 4489.012154 1455.332251 1 4.40 60 60 2700
7 -8.065892 -1.666353 -8065.892423 -1666.352532 1 4.18 60 60 3600
8 -9.393681 1.913154 -9393.680957 1913.153985 1 3.85 60 60 3600
9 -5.028779 -5.805982 -5028.778802 -5805.981790 0 6.61 60 60 3600
10 -5.220806 -8.456922 -5220.806250 -8456.922004 1 1.32 60 60 3600
11 -3.258809 -9.631522 -3258.808576 -9631.521879 0 5.76 60 60 3600
12 2.401912 -5.953267 2401.912390 -5953.266657 0 9.25 60 60 2700
13 -3.354488 -0.422862 -3354.487535 -422.861758 1 1.99 60 60 1800
14 -6.270117 7.391555 -6270.117428 7391.555021 1 1.04 60 60 3600
15 8.902932 -7.965246 8902.932091 -7965.246026 1 2.60 60 60 3600
16 0.964405 8.590785 964.404796 8590.785377 1 2.02 60 60 3600
17 -0.365526 -5.635005 -365.525650 -5635.005308 1 2.50 60 60 2700
18 8.912972 -0.485019 8912.972100 -485.019110 1 4.59 60 60 3600
19 6.593619 -7.852066 6593.619029 -7852.065738 1 1.87 60 60 3600
20 -6.460299 8.767199 -6460.298589 8767.199438 1 4.37 60 60 3600
21 -1.624556 9.612978 -1624.556046 9612.978084 1 3.86 60 60 3600
22 0.052047 -3.740592 52.046696 -3740.592378 1 4.77 60 60 1800
23 8.319054 -9.475185 8319.053941 -9475.185300 1 3.94 60 60 3600
24 7.143357 -6.998894 7143.357269 -6998.894066 1 0.60 60 60 3600
25 -9.268857 9.074712 -9268.857492 9074.711518 1 3.07 60 60 3600
26 -3.716816 -8.590914 -3716.815692 -8590.913740 1 2.77 60 60 3600
27 8.845189 4.584821 8845.188882 4584.821280 0 5.93 60 60 3600
28 0.843172 7.581688 843.171820 7581.687856 1 3.76 60 60 3600
29 -3.388684 2.397899 -3388.683728 2397.899174 1 2.68 60 60 2700
30 7.147931 2.107034 7147.930997 2107.034042 0 7.43 60 60 3600
31 3.972504 1.904759 3972.504180 1904.758540 1 1.40 60 60 2700
32 -2.833803 -6.469368 -2833.802819 -6469.367803 1 2.40 60 60 3600
33 -2.512588 -3.909690 -2512.587904 -3909.689986 1 4.85 60 60 2700
34 5.915562 6.407942 5915.561960 6407.941818 1 0.95 60 60 3600
35 0.335319 7.665421 335.319069 7665.420754 1 3.23 60 60 3600
36 -7.510146 7.941598 -7510.145930 7941.597950 1 0.54 60 60 3600
37 -9.562518 8.063069 -9562.517584 8063.068592 0 8.46 60 60 3600
38 6.784963 8.252423 6784.963070 8252.423498 1 3.69 60 60 3600
39 0.972313 -8.862250 972.313090 -8862.249988 0 9.67 60 60 3600
40 -8.881174 -6.369544 -8881.174051 -6369.543614 1 4.69 60 60 3600
41 7.848608 -5.410326 7848.608360 -5410.326136 1 4.02 60 60 3600
42 1.102026 -8.206099 1102.025781 -8206.099060 1 4.20 60 60 3600
43 -4.912907 -1.814869 -4912.907010 -1814.869219 1 4.95 60 60 2700
44 9.399978 3.926508 9399.978196 3926.508426 1 3.41 60 60 3600
45 7.081171 0.888343 7081.170877 888.343239 1 0.90 60 60 3600
46 2.806929 -1.900590 2806.928659 -1900.589738 1 2.83 60 60 1800
47 -9.005971 5.346816 -9005.970959 5346.816370 1 1.06 60 60 3600
48 -5.339658 -6.385536 -5339.658303 -6385.535674 1 2.31 60 60 3600
49 9.011695 -6.838373 9011.694659 -6838.372633 1 0.88 60 60 3600
50 -6.666918 -5.878582 -6666.918021 -5878.581830 1 2.80 60 60 3600
51 0.063013 2.091805 63.012533 2091.805302 1 3.56 60 60 1800
52 -7.568037 -2.933516 -7568.036855 -2933.516349 0 9.49 60 60 3600
53 8.463543 9.067155 8463.543398 9067.155243 1 3.87 60 60 3600
54 7.164058 -0.659036 7164.058367 -659.035764 1 1.49 60 60 3600
55 -3.108868 -5.492527 -3108.867807 -5492.527217 1 3.46 60 60 2700
56 -0.972770 -6.851179 -972.769614 -6851.179104 1 0.73 60 60 2700
57 6.024853 2.626717 6024.852930 2626.717048 0 9.07 60 60 2700
