id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_10mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+,C,Siêu thị,Hoàng Mai,20.9687104,105.8800786,3642.049500,-921.761464,1,1.64,60,60,1800,5641.600,6425.700,true,5.351,1000.1,966,true
2,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0144583,105.8418055,-331.670224,4165.172921,1,1.28,60,60,3600,5134.800,4723.900,true,43.042,1000.1,956,true
3,Trường Mầm Non Hoạ Mi,C,Trường học,Hoàng Mai,20.9529434,105.8351471,-1022.981234,-2674.971872,1,1.81,60,60,3600,3710.500,4481.900,true,6.961,1000.1,928,true
4,WinMart+,C,Siêu thị,Hoàng Mai,20.9561594,105.8480862,320.425934,-2317.368988,1,0.96,60,60,2700,2828.200,3404.700,true,5.742,1000.1,911,true
5,WinMart+,C,Siêu thị,Thanh Xuân,21.0000588,105.7996366,-4709.872922,2564.021575,1,1.59,60,60,1800,8784.600,8243.100,true,18.423,1000.1,996,true
6,WinMart+ [E],E,Siêu thị,Thanh Xuân,21.0058253,105.9122511,6982.372020,3205.227119,1,0.66,60,60,2700,10874.900,11142.100,true,12.069,1000.1,363,true
7,Trường Tiểu học Hoàng Liệt,C,Trường học,Hoàng Mai,20.9665587,105.8386220,-662.198369,-1161.019588,1,0.52,60,60,1800,2096.100,3332.700,true,36.73,1000.1,901,true
8,Điểm xén hè (Cửa hàng xăng dầu số 75) - Số 6 Cầu Dậu,,public_transport:platform,,20.9700569,105.8260889,-1965.660941,-772.905892,1,1.53,60,60,2700,4019.600,3114.500,true,,osm,node:738814966,true
9,WinMart+,C,Siêu thị,Thanh Xuân,20.9740685,105.8412617,-388.130474,-325.967927,1,1.19,60,60,1800,820.700,863.000,true,9.854,1000.1,896,true
10,WinMart+,C,Siêu thị,Thanh Xuân,21.0001781,105.8141164,-3206.501968,2577.287129,1,1.42,60,60,1800,6406.200,6073.700,true,1.621,1000.1,976,true
11,BIDV,,amenity:atm,Hoàng Mai,20.9875925,105.8628817,1858.662862,1179.157100,1,0.93,60,60,2700,3677.500,4292.100,true,,osm,node:1498025854,true
12,Trường Mầm non Định Công (Cơ sở 3),C,Trường học,Hoàng Mai,20.9793961,105.8283929,-1724.238717,266.434164,1,1.15,60,60,1800,3814.000,4241.800,true,16.624,1000.1,929,true
13,Đối diện trụ sở Công an phường Hoàng Liệt - 1277 Giải Phóng,,public_transport:platform,,20.9711310,105.8412698,-387.725116,-653.337080,1,1.22,60,60,2700,1417.200,1156.600,true,,osm,node:1755811863,true
14,Trường Quốc tế Singapore,C,Trường học,Hoàng Mai,20.9696464,105.8749940,3114.138897,-817.683013,1,1.72,60,60,3600,5326.600,6083.700,true,34.733,1000.1,958,true
15,Trường Mầm non Hoa Mai,C,Trường học,Hoàng Mai,20.9798526,105.8492103,437.136060,317.194648,1,1.51,60,60,2700,2137.400,2790.800,true,30.787,1000.1,902,true
16,WinMart+,C,Siêu thị,Hoàng Mai,20.9623445,105.8644825,2022.778257,-1629.617247,1,0.45,60,60,2700,3546.800,5248.800,true,3.107,1000.1,921,true
17,Chợ Mơ - 5 Minh Khai,,public_transport:platform,,20.9961625,105.8506050,582.595913,2133.169500,1,1.38,60,60,3600,3467.000,3395.900,true,,osm,node:738814519,true
18,Tịnh Cafe,C,Cửa hàng đồ uống,Thanh Xuân,21.0034874,105.8107186,-3559.279895,2945.264500,1,1.70,60,60,1800,7478.200,6824.700,true,10.958,1000.1,986,true
19,Cà Phê 3k,C,Cửa hàng đồ uống,Thanh Xuân,20.9724310,105.8214350,-2446.645432,-508.049620,1,1.23,60,60,1800,4016.900,4987.100,true,16.7,1000.1,933,true
20,Agribank - ATM,,amenity:atm,,20.9843910,105.8388519,-639.046911,822.766120,1,0.66,60,60,2700,3106.300,1747.500,true,,osm,node:724829028,true
21,WinMart+,C,Siêu thị,Thanh Xuân,21.0099421,105.8304248,-1513.275897,3662.994393,1,1.37,60,60,3600,6109.000,5582.200,true,5.74,1000.1,971,true
22,Công Ty Du Lịch Great La Vita,,shop:travel_agency,Hoang Mai,20.9640787,105.8304142,-1516.079834,-1438.399116,1,1.13,60,60,3600,3117.600,4227.800,true,,osm,node:3797904542,true
23,Vietinbank - ATM,,amenity:atm,,20.9835011,105.8416065,-352.727784,723.702452,1,0.86,60,60,1800,1927.600,2688.600,true,,osm,node:724829402,true
24,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),C,Trường học,Hoàng Mai,20.9600576,105.8391042,-612.133764,-1883.908925,1,0.76,60,60,3600,2803.000,3441.400,true,31.669,1000.1,910,true
25,Trường Tiểu học Chu Văn An,C,Trường học,Hoàng Mai,20.9531263,105.8414957,-363.835332,-2654.634320,1,0.52,60,60,1800,3271.400,4042.800,true,41.499,1000.1,916,true
26,Cà Phê Big One,C,Cửa hàng đồ uống,Thanh Xuân,21.0098613,105.8476486,274.991941,3654.009843,1,0.36,60,60,1800,4695.200,4845.300,true,2.06,1000.1,947,true
27,Cafe Dinh,C,Cửa hàng đồ uống,Hoàng Mai,20.9400815,105.8543570,971.494221,-4105.149899,1,0.45,60,60,3600,5505.100,5580.900,true,9.944,1000.1,963,true
28,Eximbank - Atm,,amenity:atm,,20.9965414,105.8426875,-240.366289,2175.348648,1,1.72,60,60,1800,3202.300,2994.400,true,,osm,node:724829542,true
29,Highlands Coffee,C,Cửa hàng đồ uống,Hoàng Mai,20.9651775,105.8329648,-1249.559394,-1314.602020,1,1.30,60,60,1800,2722.700,3902.700,true,14.4,1000.1,908,true
30,The Coffee House,C,Cửa hàng đồ uống,Thanh Xuân,20.9775820,105.7877320,-5945.872719,64.715447,1,1.44,60,60,1800,11416.200,9707.300,true,5.417,1000.2,43,true
31,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9626526,105.7755360,-7212.127236,-1595.358091,1,0.45,60,60,2700,10277.400,10624.600,true,9.086,1000.1,723,true
32,WinMart+,C,Siêu thị,Thanh Xuân,20.9750659,105.8256365,-2010.423035,-215.062108,1,1.44,60,60,1800,4666.500,4636.500,true,5.568,1000.1,946,true
33,Nhận Chở Hàng 0983 420420,,amenity:parking,Thanh Xuân,20.9820138,105.8353257,-1005.567822,558.136216,1,1.11,60,60,3600,2582.700,2988.700,true,,osm,node:3933490776,true
34,Trường Mầm non Lĩnh Nam (cơ sở 2),C,Trường học,Hoàng Mai,20.9864265,105.8861812,4275.654355,1048.178976,1,0.29,60,60,2700,6447.100,8210.000,true,36.225,1000.1,977,true
35,Siêu thị B11 Kim Liên,C,Siêu thị,Thanh Xuân,21.0075497,105.8351300,-1024.756648,3396.971651,1,0.63,60,60,2700,5603.600,4663.200,true,7.839,1000.1,964,true
36,Vietcombank,,amenity:atm,Hoàng Mai,20.9681919,105.8271400,-1856.407317,-980.517692,1,0.55,60,60,3600,3351.300,3053.900,true,,osm,node:1491047941,true
37,Trường Mầm non Văn Đức (điểm Chử Xá) [W],W,Trường học,Hoàng Mai,20.9337453,105.7984638,-4831.639345,-4809.703194,1,0.47,60,60,2700,9105.200,11579.400,true,12.561,1000.1,776,true
38,Trường Mầm non Lĩnh Nam (cơ sở 2) [W],W,Trường học,Hoàng Mai,20.9803687,105.7816386,-6578.522381,374.582349,1,1.84,60,60,1800,10844.100,11833.100,true,8.148,1000.1,741,true
39,WinMart+,C,Siêu thị,Thanh Xuân,21.0029768,105.8344506,-1095.295622,2888.488370,1,1.94,60,60,1800,4725.800,4309.300,true,3.103,1000.1,950,true
40,WinMart+,C,Siêu thị,Hoàng Mai,20.9856383,105.8760318,3221.888892,960.535135,1,1.99,60,60,2700,4483.300,5117.300,true,6.905,1000.1,940,true
41,Trường Mầm non Kim Lan [W],W,Trường học,Hoàng Mai,20.9559994,105.7984144,-4836.768320,-2335.160176,1,0.34,60,60,3600,7469.700,9943.800,true,54.653,1000.1,772,true
42,Co.opmart [E],E,Siêu thị,Thanh Xuân,20.9764960,105.9172207,7498.342702,-56.042243,1,0.89,60,60,1800,14082.300,15686.200,true,2.602,1000.1,352,true
43,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [N],N,Trường học,Hoàng Mai,21.0427644,105.8730134,2908.502319,7312.667634,1,0.96,60,60,3600,11093.900,12763.500,true,23.716,1000.1,84,true
44,Quan an Nam Nhu 1 [W],W,Cửa hàng ăn uống,Hoàng Mai,20.9685702,105.7775545,-7002.555676,-937.350993,1,1.88,60,60,3600,9964.200,9903.100,true,27.478,1000.1,725,true
45,WinMart+,C,Siêu thị,Thanh Xuân,21.0065803,105.8150887,-3105.552537,3289.179289,1,0.45,60,60,1800,6544.000,5858.200,true,3.616,1000.1,979,true
46,Trường Tiểu học Chu Văn An,C,Trường học,Hoàng Mai,20.9591300,105.8227787,-2307.135249,-1987.053339,1,1.34,60,60,3600,4707.300,4455.000,true,47.389,1000.1,948,true
47,Siêu thị Đức Thành,C,Siêu thị,Hoàng Mai,20.9833531,105.8523693,765.120483,706.432488,1,1.63,60,60,2700,1886.400,2875.600,true,12.622,1000.1,900,true
48,WinMart+,C,Siêu thị,Thanh Xuân,21.0009096,105.8454402,45.703939,2658.626218,1,0.45,60,60,2700,3628.600,3856.000,true,10.443,1000.1,924,true
49,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt,C,Uỷ ban nhân dân,Thanh Xuân,20.9801192,105.8058479,-4064.982246,346.839215,1,1.73,60,60,1800,7547.800,5936.900,true,13.253,1000.1,987,true
50,Trường Trung học cơ sở Văn Đức [NW],NW,Trường học,Hoàng Mai,21.0450725,105.7939565,-5299.611548,7569.316644,1,0.44,60,60,3600,12244.600,11868.900,true,9.46,1000.1,892,true
51,WinMart+,C,Siêu thị,Hoàng Mai,20.9856060,105.8578995,1339.295682,956.943539,1,1.54,60,60,1800,2701.400,3314.100,true,1.456,1000.1,907,true
52,Trường Mầm non Kim Lan,C,Trường học,Hoàng Mai,20.9620572,105.9029570,6017.408416,-1661.563550,1,1.73,60,60,2700,17043.700,18647.600,true,22.269,1000.2,108,true
53,Trường Mầm non Văn Đức (điểm Chử Xá) [NW],NW,Trường học,Hoàng Mai,21.0418534,105.7984638,-4831.639345,7211.369056,1,1.69,60,60,3600,11567.900,11298.600,true,55.305,1000.1,894,true
54,Không có tên,,amenity:parking_space,,20.9820376,105.8353420,-1003.873565,560.785632,1,1.21,60,60,1800,2580.400,2986.400,true,,osm,node:3933486157,true
55,Không có tên,C,Uỷ ban nhân dân,Thanh Xuân,20.9988413,105.8400599,-512.907834,2428.641751,1,1.56,60,60,2700,3696.000,3141.400,true,32.552,1000.1,927,true
56,Nhà NƠ. 7B KĐT Linh Đàm,,public_transport:platform,,20.9635467,105.8304947,-1507.712489,-1497.621356,1,1.25,60,60,2700,3302.300,4246.800,true,,osm,node:738814934,true
