id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,TK mark [SE],SE,Chợ dân sinh,Thanh Xuân,20.8749608,105.9350841,9353.017263,-11346.241359,1,0.30,60,60,1800,28011.700,29615.600,True,26.847,reality.1000.1,379,true
2,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9941203,105.7095738,-14060.678704,1903.690503,1,1.35,60,60,3600,21131.700,19766.400,True,6.759,reality.1000.1,734,true
3,5050 Rooftop Cafe & Pub,C,Cửa hàng đồ uống,Thanh Xuân,20.9839071,105.7998148,-4691.371237,768.034478,1,1.37,60,60,2700,9313.800,6925.900,True,17.764,reality.1000.1,1000,true
4,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8789786,105.8477702,287.617109,-10899.482383,1,1.06,60,60,3600,17698.600,16078.500,True,134.256,reality.1000.1,436,true
5,Highlands Coffee [S],S,Cửa hàng đồ uống,Hoàng Mai,20.8510116,105.8442038,-82.665779,-14009.270896,1,0.39,60,60,2700,18819.000,16705.400,True,69.157,reality.1000.1,432,true
6,Trường Mầm non Hoa Mai [SW],SW,Trường học,Hoàng Mai,20.8656867,105.7446677,-10417.040676,-12377.474228,1,0.46,60,60,2700,22301.500,23585.300,True,20.455,reality.1000.1,539,true
7,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8977172,105.9122511,6982.372020,-8815.845130,1,0.37,60,60,2700,24043.800,25647.800,True,41.873,reality.1000.1,413,true
8,Tịnh Cafe [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8893215,105.7061760,-14413.456631,-9749.404376,1,0.84,60,60,3600,24293.000,24283.200,True,8.513,reality.1000.1,624,true
9,Delícia Coffee & Lounge [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0772343,105.8231881,-2264.629133,11145.545636,1,1.50,60,60,3600,15006.500,13326.600,True,6.747,reality.1000.1,58,true
