id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_10mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+,C,Siêu thị,Thanh Xuân,20.9740685,105.8412617,-388.130474,-325.967927,1,1.19,60,60,1800,820.700,863.000,true,9.854,1000.1,896,true
2,WinMart+,C,Siêu thị,Hoàng Mai,20.9623445,105.8644825,2022.778257,-1629.617247,1,0.45,60,60,2700,3546.800,5248.800,true,3.107,1000.1,921,true
3,Trường Mầm non Sao Mai,C,Trường học,Hoàng Mai,20.9847216,105.8267185,-1898.083958,858.602746,1,0.53,60,60,3600,3386.400,3766.900,true,4.131,1000.1,919,true
4,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,C,Uỷ ban nhân dân,Thanh Xuân,21.0137094,105.7903883,-5670.081322,4081.899040,1,0.72,60,60,2700,9571.500,9470.300,true,23.983,1000.2,18,true
5,Trường Mầm non Kim Lan,C,Trường học,Hoàng Mai,20.9620572,105.9029570,6017.408416,-1661.563550,1,1.73,60,60,3600,17043.700,18647.600,true,22.269,1000.2,108,true
6,Trường Mầm non Yên Mỹ,C,Trường học,Hoàng Mai,20.9425726,105.8712624,2726.704053,-3828.152218,1,0.36,60,60,3600,7871.500,9113.100,true,27.91,1000.1,991,true
7,Dongabank - ATM,,amenity:atm,,20.9893995,105.8656392,2145.283421,1380.312340,1,1.90,60,60,3600,4026.100,5026.900,true,,osm,node:724829413,true
8,WinMart+,C,Siêu thị,Thanh Xuân,21.0029768,105.8344506,-1095.295622,2888.488370,1,1.94,60,60,3600,4725.800,4309.300,true,3.103,1000.1,950,true
9,Đối diện 184 Ngọc Hồi,,public_transport:platform,,20.9555667,105.8433554,-170.943308,-2385.954956,1,1.28,60,60,2700,3535.000,2900.400,true,,osm,node:1927591121,true
10,WinMart+,C,Siêu thị,Thanh Xuân,21.0092800,105.7930928,-5389.285542,3589.372232,1,1.02,60,60,1800,9469.900,9056.300,true,14.687,1000.2,35,true
11,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0055089,105.8457566,78.554294,3170.045044,1,1.94,60,60,1800,4567.000,4431.300,true,7.864,1000.1,942,true
12,BIDV,,amenity:atm,,21.0009536,105.8452517,26.162246,2666.514752,1,1.74,60,60,2700,3635.400,3862.800,true,,osm,node:724829518,true
13,Cục Dự trữ Nhà nước khu vực Hà Nội,C,Uỷ ban nhân dân,Thanh Xuân,20.9897784,105.8399155,-527.900221,1420.893251,1,0.67,60,60,2700,3014.100,2334.300,true,19.873,1000.1,914,true
14,Taste Tea,C,Cửa hàng đồ uống,Thanh Xuân,21.0117444,105.8368942,-841.587887,3863.401009,1,0.73,60,60,3600,5100.700,4686.200,true,17.127,1000.1,953,true
15,Vietinbank - ATM,,amenity:atm,,20.9982492,105.8503599,557.119685,2365.460944,1,1.81,60,60,3600,2963.700,3567.700,true,,osm,node:724829756,true
16,Phường Ô Chợ Dừa [S],S,Chợ dân sinh,Thanh Xuân,20.9070029,105.8349307,-1045.449050,-7783.322400,1,1.28,60,60,3600,10814.100,10942.300,true,17.634,1000.1,519,true
17,Phường Ô Chợ Dừa,C,Chợ dân sinh,Thanh Xuân,21.0211688,105.8236917,-2212.342664,4911.346476,1,0.28,60,60,1800,6877.200,6414.100,true,6.499,1000.1,982,true
18,siêu thị 24h ninja mark,C,Siêu thị,Thanh Xuân,20.9829490,105.8099270,-3641.468078,661.498619,1,1.82,60,60,3600,5674.600,6662.900,true,10.671,1000.1,967,true
19,BIDV,,amenity:atm,Hai Bà Trưng,21.0008805,105.8451477,15.352260,2658.377260,1,1.74,60,60,2700,3628.400,3855.800,true,,osm,node:1498025851,true
20,Trường Trung học cơ sở Văn Đức [W],W,Trường học,Hoàng Mai,20.9369644,105.7939565,-5299.611548,-4451.755605,1,1.50,60,60,3600,11721.700,11395.200,true,0.861,1000.1,774,true
21,WinMart+,C,Siêu thị,Thanh Xuân,21.0009096,105.8454402,45.703939,2658.626218,1,0.45,60,60,1800,3628.600,3856.000,true,10.443,1000.1,924,true
22,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0076516,105.9174089,7517.882642,3408.302414,1,0.50,60,60,1800,11554.800,13143.000,true,33.327,1000.1,362,true
23,Không có tên,C,Trường học,Hoàng Mai,20.9634078,105.8278674,-1778.798962,-1511.383682,1,1.80,60,60,2700,4113.000,3815.700,true,27.273,1000.1,934,true
24,Cà Phê Parkland,C,Cửa hàng đồ uống,Thanh Xuân,20.9867346,105.8322499,-1323.784168,1082.438133,1,1.55,60,60,3600,2956.600,3360.000,true,15.638,1000.1,913,true
25,WinMart+,C,Siêu thị,Thanh Xuân,21.0118831,105.7852305,-6205.591945,3878.823746,1,1.23,60,60,1800,10800.700,10238.000,true,6.924,1000.2,78,true
26,TK mark,C,Chợ dân sinh,Thanh Xuân,20.9891267,105.8080635,-3834.946701,1348.427517,1,1.82,60,60,1800,6722.400,7531.000,true,5.672,1000.1,980,true
27,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị),C,Trường học,Hoàng Mai,20.9750164,105.8494000,456.831738,-220.566256,1,1.20,60,60,3600,1550.300,1885.100,true,21.936,1000.1,899,true
28,Trường Mầm non Định Công (Cơ sở 3),C,Trường học,Hoàng Mai,20.9793961,105.8283929,-1724.238717,266.434164,1,1.15,60,60,2700,3814.000,4241.800,true,16.624,1000.1,929,true
29,Agribank,,amenity:atm,,20.9974390,105.8501619,536.539134,2275.269480,1,1.97,60,60,1800,2879.400,3483.400,true,,osm,node:446044157,true
30,Trường Quốc tế Singapore [W],W,Trường học,Hoàng Mai,20.9635886,105.7704514,-7740.037839,-1491.279639,1,0.66,60,60,2700,11691.000,11217.200,true,11.398,1000.1,710,true
31,150 Lê Trọng Tấn,,public_transport:platform,,20.9961254,105.8300567,-1553.239163,2129.039528,1,1.57,60,60,1800,4001.200,3438.000,true,,osm,node:738815019,true
32,The Coffee House,C,Cửa hàng đồ uống,Thanh Xuân,20.9775820,105.7877320,-5945.872719,64.715447,1,1.44,60,60,1800,11416.200,9707.300,true,5.417,1000.2,43,true
33,Trường Mầm non Văn Đức (điểm Chử Xá) [NW],NW,Trường học,Hoàng Mai,21.0418534,105.7984638,-4831.639345,7211.369056,1,1.69,60,60,2700,11567.900,11298.600,true,55.305,1000.1,894,true
34,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),C,Trường học,Hoàng Mai,20.9407141,105.8617744,1741.608705,-4034.807989,1,0.29,60,60,2700,7576.700,8818.300,true,22.812,1000.1,988,true
35,Trường Quốc tế Singapore,C,Trường học,Hoàng Mai,20.9696464,105.8749940,3114.138897,-817.683013,1,1.72,60,60,2700,5326.600,6083.700,true,34.733,1000.1,958,true
36,BIDV,,amenity:atm,Hoàng Mai,20.9910322,105.8625140,1820.443323,1562.064504,1,1.74,60,60,1800,3972.200,4586.900,true,,osm,node:1498025707,true
37,Everything Coffee 'N Bagel,C,Cửa hàng đồ uống,Thanh Xuân,21.0041513,105.7946006,-5232.737611,3019.086812,1,0.30,60,60,1800,9595.300,9432.300,true,8.993,1000.2,12,true
38,Trường Tiểu học Đại Kim,C,Trường học,Hoàng Mai,20.9780535,105.8219244,-2395.833284,117.143855,1,1.02,60,60,1800,4567.300,4325.300,true,44.188,1000.1,943,true
39,BIDV,,amenity:atm,Hai Bà Trưng,20.9948760,105.8570014,1247.451667,1989.956320,1,1.78,60,60,1800,3478.400,4799.600,true,,osm,node:1498025708,true
40,Trường Mầm non Đại Thanh,C,Trường học,Hoàng Mai,20.9441227,105.8424059,-269.333457,-3655.788962,1,0.88,60,60,2700,4476.500,4610.900,true,39.406,1000.1,939,true
41,Cửa Hàng Tiện Lợi BV Mart,C,Siêu thị,Thanh Xuân,20.9790881,105.7960698,-5080.197341,232.186126,1,0.35,60,60,1800,10513.600,7368.800,true,7.03,1000.2,117,true
42,512-514 Bạch Mai,,public_transport:platform,,20.9968031,105.8499842,518.068609,2204.481092,1,1.11,60,60,2700,2799.800,3403.800,true,,osm,node:738814321,true
43,WinMart+,C,Siêu thị,Hoàng Mai,20.9856383,105.8760318,3221.888892,960.535135,1,1.99,60,60,3600,4483.300,5117.300,true,6.905,1000.1,940,true
44,WinMart+,C,Siêu thị,Thanh Xuân,20.9934563,105.8316340,-1387.730229,1829.857071,1,0.28,60,60,2700,3674.200,3110.900,true,3.229,1000.1,926,true
45,Trường Mầm non Văn Đức (điểm Chử Xá),C,Trường học,Hoàng Mai,20.9398031,105.9030064,6022.537391,-4136.106567,1,0.75,60,60,1800,19565.300,21628.500,true,16.53,1000.2,67,true
46,Trường Tiểu học Tam Hiệp,C,Trường học,Hoàng Mai,20.9501409,105.8308462,-1469.523875,-2986.595654,1,1.51,60,60,3600,4611.100,6556.400,true,9.465,1000.1,945,true
47,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0430343,105.8573412,1281.329964,7342.679145,1,1.89,60,60,1800,14673.200,13012.000,true,1.178,1000.1,73,true
48,Sacombank - ATM,,amenity:atm,,20.9985046,105.8503210,553.076334,2393.892072,1,1.71,60,60,3600,2991.100,3595.200,true,,osm,node:724829375,true
49,Trung tâm Công nghệ Phần mềm Thủy lợi,C,Uỷ ban nhân dân,Thanh Xuân,21.0088849,105.8252199,-2053.676695,3545.439117,1,1.06,60,60,1800,6378.300,5509.500,true,1.671,1000.1,975,true
