id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 4.537944 -6.621489 4537.943614 -6621.488521 1 4.51 60 60 2700
2 -0.666176 -9.368190 -666.176417 -9368.190192 1 3.25 60 60 2700
3 -4.996484 0.628555 -4996.483569 628.555483 1 3.25 60 60 1800
4 2.245170 -5.122041 2245.170154 -5122.040746 1 3.39 60 60 1800
5 7.539537 -5.586075 7539.537064 -5586.074683 1 1.11 60 60 2700
6 3.523970 -6.522262 3523.969693 -6522.261536 0 8.34 60 60 2700
7 -3.659755 -9.972295 -3659.754765 -9972.294890 1 3.19 60 60 3600
8 -6.813710 2.769790 -6813.710234 2769.790151 1 4.38 60 60 2700
9 0.040836 -5.589787 40.835552 -5589.786704 1 1.47 60 60 1800
10 6.556898 7.699952 6556.898090 7699.951779 1 1.30 60 60 3600
11 7.477394 8.990700 7477.393834 8990.700067 1 4.68 60 60 3600
12 -6.640513 9.274728 -6640.512560 9274.727612 1 2.13 60 60 3600
13 8.692606 -0.402153 8692.605662 -402.152851 1 3.45 60 60 2700
14 6.575931 9.146461 6575.930548 9146.461320 0 8.74 60 60 3600
15 -4.553155 -0.141350 -4553.155101 -141.350367 1 4.61 60 60 1800
16 7.783209 -8.990847 7783.208624 -8990.847432 1 4.85 60 60 3600
17 -3.031679 -5.050951 -3031.678616 -5050.951450 1 1.93 60 60 1800
18 9.505504 -7.755639 9505.503619 -7755.639097 1 3.52 60 60 3600
19 -0.115051 -5.054192 -115.050657 -5054.192312 1 2.63 60 60 1800
20 1.004432 9.346171 1004.431599 9346.170601 1 3.36 60 60 2700
21 -9.446879 9.347152 -9446.879356 9347.151715 1 2.95 60 60 3600
22 -6.914617 0.246971 -6914.617025 246.971236 1 3.70 60 60 2700
23 1.142003 6.548491 1142.002859 6548.490653 1 2.77 60 60 1800
24 -5.532450 1.512972 -5532.450414 1512.971834 1 4.55 60 60 1800
25 6.647082 8.597250 6647.081854 8597.250195 1 1.39 60 60 3600
26 -5.177270 -3.662139 -5177.270371 -3662.139354 1 4.63 60 60 1800
27 4.477683 2.996663 4477.683171 2996.663431 0 7.58 60 60 1800
28 5.675404 1.832940 5675.403501 1832.939642 1 1.59 60 60 1800
29 8.432798 2.513890 8432.797605 2513.889814 1 2.91 60 60 2700
30 -7.333258 -8.790023 -7333.257943 -8790.022551 1 3.42 60 60 3600
31 -5.579389 3.158120 -5579.389191 3158.119934 1 2.34 60 60 1800
32 2.287435 0.652209 2287.435251 652.209490 1 3.63 60 60 1800
33 -4.612185 2.788592 -4612.184664 2788.592085 1 1.32 60 60 1800
34 3.584808 4.458562 3584.808087 4458.562023 1 4.23 60 60 1800
35 6.674608 1.120289 6674.608117 1120.288576 0 5.24 60 60 2700
36 7.527872 6.438472 7527.872129 6438.472448 0 6.30 60 60 3600
37 2.512373 -6.055196 2512.372629 -6055.195960 1 2.65 60 60 1800
38 4.269560 -5.266555 4269.559660 -5266.555233 0 9.02 60 60 2700
39 -7.196113 -9.855985 -7196.112905 -9855.985281 1 2.22 60 60 3600
40 2.547368 5.941579 2547.368442 5941.579208 1 4.25 60 60 1800
41 -4.969884 6.080617 -4969.884240 6080.617216 1 2.41 60 60 2700
42 -2.936892 -3.835621 -2936.891952 -3835.621183 1 2.26 60 60 1800
43 3.376765 8.013454 3376.765482 8013.454197 1 4.40 60 60 2700
44 -2.890704 -0.434954 -2890.704017 -434.954292 1 4.34 60 60 1800
45 4.851691 -1.996887 4851.690550 -1996.887341 0 5.91 60 60 1800
46 -7.971381 6.944210 -7971.381446 6944.209604 1 3.13 60 60 3600
47 8.958207 6.704410 8958.207126 6704.409584 1 3.53 60 60 3600
48 3.030529 -9.149183 3030.528807 -9149.183159 1 1.70 60 60 3600
49 -3.645853 -2.580396 -3645.852857 -2580.395542 1 1.09 60 60 1800
50 5.128064 1.979910 5128.064247 1979.910366 1 0.91 60 60 1800
51 3.227018 -4.330908 3227.017678 -4330.908229 0 8.87 60 60 1800
52 5.735145 9.259963 5735.145285 9259.962725 1 1.30 60 60 3600
53 5.761182 -3.878077 5761.181850 -3878.077315 1 1.61 60 60 2700
54 8.144197 -2.999349 8144.196723 -2999.348659 0 8.48 60 60 2700
55 7.123819 -6.309683 7123.818669 -6309.683463 0 6.58 60 60 3600
56 -9.133154 8.482954 -9133.154074 8482.954186 0 7.36 60 60 3600
57 7.480591 7.471511 7480.590626 7471.511252 1 4.82 60 60 3600
58 6.660133 0.125969 6660.133370 125.969373 0 5.54 60 60 1800
59 5.622893 -9.153388 5622.893056 -9153.387633 1 2.51 60 60 3600
60 1.124091 6.028357 1124.090723 6028.357164 1 1.68 60 60 1800
61 -5.021697 -1.986667 -5021.697381 -1986.666988 1 4.52 60 60 1800
62 9.109595 6.153376 9109.595107 6153.375840 1 2.49 60 60 3600
63 0.589170 8.780187 589.169675 8780.187010 1 0.77 60 60 2700
64 2.980887 -2.456700 2980.887297 -2456.700308 0 5.55 60 60 1800
65 6.287071 -3.129042 6287.071385 -3129.041660 1 1.30 60 60 2700
66 2.471997 3.508081 2471.997234 3508.081276 1 4.40 60 60 1800
67 6.653335 3.151473 6653.335400 3151.472711 1 2.03 60 60 2700
68 -8.220847 -7.798196 -8220.847429 -7798.195988 1 3.99 60 60 3600
69 -5.193215 9.479488 -5193.215104 9479.488357 0 8.88 60 60 3600
70 -8.552205 5.177997 -8552.205358 5177.996597 1 3.60 60 60 3600
71 4.237093 1.456925 4237.092653 1456.924987 1 2.59 60 60 1800
72 0.226547 -7.278329 226.546994 -7278.329280 1 2.70 60 60 2700
73 -3.239625 6.695294 -3239.625384 6695.293883 1 4.57 60 60 2700
74 -0.486466 9.498797 -486.465835 9498.796528 1 0.55 60 60 3600
75 2.130833 -3.100930 2130.833301 -3100.929544 0 6.91 60 60 1800
76 -2.477629 -4.547287 -2477.628596 -4547.286925 0 5.71 60 60 1800
77 -3.150052 -2.904417 -3150.051540 -2904.416639 1 1.03 60 60 1800
78 -0.964791 3.703897 -964.791095 3703.896983 0 5.48 60 60 1800
79 -5.266920 -2.508066 -5266.920040 -2508.065889 0 6.77 60 60 1800
80 9.976198 7.715292 9976.197985 7715.291519 1 4.45 60 60 3600
81 7.280179 1.123205 7280.179160 1123.205102 1 1.70 60 60 2700
82 -9.854242 -9.083160 -9854.242095 -9083.159861 1 3.62 60 60 3600
83 6.276284 4.438915 6276.284431 4438.914878 1 4.88 60 60 2700
84 8.292121 3.217621 8292.120718 3217.620735 0 7.10 60 60 2700
85 -0.269908 8.103586 -269.908119 8103.586072 1 4.64 60 60 2700
86 7.314928 -2.128433 7314.927769 -2128.433342 1 2.82 60 60 2700
87 -5.946061 -1.512934 -5946.060961 -1512.934348 1 1.89 60 60 1800
88 -4.619914 -5.364432 -4619.913652 -5364.432063 0 6.06 60 60 2700
89 4.648159 4.211998 4648.159384 4211.998096 1 2.60 60 60 1800
90 0.862912 -5.511134 862.912494 -5511.133871 1 1.48 60 60 1800
91 -4.446633 6.619189 -4446.632581 6619.189222 1 1.32 60 60 2700
92 4.473614 7.258192 4473.614255 7258.192439 1 4.98 60 60 2700
93 -5.138193 -5.436162 -5138.192925 -5436.161502 1 3.10 60 60 2700
94 6.844789 -2.977323 6844.788548 -2977.323051 1 1.92 60 60 2700
95 6.038379 -5.851015 6038.378993 -5851.014973 1 2.30 60 60 2700
96 -3.369660 -6.411990 -3369.660337 -6411.990322 1 1.89 60 60 2700
97 -2.146471 -3.994940 -2146.471418 -3994.939787 1 1.43 60 60 1800
98 8.462622 -8.084037 8462.622118 -8084.037475 0 7.50 60 60 3600
99 8.471806 -3.876238 8471.806274 -3876.238388 1 3.61 60 60 2700
