id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 2.745887 -6.998245 2745.886715 -6998.245292 1 3.72 60 60 2700
2 -1.081728 0.029423 -1081.728283 29.422965 1 2.44 60 60 1800
3 1.251923 -9.622076 1251.922658 -9622.075871 1 2.79 60 60 3600
4 -6.452618 -4.192079 -6452.618379 -4192.079227 1 3.62 60 60 2700
5 9.485101 -2.463687 9485.100899 -2463.687078 1 4.20 60 60 3600
6 -1.720301 -1.591565 -1720.301272 -1591.565077 1 3.41 60 60 1800
7 -0.920870 -8.225645 -920.870271 -8225.645350 0 8.72 60 60 2700
8 -0.064001 -9.394941 -64.001347 -9394.941007 1 4.85 60 60 3600
9 9.521795 0.146561 9521.794543 146.561121 1 4.72 60 60 3600
10 5.186676 -3.610911 5186.675624 -3610.910899 0 5.31 60 60 2700
11 -7.406902 5.392980 -7406.901826 5392.980311 1 1.67 60 60 3600
12 5.972575 7.447303 5972.575370 7447.303279 1 1.99 60 60 3600
13 -1.042130 4.369673 -1042.130381 4369.672761 1 4.03 60 60 1800
14 1.447399 -2.448716 1447.398920 -2448.716149 1 3.72 60 60 1800
15 0.752053 -5.184670 752.053455 -5184.669716 1 4.72 60 60 1800
16 -7.942936 2.084659 -7942.936076 2084.658717 1 3.24 60 60 2700
17 -5.737687 2.129752 -5737.687478 2129.751607 1 1.56 60 60 2700
18 0.019075 -8.052105 19.074773 -8052.104637 1 4.63 60 60 2700
19 -6.885784 -7.142884 -6885.783856 -7142.883593 1 3.75 60 60 3600
20 -0.085981 5.590666 -85.980920 5590.665915 1 1.41 60 60 1800
21 -5.442443 0.574092 -5442.443262 574.091617 0 9.61 60 60 1800
22 3.293514 5.101776 3293.513792 5101.776322 1 4.64 60 60 2700
23 1.795880 -6.905346 1795.880068 -6905.346098 1 2.60 60 60 2700
24 7.344636 0.064468 7344.636323 64.467629 0 8.71 60 60 2700
25 -9.696335 8.684941 -9696.334954 8684.941424 1 4.76 60 60 3600
26 -1.514772 5.600186 -1514.772298 5600.185581 1 4.39 60 60 1800
27 5.051134 2.397203 5051.134331 2397.202884 0 9.43 60 60 1800
28 1.822405 4.289141 1822.404727 4289.141406 1 0.76 60 60 1800
29 -7.408132 1.523054 -7408.131687 1523.053533 1 3.38 60 60 2700
30 6.886986 3.852717 6886.986263 3852.717227 1 3.47 60 60 2700
31 7.488554 2.374315 7488.554383 2374.314783 1 4.93 60 60 2700
32 1.480911 8.710639 1480.910958 8710.638613 1 4.96 60 60 2700
33 -0.717902 -6.979244 -717.902400 -6979.243578 1 3.87 60 60 2700
34 -9.823447 7.249069 -9823.446804 7249.069306 1 3.32 60 60 3600
35 9.057213 -3.227403 9057.213065 -3227.402794 1 1.00 60 60 3600
36 9.617904 9.827102 9617.904381 9827.102389 1 2.33 60 60 3600
37 -3.709371 -0.145580 -3709.370952 -145.580194 0 6.81 60 60 1800
38 7.137099 6.474290 7137.098806 6474.289973 1 2.43 60 60 3600
39 -9.572072 -7.383821 -9572.072405 -7383.820989 1 0.98 60 60 3600
40 -1.099253 -3.209966 -1099.253050 -3209.966043 1 1.82 60 60 1800
41 -3.969176 -2.938198 -3969.176392 -2938.198351 1 4.63 60 60 1800
42 2.405251 -2.019807 2405.250590 -2019.806502 1 1.16 60 60 1800
43 9.273888 6.929847 9273.888280 6929.846794 0 5.32 60 60 3600
44 9.543265 8.224862 9543.265303 8224.861631 1 2.54 60 60 3600
45 0.008100 -8.850440 8.099806 -8850.439665 0 5.41 60 60 3600
46 4.453466 1.454948 4453.465748 1454.947867 1 4.01 60 60 1800
47 -5.328171 -5.740680 -5328.171402 -5740.680327 1 1.40 60 60 2700
48 -6.162401 4.713621 -6162.400729 4713.620582 0 6.90 60 60 2700
49 -1.833032 -3.287991 -1833.031778 -3287.991098 0 6.18 60 60 1800
50 -1.275045 -5.329285 -1275.045185 -5329.285009 1 4.17 60 60 1800
