id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -2.884198 -4.994023 -2884.198437 -4994.022687 0 8.47 60 60 1800
2 -3.565142 -2.298244 -3565.141961 -2298.244152 1 1.83 60 60 1800
3 -5.638668 4.545098 -5638.667908 4545.097503 1 0.87 60 60 2700
4 8.599226 6.466195 8599.225700 6466.195055 1 4.22 60 60 3600
5 -6.495456 -0.656551 -6495.456439 -656.551481 1 1.25 60 60 2700
6 -5.326413 3.651937 -5326.412793 3651.937325 1 4.77 60 60 2700
7 -8.234303 -0.296853 -8234.302948 -296.853262 1 1.05 60 60 2700
8 -1.443414 9.253921 -1443.413791 9253.920553 1 4.42 60 60 3600
9 2.450614 -3.936785 2450.614075 -3936.784803 1 0.57 60 60 1800
10 -9.617650 -5.136480 -9617.650268 -5136.480213 1 3.31 60 60 3600
11 0.910604 6.781478 910.603767 6781.478306 1 2.37 60 60 2700
12 -7.636820 3.824764 -7636.820275 3824.763658 1 4.57 60 60 2700
13 -3.433616 4.395062 -3433.616345 4395.061860 1 1.58 60 60 1800
14 4.799065 7.146769 4799.064985 7146.769285 1 1.58 60 60 2700
15 -3.511593 -8.825346 -3511.593255 -8825.345897 1 2.67 60 60 3600
16 -1.492158 2.039125 -1492.158086 2039.125326 1 1.86 60 60 1800
17 7.989725 -4.786402 7989.724643 -4786.402214 1 1.92 60 60 2700
18 4.082069 0.666460 4082.069114 666.460195 1 2.65 60 60 1800
19 -1.391461 3.190397 -1391.461158 3190.396996 1 0.63 60 60 1800
20 -2.061382 -1.649967 -2061.381662 -1649.966666 0 6.40 60 60 1800
21 -0.996597 1.358875 -996.596556 1358.875377 1 1.29 60 60 1800
22 -1.931937 9.061668 -1931.936621 9061.667823 1 1.23 60 60 2700
23 6.754970 9.386145 6754.970261 9386.144815 1 4.91 60 60 3600
24 2.570181 -2.174889 2570.180907 -2174.889067 1 3.12 60 60 1800
25 7.102126 7.577940 7102.125768 7577.940474 1 2.33 60 60 3600
26 -8.136447 -0.962366 -8136.447284 -962.366400 1 3.70 60 60 2700
27 -2.832155 4.742293 -2832.154945 4742.292571 1 1.29 60 60 1800
28 9.177611 3.192564 9177.610527 3192.564220 1 2.77 60 60 3600
29 -3.289960 9.604783 -3289.960434 9604.782670 1 1.17 60 60 3600
30 -8.792313 3.080330 -8792.313170 3080.329622 1 4.51 60 60 3600
31 -3.773470 -0.853998 -3773.469975 -853.998319 1 0.98 60 60 1800
32 -3.938952 -6.825806 -3938.951660 -6825.806125 0 6.98 60 60 2700
33 0.601872 3.295662 601.872245 3295.662322 1 2.00 60 60 1800
34 -3.386925 8.943358 -3386.924589 8943.357668 1 1.48 60 60 3600
35 4.980515 9.841807 4980.514648 9841.806530 1 1.75 60 60 3600
36 7.019482 -2.605437 7019.482020 -2605.436920 0 5.85 60 60 2700
37 -1.347265 7.047535 -1347.264670 7047.535163 1 3.09 60 60 2700
38 -2.593161 3.077518 -2593.160948 3077.518187 0 5.33 60 60 1800
39 -6.509970 -1.632684 -6509.969695 -1632.683932 1 2.66 60 60 2700
40 -9.028161 -0.725289 -9028.160516 -725.288764 1 3.45 60 60 2700
41 3.492202 6.185419 3492.201568 6185.419466 0 9.70 60 60 2700
42 6.737103 -7.079273 6737.102831 -7079.273401 1 4.12 60 60 3600
43 -2.871136 5.982938 -2871.136240 5982.937933 1 1.89 60 60 2700
44 6.328346 2.352125 6328.345525 2352.125025 0 8.38 60 60 2700
45 -9.811635 -5.705293 -9811.635451 -5705.292642 0 7.58 60 60 3600
46 -9.784471 -4.263114 -9784.471363 -4263.114396 0 8.46 60 60 3600
47 8.452208 4.991222 8452.208146 4991.222474 1 2.23 60 60 3600
48 -8.286514 -6.960892 -8286.514455 -6960.891974 1 1.88 60 60 3600
49 3.257811 9.387199 3257.810546 9387.199199 1 4.79 60 60 3600
50 -9.014804 0.920418 -9014.803879 920.418003 1 0.92 60 60 2700
51 -7.248695 -9.421822 -7248.694591 -9421.821678 0 7.89 60 60 3600
52 0.937360 3.686089 937.359508 3686.088765 0 8.87 60 60 1800
53 -7.760265 5.499773 -7760.265481 5499.772647 0 7.04 60 60 3600
54 7.092469 1.844218 7092.469259 1844.218361 1 1.21 60 60 2700
55 -1.154351 -1.046429 -1154.351133 -1046.428678 1 2.03 60 60 1800
56 7.582503 -1.075083 7582.503091 -1075.082647 1 4.39 60 60 2700
57 -2.779944 -3.119886 -2779.943650 -3119.886184 1 0.91 60 60 1800
58 -9.320718 -7.061422 -9320.718192 -7061.421746 0 5.90 60 60 3600
59 5.232733 -3.575922 5232.732673 -3575.922410 1 3.60 60 60 1800
60 -5.834016 0.648270 -5834.016118 648.269867 1 0.80 60 60 1800
61 -0.396490 6.900225 -396.490444 6900.224876 0 7.10 60 60 2700
62 -9.327449 -5.917285 -9327.449405 -5917.284989 1 3.04 60 60 3600
63 9.524419 5.987478 9524.419084 5987.478302 1 4.36 60 60 3600
64 -9.162416 -8.816938 -9162.416162 -8816.938113 0 5.87 60 60 3600
65 -1.040111 -7.898311 -1040.110737 -7898.310981 0 6.56 60 60 2700
66 8.123056 5.878517 8123.056431 5878.517318 1 3.00 60 60 3600
67 4.019381 -1.416910 4019.380938 -1416.909677 1 0.69 60 60 1800
68 -0.895681 0.647513 -895.681072 647.513032 1 2.44 60 60 1800
69 -6.822434 8.799671 -6822.433939 8799.670831 1 3.81 60 60 3600
70 -2.727209 -8.521629 -2727.209345 -8521.629006 0 6.52 60 60 2700
71 -9.726351 8.797451 -9726.350931 8797.450679 1 1.33 60 60 3600
72 -9.863800 -2.820216 -9863.799955 -2820.215603 1 3.12 60 60 3600
73 -6.350391 0.057442 -6350.391236 57.442436 1 3.62 60 60 1800
74 2.005842 4.647278 2005.841696 4647.278486 1 2.12 60 60 1800
75 5.179935 -2.032027 5179.935040 -2032.027258 1 2.65 60 60 1800
76 7.126524 5.955002 7126.524374 5955.001984 0 6.40 60 60 2700
77 0.597287 -7.085312 597.287081 -7085.311588 1 2.17 60 60 2700
78 -8.631768 0.500562 -8631.767991 500.561612 1 2.98 60 60 2700
79 -2.328908 -8.151119 -2328.907873 -8151.118745 0 5.61 60 60 2700
80 5.109431 -6.317538 5109.431059 -6317.537763 1 4.30 60 60 2700
81 0.998158 4.196437 998.158319 4196.436668 1 4.57 60 60 1800
82 -2.032127 -4.112897 -2032.126630 -4112.897463 0 8.71 60 60 1800
83 -5.449822 2.867787 -5449.821836 2867.786734 1 4.78 60 60 1800
84 5.776933 4.150918 5776.933255 4150.918492 0 9.37 60 60 2700
85 -7.561337 -6.134711 -7561.337299 -6134.710889 1 1.03 60 60 3600
86 -7.777704 -3.801350 -7777.703934 -3801.350270 1 1.88 60 60 2700
87 -9.840916 5.701896 -9840.916053 5701.895880 0 9.73 60 60 3600
88 4.637164 -5.179561 4637.164357 -5179.561032 0 7.01 60 60 2700
89 -2.593500 -9.030531 -2593.499534 -9030.531422 1 3.12 60 60 3600
90 6.687669 -3.270713 6687.668603 -3270.712681 1 3.51 60 60 2700
91 0.224201 2.270637 224.201151 2270.637328 1 2.54 60 60 1800
92 -8.935880 -2.347805 -8935.880260 -2347.804746 1 4.98 60 60 2700
93 8.159841 -5.624799 8159.840530 -5624.798790 1 1.93 60 60 3600
94 6.184562 5.439515 6184.562417 5439.515145 1 1.11 60 60 2700
95 1.694130 3.577794 1694.130038 3577.794406 1 2.55 60 60 1800
96 -5.732245 -5.609727 -5732.244519 -5609.726842 1 3.48 60 60 2700
97 0.521574 -7.731521 521.574352 -7731.521017 0 8.91 60 60 2700
98 -1.206315 -9.566782 -1206.314580 -9566.781795 0 7.99 60 60 3600
99 -6.033848 4.962721 -6033.848128 4962.721279 1 2.64 60 60 2700
100 -0.129899 -3.316519 -129.898786 -3316.519405 1 4.78 60 60 1800
101 4.237479 -1.960189 4237.478828 -1960.188688 1 2.50 60 60 1800
102 9.941792 2.087412 9941.792189 2087.412018 1 1.64 60 60 3600
103 -3.771754 9.388989 -3771.754129 9388.988565 1 1.11 60 60 3600
104 -7.873924 -9.883164 -7873.923560 -9883.163510 1 1.02 60 60 3600
105 9.485443 2.678398 9485.442995 2678.398174 1 3.05 60 60 3600
106 2.662393 -4.949108 2662.392669 -4949.108436 1 1.73 60 60 1800
107 -8.868448 -8.024317 -8868.447859 -8024.317026 1 0.78 60 60 3600
108 -6.248208 4.411249 -6248.207865 4411.249388 1 2.00 60 60 2700
109 7.026907 -1.134896 7026.907407 -1134.895646 1 2.71 60 60 2700
110 -4.105219 -7.822989 -4105.219302 -7822.989333 1 2.09 60 60 2700
111 -2.219653 6.123513 -2219.652882 6123.513239 1 4.37 60 60 2700
112 -4.033854 8.688612 -4033.854274 8688.611512 0 5.88 60 60 3600
113 -9.460018 6.680226 -9460.017692 6680.226160 1 3.92 60 60 3600
114 9.540317 -4.082338 9540.317407 -4082.337551 0 7.15 60 60 3600
