NUM DRONES,2
TRUCK SPEED,1
DRONE SPEED,2
0	487	490	0
1	664	391	0
2	553	927	0
3	764	910	0
4	758	24	0
5	148	967	0
6	185	775	0
7	716	920	0
8	155	996	0
9	170	926	0
10	537	64	0
11	373	169	0
12	800	186	0
13	235	48	0
14	24	532	0
15	295	923	0
16	805	162	0
17	723	186	0
18	163	500	0
19	741	568	0
20	263	220	0
21	572	430	0
22	70	479	0
23	922	27	0
24	759	793	0
25	324	807	0
26	156	707	0
27	219	181	0
28	664	18	0
29	661	425	0
30	284	118	0
31	460	58	0
32	663	106	0
33	393	479	0
34	761	127	0
35	199	539	0
36	359	445	0
37	637	147	0
38	53	623	0
39	124	756	0
40	721	283	0
41	693	351	0
42	521	973	0
43	103	612	0
44	46	954	0
45	734	853	0
46	867	469	0
47	760	109	0
48	2	810	0
49	896	828	0
50	428	520	0
51	789	865	0
52	27	130	0
53	372	683	0
54	533	61	0
55	292	233	0
56	173	986	0
57	865	803	0
58	360	403	0
59	400	518	0
60	573	645	0
61	629	992	0
62	807	583	0
63	917	249	0
64	107	368	0
65	368	662	0
66	159	662	0
67	901	667	0
68	982	503	1
69	644	614	0
70	865	737	0
71	236	692	0
72	344	729	0
73	363	133	0
74	706	431	0
75	285	771	0
76	435	464	0
77	486	153	0
78	717	117	0
79	187	57	0
80	969	212	0
81	298	627	0
82	401	938	0
83	712	310	0
84	963	90	0
85	710	157	0
86	385	358	0
87	392	425	0
88	281	99	1
89	411	953	0
90	164	589	0
91	183	250	0
92	418	545	1
93	341	651	0
94	413	348	0
95	138	734	0
96	164	768	0
97	775	806	0
98	634	220	0
99	411	852	0
100	929	300	0
101	259	430	1
102	396	969	0
103	642	636	0
104	92	351	0
105	217	652	1
106	476	625	0
107	179	877	0
108	513	69	1
109	944	842	1
110	259	641	1
111	895	457	0
112	790	105	0
113	719	406	0
114	990	94	0
115	633	953	1
116	677	405	0
117	919	913	0
118	347	255	0
119	708	304	0
120	945	203	0
121	749	830	0
122	279	963	0
123	47	423	0
124	74	731	0
125	841	702	0
126	863	781	0
127	476	133	0
128	523	910	1
129	672	741	0
130	98	938	0
131	99	652	0
132	375	30	0
133	853	59	1
134	582	274	1
135	473	523	0
136	731	623	1
137	884	988	0
138	160	56	0
139	286	123	1
140	697	280	0
141	335	926	0
142	316	473	1
143	186	915	0
144	58	174	0
145	620	862	0
146	276	461	0
147	270	3	0
148	147	341	0
149	879	581	0
150	868	228	0
151	274	490	0
152	50	689	1
153	701	853	1
154	657	899	0
155	933	155	1
156	726	257	0
157	624	4	1
158	885	215	1
159	426	754	0
160	281	534	0
161	912	96	0
162	210	971	0
163	427	50	0
164	406	917	0
165	690	353	0
166	909	667	1
167	716	557	1
168	989	82	0
169	119	628	0
170	193	831	0
171	33	469	0
172	892	881	1
173	82	850	0
174	214	132	0
175	839	951	0
176	326	184	0
177	163	681	0
178	770	422	0
179	336	505	1
180	179	262	0
181	274	122	0
182	177	185	0
183	653	38	1
184	484	542	0
185	351	986	0
186	762	852	0
187	612	111	1
188	470	458	0
189	98	407	0
190	727	448	0
191	170	314	0
192	735	18	1
193	791	552	0
194	107	953	0
195	127	603	0
196	424	499	1
197	4	552	0
198	677	311	0
199	395	960	0
200	604	599	1
201	732	769	0
202	361	525	0
203	36	274	0
204	552	487	1
205	705	448	1
206	668	394	0
207	462	374	0
208	676	230	0
209	883	856	1
210	217	705	0
211	195	225	0
212	547	240	0
213	166	223	0
214	329	385	0
215	501	939	0
216	771	471	0
217	358	281	0
218	293	614	1
219	71	419	0
220	741	120	1
221	92	362	0
222	362	145	0
223	769	851	1
224	694	10	0
225	440	208	1
226	308	270	0
227	243	716	0
228	933	520	0
229	706	750	0
230	428	265	1
231	9	825	0
232	986	527	0
233	444	8	1
234	473	9	1
235	646	708	0
236	193	362	1
237	335	430	1
238	244	349	1
239	585	924	0
240	656	252	0
241	335	994	0
242	427	442	0
243	270	461	0
244	612	852	0
245	330	140	0
246	787	9	1
247	150	867	0
248	962	378	1
249	904	165	0
250	710	520	0
251	512	62	0
252	102	909	0
253	824	791	0
254	854	572	0
255	393	435	0
256	343	358	0
257	753	641	0
258	924	263	0
259	169	534	0
260	615	443	0
261	101	967	0
262	775	760	1
263	600	90	1
264	950	959	0
265	21	376	0
266	785	195	1
267	912	974	0
268	663	391	0
269	32	449	1
270	21	978	1
271	498	867	1
272	738	540	0
273	998	495	0
274	473	832	1
275	952	299	0
276	298	334	0
277	977	632	0
278	420	471	0
279	629	290	1
280	854	799	1
281	345	779	1
282	135	193	1
283	463	288	1
284	358	644	0
285	662	309	0
286	337	653	0
287	158	599	0
288	532	402	0
289	749	466	1
290	860	592	0
291	407	31	0
292	891	47	0
293	318	582	1
294	766	200	0
295	926	639	1
296	35	239	0
297	379	720	0
298	14	676	0
299	672	887	1
300	651	247	0
