# i j vmax_ij_m_per_s road_class free_flow_speed_kmh
0 1 8.333333 urban 30.0
0 2 8.333333 urban 30.0
0 3 8.333333 urban 30.0
0 4 8.333333 urban 30.0
0 5 9.722222 suburban 35.0
0 6 9.722222 suburban 35.0
0 7 9.722222 suburban 35.0
0 8 8.333333 urban 30.0
0 9 8.333333 urban 30.0
0 10 8.333333 urban 30.0
0 11 8.333333 urban 30.0
0 12 8.333333 urban 30.0
0 13 9.722222 suburban 35.0
0 14 9.722222 suburban 35.0
0 15 8.333333 urban 30.0
0 16 9.722222 suburban 35.0
0 17 8.333333 urban 30.0
0 18 8.333333 urban 30.0
0 19 8.333333 urban 30.0
0 20 9.722222 suburban 35.0
0 21 8.333333 urban 30.0
0 22 9.722222 suburban 35.0
0 23 8.333333 urban 30.0
0 24 8.333333 urban 30.0
0 25 9.722222 suburban 35.0
0 26 9.722222 suburban 35.0
0 27 8.333333 urban 30.0
0 28 8.333333 urban 30.0
0 29 9.722222 suburban 35.0
0 30 8.333333 urban 30.0
0 31 9.722222 suburban 35.0
0 32 8.333333 urban 30.0
0 33 8.333333 urban 30.0
0 34 8.333333 urban 30.0
0 35 8.333333 urban 30.0
0 36 8.333333 urban 30.0
0 37 9.722222 suburban 35.0
0 38 9.722222 suburban 35.0
0 39 8.333333 urban 30.0
0 40 8.333333 urban 30.0
0 41 9.722222 suburban 35.0
0 42 8.333333 urban 30.0
0 43 8.333333 urban 30.0
0 44 8.333333 urban 30.0
0 45 9.722222 suburban 35.0
0 46 9.722222 suburban 35.0
0 47 9.722222 suburban 35.0
0 48 8.333333 urban 30.0
0 49 8.333333 urban 30.0
0 50 8.333333 urban 30.0
0 51 8.333333 urban 30.0
0 52 8.333333 urban 30.0
0 53 8.333333 urban 30.0
0 54 8.333333 urban 30.0
0 55 9.722222 suburban 35.0
0 56 8.333333 urban 30.0
0 57 9.722222 suburban 35.0
0 58 9.722222 suburban 35.0
0 59 8.333333 urban 30.0
0 60 8.333333 urban 30.0
0 61 8.333333 urban 30.0
0 62 8.333333 urban 30.0
0 63 9.722222 suburban 35.0
0 64 9.722222 suburban 35.0
0 65 9.722222 suburban 35.0
0 66 8.333333 urban 30.0
0 67 9.722222 suburban 35.0
0 68 8.333333 urban 30.0
0 69 8.333333 urban 30.0
0 70 8.333333 urban 30.0
0 71 8.333333 urban 30.0
0 72 9.722222 suburban 35.0
0 73 8.333333 urban 30.0
0 74 9.722222 suburban 35.0
0 75 8.333333 urban 30.0
0 76 9.722222 suburban 35.0
0 77 9.722222 suburban 35.0
0 78 8.333333 urban 30.0
0 79 9.722222 suburban 35.0
0 80 8.333333 urban 30.0
0 81 9.722222 suburban 35.0
0 82 9.722222 suburban 35.0
0 83 9.722222 suburban 35.0
0 84 9.722222 suburban 35.0
0 85 9.722222 suburban 35.0
0 86 9.722222 suburban 35.0
0 87 9.722222 suburban 35.0
0 88 9.722222 suburban 35.0
0 89 9.722222 suburban 35.0
0 90 8.333333 urban 30.0
0 91 8.333333 urban 30.0
0 92 8.333333 urban 30.0
0 93 9.722222 suburban 35.0
0 94 9.722222 suburban 35.0
0 95 8.333333 urban 30.0
0 96 8.333333 urban 30.0
0 97 8.333333 urban 30.0
0 98 9.722222 suburban 35.0
0 99 9.722222 suburban 35.0
0 100 9.722222 suburban 35.0
0 101 9.722222 suburban 35.0
0 102 8.333333 urban 30.0
0 103 8.333333 urban 30.0
0 104 9.722222 suburban 35.0
0 105 9.722222 suburban 35.0
0 106 9.722222 suburban 35.0
0 107 9.722222 suburban 35.0
0 108 8.333333 urban 30.0
0 109 9.722222 suburban 35.0
0 110 9.722222 suburban 35.0
0 111 9.722222 suburban 35.0
0 112 8.333333 urban 30.0
0 113 9.722222 suburban 35.0
0 114 8.333333 urban 30.0
0 115 9.722222 suburban 35.0
0 116 8.333333 urban 30.0
0 117 9.722222 suburban 35.0
0 118 9.722222 suburban 35.0
0 119 8.333333 urban 30.0
0 120 8.333333 urban 30.0
0 121 9.722222 suburban 35.0
0 122 8.333333 urban 30.0
0 123 9.722222 suburban 35.0
0 124 8.333333 urban 30.0
0 125 9.722222 suburban 35.0
0 126 9.722222 suburban 35.0
0 127 8.333333 urban 30.0
0 128 8.333333 urban 30.0
0 129 9.722222 suburban 35.0
0 130 8.333333 urban 30.0
0 131 8.333333 urban 30.0
0 132 9.722222 suburban 35.0
0 133 8.333333 urban 30.0
0 134 8.333333 urban 30.0
0 135 8.333333 urban 30.0
0 136 8.333333 urban 30.0
0 137 8.333333 urban 30.0
0 138 8.333333 urban 30.0
0 139 8.333333 urban 30.0
0 140 8.333333 urban 30.0
0 141 8.333333 urban 30.0
0 142 9.722222 suburban 35.0
0 143 8.333333 urban 30.0
0 144 9.722222 suburban 35.0
0 145 9.722222 suburban 35.0
0 146 9.722222 suburban 35.0
0 147 8.333333 urban 30.0
0 148 9.722222 suburban 35.0
0 149 8.333333 urban 30.0
0 150 8.333333 urban 30.0
0 151 9.722222 suburban 35.0
0 152 8.333333 urban 30.0
0 153 9.722222 suburban 35.0
0 154 8.333333 urban 30.0
0 155 9.722222 suburban 35.0
0 156 8.333333 urban 30.0
0 157 8.333333 urban 30.0
0 158 8.333333 urban 30.0
0 159 8.333333 urban 30.0
0 160 9.722222 suburban 35.0
0 161 9.722222 suburban 35.0
0 162 8.333333 urban 30.0
0 163 8.333333 urban 30.0
0 164 9.722222 suburban 35.0
0 165 8.333333 urban 30.0
0 166 8.333333 urban 30.0
0 167 8.333333 urban 30.0
0 168 9.722222 suburban 35.0
0 169 8.333333 urban 30.0
0 170 9.722222 suburban 35.0
0 171 9.722222 suburban 35.0
0 172 8.333333 urban 30.0
0 173 9.722222 suburban 35.0
0 174 9.722222 suburban 35.0
0 175 8.333333 urban 30.0
0 176 8.333333 urban 30.0
0 177 9.722222 suburban 35.0
0 178 8.333333 urban 30.0
0 179 9.722222 suburban 35.0
0 180 8.333333 urban 30.0
0 181 9.722222 suburban 35.0
0 182 9.722222 suburban 35.0
0 183 9.722222 suburban 35.0
0 184 9.722222 suburban 35.0
0 185 9.722222 suburban 35.0
0 186 8.333333 urban 30.0
0 187 9.722222 suburban 35.0
0 188 9.722222 suburban 35.0
0 189 9.722222 suburban 35.0
0 190 8.333333 urban 30.0
0 191 8.333333 urban 30.0
0 192 9.722222 suburban 35.0
0 193 8.333333 urban 30.0
0 194 8.333333 urban 30.0
0 195 8.333333 urban 30.0
0 196 8.333333 urban 30.0
0 197 9.722222 suburban 35.0
0 198 8.333333 urban 30.0
0 199 9.722222 suburban 35.0
0 200 8.333333 urban 30.0
1 0 8.333333 urban 30.0
1 2 9.722222 suburban 35.0
1 3 8.333333 urban 30.0
1 4 8.333333 urban 30.0
1 5 9.722222 suburban 35.0
1 6 11.111111 arterial 40.0
1 7 11.111111 arterial 40.0
1 8 8.333333 urban 30.0
1 9 9.722222 suburban 35.0
1 10 9.722222 suburban 35.0
1 11 8.333333 urban 30.0
1 12 9.722222 suburban 35.0
1 13 8.333333 urban 30.0
1 14 9.722222 suburban 35.0
1 15 8.333333 urban 30.0
1 16 11.111111 arterial 40.0
1 17 8.333333 urban 30.0
1 18 8.333333 urban 30.0
1 19 9.722222 suburban 35.0
1 20 9.722222 suburban 35.0
1 21 9.722222 suburban 35.0
1 22 9.722222 suburban 35.0
1 23 8.333333 urban 30.0
1 24 9.722222 suburban 35.0
1 25 8.333333 urban 30.0
1 26 8.333333 urban 30.0
1 27 9.722222 suburban 35.0
1 28 8.333333 urban 30.0
1 29 9.722222 suburban 35.0
1 30 8.333333 urban 30.0
1 31 11.111111 arterial 40.0
1 32 8.333333 urban 30.0
1 33 8.333333 urban 30.0
1 34 9.722222 suburban 35.0
1 35 9.722222 suburban 35.0
1 36 9.722222 suburban 35.0
1 37 8.333333 urban 30.0
1 38 9.722222 suburban 35.0
1 39 8.333333 urban 30.0
1 40 8.333333 urban 30.0
1 41 9.722222 suburban 35.0
1 42 9.722222 suburban 35.0
1 43 8.333333 urban 30.0
1 44 8.333333 urban 30.0
1 45 8.333333 urban 30.0
1 46 9.722222 suburban 35.0
1 47 9.722222 suburban 35.0
1 48 8.333333 urban 30.0
1 49 8.333333 urban 30.0
1 50 8.333333 urban 30.0
1 51 9.722222 suburban 35.0
1 52 8.333333 urban 30.0
1 53 8.333333 urban 30.0
1 54 8.333333 urban 30.0
1 55 8.333333 urban 30.0
1 56 8.333333 urban 30.0
1 57 11.111111 arterial 40.0
1 58 8.333333 urban 30.0
1 59 9.722222 suburban 35.0
1 60 8.333333 urban 30.0
1 61 9.722222 suburban 35.0
1 62 9.722222 suburban 35.0
1 63 9.722222 suburban 35.0
1 64 9.722222 suburban 35.0
1 65 8.333333 urban 30.0
1 66 8.333333 urban 30.0
1 67 9.722222 suburban 35.0
1 68 8.333333 urban 30.0
1 69 8.333333 urban 30.0
1 70 8.333333 urban 30.0
1 71 9.722222 suburban 35.0
1 72 8.333333 urban 30.0
1 73 8.333333 urban 30.0
1 74 9.722222 suburban 35.0
1 75 9.722222 suburban 35.0
1 76 11.111111 arterial 40.0
1 77 8.333333 urban 30.0
1 78 9.722222 suburban 35.0
1 79 8.333333 urban 30.0
1 80 9.722222 suburban 35.0
1 81 8.333333 urban 30.0
1 82 11.111111 arterial 40.0
1 83 11.111111 arterial 40.0
1 84 11.111111 arterial 40.0
1 85 8.333333 urban 30.0
1 86 11.111111 arterial 40.0
1 87 11.111111 arterial 40.0
1 88 8.333333 urban 30.0
1 89 11.111111 arterial 40.0
1 90 9.722222 suburban 35.0
1 91 9.722222 suburban 35.0
1 92 9.722222 suburban 35.0
1 93 8.333333 urban 30.0
1 94 9.722222 suburban 35.0
1 95 8.333333 urban 30.0
1 96 8.333333 urban 30.0
1 97 8.333333 urban 30.0
1 98 9.722222 suburban 35.0
1 99 9.722222 suburban 35.0
1 100 11.111111 arterial 40.0
1 101 9.722222 suburban 35.0
1 102 8.333333 urban 30.0
1 103 9.722222 suburban 35.0
1 104 9.722222 suburban 35.0
1 105 9.722222 suburban 35.0
1 106 8.333333 urban 30.0
1 107 11.111111 arterial 40.0
1 108 9.722222 suburban 35.0
1 109 8.333333 urban 30.0
1 110 8.333333 urban 30.0
1 111 8.333333 urban 30.0
1 112 8.333333 urban 30.0
1 113 8.333333 urban 30.0
1 114 8.333333 urban 30.0
1 115 8.333333 urban 30.0
1 116 8.333333 urban 30.0
1 117 9.722222 suburban 35.0
1 118 9.722222 suburban 35.0
1 119 9.722222 suburban 35.0
1 120 8.333333 urban 30.0
1 121 9.722222 suburban 35.0
1 122 8.333333 urban 30.0
1 123 9.722222 suburban 35.0
1 124 9.722222 suburban 35.0
1 125 11.111111 arterial 40.0
1 126 9.722222 suburban 35.0
1 127 8.333333 urban 30.0
1 128 8.333333 urban 30.0
1 129 11.111111 arterial 40.0
1 130 8.333333 urban 30.0
1 131 8.333333 urban 30.0
1 132 9.722222 suburban 35.0
1 133 8.333333 urban 30.0
1 134 9.722222 suburban 35.0
1 135 9.722222 suburban 35.0
1 136 8.333333 urban 30.0
1 137 9.722222 suburban 35.0
1 138 8.333333 urban 30.0
1 139 9.722222 suburban 35.0
1 140 9.722222 suburban 35.0
1 141 8.333333 urban 30.0
1 142 9.722222 suburban 35.0
1 143 8.333333 urban 30.0
1 144 9.722222 suburban 35.0
1 145 9.722222 suburban 35.0
1 146 9.722222 suburban 35.0
1 147 8.333333 urban 30.0
1 148 9.722222 suburban 35.0
1 149 8.333333 urban 30.0
1 150 9.722222 suburban 35.0
1 151 8.333333 urban 30.0
