# i j vmax_ij_m_per_s road_class free_flow_speed_kmh
0 1 9.722222 suburban 35.0
0 2 8.333333 urban 30.0
0 3 8.333333 urban 30.0
0 4 8.333333 urban 30.0
0 5 9.722222 suburban 35.0
0 6 8.333333 urban 30.0
0 7 8.333333 urban 30.0
0 8 8.333333 urban 30.0
0 9 9.722222 suburban 35.0
0 10 9.722222 suburban 35.0
0 11 9.722222 suburban 35.0
0 12 8.333333 urban 30.0
0 13 8.333333 urban 30.0
0 14 8.333333 urban 30.0
0 15 9.722222 suburban 35.0
0 16 8.333333 urban 30.0
0 17 9.722222 suburban 35.0
0 18 8.333333 urban 30.0
0 19 9.722222 suburban 35.0
0 20 8.333333 urban 30.0
0 21 9.722222 suburban 35.0
0 22 8.333333 urban 30.0
0 23 8.333333 urban 30.0
0 24 8.333333 urban 30.0
0 25 8.333333 urban 30.0
0 26 9.722222 suburban 35.0
0 27 9.722222 suburban 35.0
0 28 8.333333 urban 30.0
0 29 9.722222 suburban 35.0
0 30 9.722222 suburban 35.0
0 31 8.333333 urban 30.0
0 32 8.333333 urban 30.0
0 33 8.333333 urban 30.0
0 34 8.333333 urban 30.0
0 35 9.722222 suburban 35.0
0 36 8.333333 urban 30.0
0 37 9.722222 suburban 35.0
0 38 9.722222 suburban 35.0
0 39 8.333333 urban 30.0
0 40 8.333333 urban 30.0
0 41 8.333333 urban 30.0
0 42 9.722222 suburban 35.0
0 43 9.722222 suburban 35.0
0 44 8.333333 urban 30.0
0 45 8.333333 urban 30.0
0 46 8.333333 urban 30.0
0 47 8.333333 urban 30.0
0 48 8.333333 urban 30.0
0 49 9.722222 suburban 35.0
0 50 9.722222 suburban 35.0
0 51 8.333333 urban 30.0
0 52 9.722222 suburban 35.0
0 53 9.722222 suburban 35.0
0 54 9.722222 suburban 35.0
0 55 9.722222 suburban 35.0
0 56 8.333333 urban 30.0
0 57 8.333333 urban 30.0
0 58 8.333333 urban 30.0
0 59 8.333333 urban 30.0
0 60 8.333333 urban 30.0
0 61 9.722222 suburban 35.0
0 62 8.333333 urban 30.0
0 63 8.333333 urban 30.0
0 64 8.333333 urban 30.0
0 65 8.333333 urban 30.0
0 66 8.333333 urban 30.0
0 67 8.333333 urban 30.0
0 68 9.722222 suburban 35.0
0 69 9.722222 suburban 35.0
0 70 8.333333 urban 30.0
0 71 9.722222 suburban 35.0
0 72 9.722222 suburban 35.0
0 73 9.722222 suburban 35.0
0 74 8.333333 urban 30.0
0 75 9.722222 suburban 35.0
0 76 9.722222 suburban 35.0
0 77 9.722222 suburban 35.0
0 78 8.333333 urban 30.0
0 79 9.722222 suburban 35.0
0 80 8.333333 urban 30.0
0 81 9.722222 suburban 35.0
0 82 9.722222 suburban 35.0
0 83 9.722222 suburban 35.0
0 84 8.333333 urban 30.0
0 85 9.722222 suburban 35.0
0 86 8.333333 urban 30.0
0 87 8.333333 urban 30.0
0 88 9.722222 suburban 35.0
0 89 8.333333 urban 30.0
0 90 8.333333 urban 30.0
0 91 9.722222 suburban 35.0
0 92 8.333333 urban 30.0
0 93 9.722222 suburban 35.0
0 94 9.722222 suburban 35.0
0 95 8.333333 urban 30.0
0 96 8.333333 urban 30.0
0 97 8.333333 urban 30.0
0 98 9.722222 suburban 35.0
0 99 8.333333 urban 30.0
0 100 9.722222 suburban 35.0
0 101 9.722222 suburban 35.0
0 102 9.722222 suburban 35.0
0 103 9.722222 suburban 35.0
0 104 9.722222 suburban 35.0
0 105 9.722222 suburban 35.0
0 106 8.333333 urban 30.0
0 107 9.722222 suburban 35.0
0 108 8.333333 urban 30.0
0 109 8.333333 urban 30.0
0 110 9.722222 suburban 35.0
0 111 8.333333 urban 30.0
0 112 9.722222 suburban 35.0
0 113 9.722222 suburban 35.0
0 114 9.722222 suburban 35.0
0 115 8.333333 urban 30.0
0 116 9.722222 suburban 35.0
0 117 9.722222 suburban 35.0
0 118 8.333333 urban 30.0
0 119 8.333333 urban 30.0
0 120 8.333333 urban 30.0
0 121 9.722222 suburban 35.0
0 122 9.722222 suburban 35.0
0 123 8.333333 urban 30.0
0 124 9.722222 suburban 35.0
0 125 8.333333 urban 30.0
0 126 9.722222 suburban 35.0
0 127 8.333333 urban 30.0
0 128 8.333333 urban 30.0
0 129 9.722222 suburban 35.0
0 130 9.722222 suburban 35.0
0 131 9.722222 suburban 35.0
0 132 8.333333 urban 30.0
0 133 8.333333 urban 30.0
0 134 9.722222 suburban 35.0
0 135 9.722222 suburban 35.0
