id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 5.253140 7.388599 5253.139663 7388.599261 1 4.96 60 60 2700
2 -9.937905 -5.144478 -9937.905454 -5144.477688 1 3.37 60 60 3600
3 4.180126 -8.182682 4180.125781 -8182.681584 0 9.94 60 60 3600
4 -1.374712 -9.158426 -1374.712235 -9158.426185 1 1.65 60 60 3600
5 0.019279 0.888597 19.279300 888.597369 1 1.54 60 60 1800
6 -5.231846 4.265791 -5231.846336 4265.791255 1 3.33 60 60 2700
7 6.635251 -0.123718 6635.250796 -123.717680 1 3.19 60 60 1800
8 -1.374509 0.595313 -1374.509087 595.312916 1 3.95 60 60 1800
9 -2.526817 -4.871539 -2526.816946 -4871.538886 0 6.30 60 60 1800
10 -1.398436 3.352899 -1398.435612 3352.898947 1 3.50 60 60 1800
11 9.355234 8.952333 9355.234024 8952.332971 1 3.80 60 60 3600
12 -6.491110 4.271516 -6491.110260 4271.516209 1 1.67 60 60 2700
13 -9.198026 -7.285344 -9198.026047 -7285.344444 1 4.90 60 60 3600
14 -1.095185 4.882349 -1095.184951 4882.348898 1 3.26 60 60 1800
15 -7.056100 8.720477 -7056.100053 8720.477223 0 7.64 60 60 3600
16 -3.613135 4.847666 -3613.135498 4847.666310 0 8.02 60 60 1800
17 -2.414116 -2.859898 -2414.116493 -2859.897617 1 2.06 60 60 1800
18 -2.074292 5.221470 -2074.291960 5221.469904 1 1.81 60 60 1800
19 7.601591 -9.878292 7601.591226 -9878.291669 1 3.23 60 60 3600
20 6.413853 5.322695 6413.853223 5322.694662 1 2.39 60 60 2700
21 2.660540 7.296775 2660.539548 7296.775436 1 0.90 60 60 2700
22 3.207804 -8.037431 3207.803770 -8037.430963 0 8.60 60 60 2700
23 -0.439447 7.176829 -439.447286 7176.829156 1 3.90 60 60 2700
24 -7.193831 2.311162 -7193.830991 2311.161745 1 1.58 60 60 2700
25 -9.522415 2.243668 -9522.415063 2243.668038 0 9.58 60 60 3600
26 4.445496 2.992291 4445.496140 2992.290777 0 7.43 60 60 1800
27 -9.233161 -3.842884 -9233.160603 -3842.883684 1 2.49 60 60 3600
28 3.082360 3.941022 3082.359713 3941.021814 1 3.95 60 60 1800
29 6.006605 -9.752601 6006.604568 -9752.600780 1 3.58 60 60 3600
30 8.839984 -8.197418 8839.983508 -8197.418465 0 5.86 60 60 3600
31 -9.408114 -2.932097 -9408.113894 -2932.097482 1 3.02 60 60 3600
32 -2.300498 3.832953 -2300.498050 3832.953205 1 3.30 60 60 1800
33 0.890377 -8.129330 890.377389 -8129.329775 1 0.56 60 60 2700
34 8.021121 -0.743243 8021.121443 -743.243133 1 2.91 60 60 2700
35 8.714787 -5.432231 8714.787298 -5432.230884 1 1.91 60 60 3600
36 6.854827 4.572438 6854.826648 4572.437807 1 3.09 60 60 2700
37 2.617615 -2.957286 2617.615161 -2957.285998 1 1.03 60 60 1800
38 3.527431 -4.095937 3527.431191 -4095.937045 1 1.43 60 60 1800
39 9.077922 7.529072 9077.921760 7529.071552 1 4.16 60 60 3600
40 4.836791 -3.644168 4836.790762 -3644.167901 0 6.96 60 60 1800
41 2.800004 5.097014 2800.004455 5097.014413 1 3.04 60 60 1800
42 -0.835961 -7.082189 -835.960676 -7082.188916 1 1.99 60 60 2700
43 -2.084155 6.854906 -2084.154959 6854.905664 1 4.53 60 60 2700
44 -5.107284 -5.453836 -5107.283586 -5453.836435 1 1.22 60 60 2700
45 7.450326 -5.469226 7450.325627 -5469.225875 1 3.33 60 60 3600
46 -5.881983 1.129682 -5881.983485 1129.681679 1 0.50 60 60 1800
47 -6.003221 -6.535165 -6003.221199 -6535.164739 0 9.42 60 60 2700
48 4.740329 7.379080 4740.328828 7379.080079 1 2.49 60 60 2700
49 -8.774119 7.070964 -8774.119048 7070.964108 1 3.52 60 60 3600
50 -8.387403 -0.279886 -8387.403158 -279.885976 1 1.17 60 60 2700
