id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 6.308116 8.980742 6308.115663 8980.742325 1 3.07 60 60 3600
2 3.713382 6.075959 3713.381638 6075.959071 1 2.32 60 60 2700
3 0.554675 -0.401992 554.675463 -401.991622 0 6.76 60 60 1800
4 -7.784117 5.391493 -7784.116808 5391.493433 1 4.75 60 60 3600
5 -7.829686 4.141305 -7829.685500 4141.305162 1 4.63 60 60 2700
6 8.573568 2.204712 8573.567897 2204.712047 1 3.87 60 60 2700
7 4.333569 -2.174156 4333.568811 -2174.155707 1 2.25 60 60 1800
8 -1.284264 -7.093340 -1284.263884 -7093.340434 1 3.50 60 60 2700
9 -3.910311 7.201499 -3910.311482 7201.498501 1 1.74 60 60 2700
10 7.382733 -5.090526 7382.732809 -5090.525693 0 8.18 60 60 2700
11 -9.060329 8.383815 -9060.329421 8383.815304 1 4.95 60 60 3600
12 -9.403663 -5.216677 -9403.663092 -5216.676747 1 1.79 60 60 3600
13 -4.796563 6.906181 -4796.562706 6906.181484 0 8.74 60 60 2700
14 -8.018499 9.351870 -8018.498583 9351.869575 1 3.45 60 60 3600
15 8.934043 -9.209376 8934.042549 -9209.375987 1 4.84 60 60 3600
16 -4.593829 -2.702039 -4593.829284 -2702.039375 1 4.10 60 60 1800
17 -3.499124 -3.501172 -3499.123983 -3501.171600 1 2.06 60 60 1800
18 -0.442514 -1.198036 -442.513751 -1198.036310 1 0.61 60 60 1800
19 4.987628 4.132234 4987.627842 4132.234374 0 9.19 60 60 1800
20 5.040495 8.425435 5040.494868 8425.434979 1 2.43 60 60 3600
21 -3.636147 -7.222371 -3636.146860 -7222.371067 1 4.78 60 60 2700
22 -1.065139 -5.440515 -1065.139469 -5440.515479 1 1.72 60 60 1800
23 5.672443 2.312263 5672.442721 2312.263130 1 3.83 60 60 1800
24 5.524878 -6.861052 5524.877889 -6861.051880 1 3.49 60 60 2700
25 0.990652 -7.927545 990.651653 -7927.545227 1 4.20 60 60 2700
26 -7.120754 -2.771682 -7120.753842 -2771.681966 1 1.91 60 60 2700
27 -2.391138 7.644204 -2391.138262 7644.204005 1 3.58 60 60 2700
28 0.992704 -3.421650 992.703751 -3421.649939 1 0.67 60 60 1800
29 9.643090 -1.913491 9643.089862 -1913.491290 1 4.99 60 60 3600
30 9.137943 -0.354413 9137.942962 -354.412879 1 4.24 60 60 2700
31 3.604267 -8.098568 3604.267042 -8098.568276 1 1.92 60 60 2700
32 -2.990616 -2.107131 -2990.616052 -2107.131279 1 0.52 60 60 1800
33 -4.473408 -8.646910 -4473.408409 -8646.909876 1 2.54 60 60 3600
34 6.276626 -3.273760 6276.625690 -3273.760068 1 2.10 60 60 2700
35 -3.284927 5.975692 -3284.927314 5975.692067 1 4.30 60 60 2700
36 9.270647 1.448323 9270.646649 1448.322722 0 8.04 60 60 3600
37 6.983472 -1.494373 6983.472354 -1494.372800 0 7.23 60 60 2700
38 9.653223 -5.167735 9653.223088 -5167.735437 1 4.92 60 60 3600
39 -0.240719 7.702334 -240.719349 7702.333789 1 2.48 60 60 2700
40 1.335201 -9.423510 1335.201206 -9423.510037 1 3.10 60 60 3600
41 6.555392 -2.435597 6555.391986 -2435.597306 1 4.26 60 60 2700
42 6.374171 2.071930 6374.170682 2071.929519 1 0.70 60 60 2700
43 -0.701145 -7.332856 -701.145437 -7332.855605 1 1.44 60 60 2700
44 -2.550511 4.969100 -2550.511147 4969.099805 1 2.68 60 60 1800
45 2.293012 -0.858539 2293.012059 -858.538834 0 8.75 60 60 1800
46 0.733172 -1.919492 733.171864 -1919.492288 1 4.77 60 60 1800
47 6.577745 5.607500 6577.745133 5607.499981 1 0.58 60 60 2700
48 6.058512 -8.123309 6058.512472 -8123.309012 1 0.90 60 60 3600
49 8.415494 -6.546080 8415.494260 -6546.079600 1 2.58 60 60 3600
50 -1.378888 -4.632430 -1378.887678 -4632.429540 0 5.91 60 60 1800
51 -5.748290 -8.464347 -5748.289724 -8464.347199 1 4.58 60 60 3600
52 -4.260397 4.326262 -4260.396604 4326.262436 1 1.55 60 60 1800
53 2.874111 4.364621 2874.110546 4364.621048 0 5.51 60 60 1800
54 -6.300256 0.524913 -6300.255659 524.912827 1 0.64 60 60 1800
55 -0.164700 -6.304257 -164.699929 -6304.257499 1 2.32 60 60 1800
56 7.780288 -2.660989 7780.288021 -2660.989440 1 3.76 60 60 2700
57 -2.165706 -0.082460 -2165.706417 -82.460131 1 0.93 60 60 1800
58 2.313528 7.554059 2313.528055 7554.058612 1 4.78 60 60 2700
59 1.995077 -5.233543 1995.076524 -5233.542798 0 9.96 60 60 1800
60 3.958482 -1.653225 3958.482485 -1653.225273 1 3.71 60 60 1800
61 -6.291481 -0.132293 -6291.481108 -132.292944 1 1.77 60 60 1800
62 -4.049913 -1.046137 -4049.913398 -1046.137137 1 2.21 60 60 1800
63 6.061915 -3.752428 6061.914501 -3752.427739 1 2.92 60 60 2700
64 -4.402188 5.553359 -4402.188469 5553.358674 1 1.38 60 60 2700
65 -7.289827 4.556727 -7289.827296 4556.727031 0 8.91 60 60 2700
66 -4.772756 8.105921 -4772.756237 8105.920649 1 1.96 60 60 3600
67 -4.982335 6.414684 -4982.335151 6414.684146 0 5.58 60 60 2700
68 -2.775481 -7.312594 -2775.480942 -7312.594223 1 0.63 60 60 2700
69 6.662191 -3.717051 6662.191188 -3717.050960 1 3.20 60 60 2700
70 -5.798724 -4.693657 -5798.724436 -4693.657408 0 6.89 60 60 2700
71 -6.164679 5.710440 -6164.679081 5710.439884 1 4.91 60 60 2700
72 -4.490821 -6.358408 -4490.821158 -6358.408343 1 2.41 60 60 2700
73 8.341226 -3.357666 8341.225722 -3357.665697 1 4.16 60 60 2700
74 -6.064460 2.009517 -6064.459817 2009.516627 0 8.97 60 60 1800
75 -5.210982 -1.792019 -5210.982459 -1792.018894 1 2.94 60 60 1800
76 6.699015 7.171307 6699.015182 7171.306757 1 1.50 60 60 3600
77 -4.343825 -4.245220 -4343.824518 -4245.219802 1 3.17 60 60 1800
78 0.212146 6.519236 212.146029 6519.235609 1 1.85 60 60 1800
79 4.633811 -3.665234 4633.810900 -3665.234409 1 4.43 60 60 1800
80 1.420807 2.753066 1420.807241 2753.066427 1 4.72 60 60 1800
81 -6.675409 4.781931 -6675.409310 4781.931071 1 0.55 60 60 2700
82 8.799701 -4.251772 8799.700731 -4251.771578 1 2.35 60 60 3600
83 -0.282219 2.515957 -282.218562 2515.956524 1 0.51 60 60 1800
84 -7.921522 2.404707 -7921.522164 2404.706850 1 1.15 60 60 2700
85 -6.697990 8.358289 -6697.989548 8358.288662 1 1.36 60 60 3600
86 -3.354635 -6.434164 -3354.635459 -6434.163785 1 1.72 60 60 2700
87 -4.775331 4.047405 -4775.331493 4047.405250 1 4.08 60 60 1800
88 -5.823449 -7.085103 -5823.448581 -7085.102881 1 3.43 60 60 2700
89 -7.263955 -3.647698 -7263.954895 -3647.698335 1 4.64 60 60 2700
90 -4.840600 8.666154 -4840.599843 8666.153537 1 3.66 60 60 3600
91 -7.483041 -5.124152 -7483.041150 -5124.151901 1 2.38 60 60 2700
92 -4.568157 -3.255263 -4568.156735 -3255.262826 1 1.46 60 60 1800
93 -4.325970 6.425085 -4325.970001 6425.085030 0 5.95 60 60 2700
94 1.240040 -0.791270 1240.040441 -791.270185 1 3.26 60 60 1800
95 -9.313691 2.042296 -9313.691080 2042.296372 1 0.61 60 60 3600
96 -3.901881 5.155667 -3901.881182 5155.667414 1 2.90 60 60 1800
97 -2.682126 -9.465113 -2682.125765 -9465.112871 1 1.14 60 60 3600
98 2.208024 -2.206677 2208.023983 -2206.677157 1 2.27 60 60 1800
99 2.588574 -4.471914 2588.573981 -4471.914085 0 7.56 60 60 1800
100 -9.346728 0.267612 -9346.727658 267.612293 0 8.05 60 60 3600
101 -5.324282 -9.355136 -5324.281738 -9355.135626 1 3.23 60 60 3600
102 4.609034 -0.231511 4609.034049 -231.510598 1 1.60 60 60 1800
103 7.378094 -8.562084 7378.094117 -8562.084338 1 1.60 60 60 3600
104 2.850933 -7.931638 2850.933149 -7931.637577 0 9.94 60 60 2700
105 1.848330 -8.563105 1848.329503 -8563.104500 0 8.94 60 60 2700
106 -4.503846 -5.003352 -4503.846460 -5003.352483 1 4.54 60 60 2700
107 4.004185 7.294981 4004.184778 7294.980750 1 3.03 60 60 2700
108 -3.336243 0.779341 -3336.242991 779.341376 0 8.58 60 60 1800
109 9.955265 6.542162 9955.265266 6542.161601 1 4.00 60 60 3600
110 4.890276 7.265414 4890.275562 7265.413663 1 4.78 60 60 2700
111 -8.472134 -5.533044 -8472.134124 -5533.044035 1 1.46 60 60 3600
112 2.757817 -8.476771 2757.817004 -8476.771383 1 1.32 60 60 2700
113 7.325594 -0.965374 7325.593821 -965.374075 1 2.56 60 60 2700
114 -5.318436 9.391901 -5318.435597 9391.900826 1 1.30 60 60 3600
115 -1.207525 9.299212 -1207.524902 9299.212481 1 4.26 60 60 3600
116 -2.892204 -7.905651 -2892.204356 -7905.650946 1 2.68 60 60 2700
117 -1.618497 -6.612783 -1618.497372 -6612.782898 1 4.59 60 60 2700
118 3.081108 -3.293559 3081.108342 -3293.558507 1 2.84 60 60 1800
119 -3.501083 9.347559 -3501.082664 9347.558720 0 8.41 60 60 3600
120 8.069008 -1.442829 8069.007778 -1442.829490 1 3.71 60 60 2700
121 3.068758 -1.759670 3068.758488 -1759.669853 0 9.99 60 60 1800
122 3.823399 -6.032431 3823.399434 -6032.430987 1 4.06 60 60 2700
123 -0.376332 -3.584400 -376.331661 -3584.399755 1 0.91 60 60 1800
124 -3.128654 5.415215 -3128.653601 5415.215245 1 2.66 60 60 1800
125 -9.587857 2.695191 -9587.857048 2695.190729 0 6.02 60 60 3600
126 -0.647302 5.903728 -647.301812 5903.727752 1 4.46 60 60 1800
127 7.081933 3.214469 7081.933071 3214.468730 1 1.11 60 60 2700
128 -6.687560 -1.848624 -6687.559622 -1848.623997 1 2.89 60 60 2700
129 -0.343364 -8.391293 -343.364099 -8391.292576 1 3.45 60 60 2700
130 4.812279 -7.871708 4812.278670 -7871.707900 0 8.51 60 60 2700
131 6.014759 -0.661461 6014.758765 -661.461085 0 6.07 60 60 1800
132 1.015603 -0.114923 1015.603025 -114.922754 1 0.81 60 60 1800
133 -1.037612 1.179755 -1037.612075 1179.755079 1 0.59 60 60 1800
134 -2.186564 9.737401 -2186.564375 9737.401262 0 7.26 60 60 3600
135 8.294137 3.091369 8294.137473 3091.369393 0 6.86 60 60 2700
136 0.064670 3.999872 64.670250 3999.871755 0 7.15 60 60 1800
137 -9.789678 9.563175 -9789.678138 9563.174550 1 0.91 60 60 3600
138 -8.141204 -4.513038 -8141.203773 -4513.037759 1 4.48 60 60 3600
139 3.998988 1.386570 3998.987765 1386.570118 1 3.30 60 60 1800
140 -1.604517 7.789390 -1604.516671 7789.389530 1 2.41 60 60 2700
141 7.095629 -4.103470 7095.628742 -4103.469872 1 2.95 60 60 2700
142 -7.281792 8.192332 -7281.791885 8192.332015 1 4.76 60 60 3600
143 5.913760 6.587133 5913.760471 6587.132857 1 4.70 60 60 2700
144 -3.909765 -8.290475 -3909.764880 -8290.474553 1 4.98 60 60 2700
145 9.320278 -8.299544 9320.277990 -8299.544433 1 2.73 60 60 3600
146 -2.503292 -0.717494 -2503.291522 -717.493951 1 4.75 60 60 1800
147 -8.172324 -5.104154 -8172.323573 -5104.154426 1 0.55 60 60 3600
148 0.816802 -9.447529 816.801588 -9447.528532 1 3.42 60 60 3600
149 -9.059820 -3.981575 -9059.819867 -3981.574802 1 4.84 60 60 3600
150 6.704148 0.189298 6704.148111 189.298477 1 1.73 60 60 2700
151 3.868710 -3.421559 3868.710128 -3421.558704 1 4.97 60 60 1800
152 8.405976 -2.041392 8405.976151 -2041.391547 1 4.47 60 60 2700
153 -0.182531 4.746081 -182.531302 4746.081057 1 4.82 60 60 1800
154 -7.081373 3.074325 -7081.373322 3074.324792 1 0.64 60 60 2700
155 3.312283 2.096747 3312.283222 2096.746750 1 3.18 60 60 1800
156 -3.478171 4.558701 -3478.171003 4558.700877 0 6.68 60 60 1800
157 8.632228 0.561839 8632.228039 561.839085 1 4.59 60 60 2700
158 7.862725 -0.423714 7862.725188 -423.714339 1 4.63 60 60 2700
159 -7.578855 -6.620692 -7578.855128 -6620.692083 1 4.46 60 60 3600
160 6.364604 -1.796590 6364.603504 -1796.590324 0 8.25 60 60 1800
161 -9.119379 0.857024 -9119.378603 857.024405 1 4.35 60 60 2700
162 7.431605 -7.940407 7431.604819 -7940.407375 1 2.50 60 60 3600
163 -8.103638 1.336653 -8103.637874 1336.652715 1 3.70 60 60 2700
164 4.201079 -2.902300 4201.078796 -2902.300235 0 5.14 60 60 1800
165 -2.027646 8.347494 -2027.646043 8347.494488 1 3.42 60 60 2700
