id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -3.893109 8.868827 -3893.108859 8868.826537 1 3.44 60 60 3600
2 1.807416 -4.349429 1807.416205 -4349.429322 1 4.32 60 60 1800
3 -8.905721 4.692436 -8905.720646 4692.435657 1 0.85 60 60 3600
4 5.900700 -5.747386 5900.699854 -5747.386281 1 4.13 60 60 2700
5 2.102054 5.041796 2102.054024 5041.796195 1 1.10 60 60 1800
6 9.916859 -3.261711 9916.859174 -3261.711438 1 2.18 60 60 3600
7 -8.682702 8.001899 -8682.702107 8001.898758 1 3.28 60 60 3600
8 -6.382730 6.298016 -6382.729571 6298.016306 1 3.21 60 60 2700
9 0.691916 -4.850179 691.915904 -4850.179201 1 2.99 60 60 1800
10 3.228546 -5.358041 3228.545947 -5358.041427 1 0.56 60 60 1800
11 -4.981681 -3.213446 -4981.681303 -3213.446037 0 9.98 60 60 1800
12 -5.702300 -9.780537 -5702.300226 -9780.537439 1 1.59 60 60 3600
13 9.935788 -4.941770 9935.788344 -4941.769996 1 3.75 60 60 3600
14 5.898005 -1.183344 5898.005047 -1183.343983 0 7.71 60 60 1800
15 -6.783621 -6.827511 -6783.620723 -6827.511385 1 1.64 60 60 3600
16 -0.446786 5.384099 -446.786108 5384.098571 1 1.75 60 60 1800
17 -9.592961 8.085497 -9592.961280 8085.496825 1 3.43 60 60 3600
18 -3.622640 0.081007 -3622.640466 81.007111 1 3.97 60 60 1800
19 -5.838338 5.498589 -5838.338202 5498.588748 1 3.57 60 60 2700
20 4.019083 9.966199 4019.083129 9966.198737 1 2.42 60 60 3600
21 0.861626 1.514926 861.625982 1514.925989 1 3.85 60 60 1800
22 -6.431315 -2.696570 -6431.314806 -2696.569941 1 1.09 60 60 2700
23 3.636176 6.464493 3636.175863 6464.493290 0 6.40 60 60 2700
24 5.532089 7.591640 5532.089344 7591.639982 1 0.65 60 60 2700
25 -2.954573 -5.812883 -2954.572627 -5812.883202 1 4.29 60 60 1800
26 7.107069 5.987141 7107.069135 5987.141091 1 3.78 60 60 2700
27 4.399329 3.077873 4399.329351 3077.872806 1 4.62 60 60 1800
28 -0.952962 -8.580428 -952.962338 -8580.427939 1 0.57 60 60 2700
29 -9.423429 4.509129 -9423.428803 4509.129381 1 2.67 60 60 3600
30 5.655101 -6.920672 5655.100608 -6920.671802 1 1.54 60 60 2700
31 4.754772 -6.694165 4754.771590 -6694.165222 1 3.53 60 60 2700
32 6.065096 5.093749 6065.095785 5093.749347 1 4.57 60 60 2700
33 8.464741 0.231711 8464.741004 231.711204 1 1.82 60 60 2700
34 -6.573649 -8.878911 -6573.648560 -8878.911130 1 2.64 60 60 3600
35 -6.414542 2.823708 -6414.542129 2823.707573 1 4.89 60 60 2700
36 5.444407 -2.145666 5444.406880 -2145.666387 1 3.51 60 60 1800
37 -7.508393 8.843515 -7508.393187 8843.515495 1 1.89 60 60 3600
38 8.776445 -3.777155 8776.445269 -3777.155323 1 2.76 60 60 3600
39 9.250586 3.454408 9250.586389 3454.407775 1 1.20 60 60 3600
40 -9.295787 7.001543 -9295.786926 7001.542973 1 2.58 60 60 3600
41 -4.642685 6.728288 -4642.685060 6728.287953 1 2.48 60 60 2700
42 -3.037362 8.972368 -3037.362194 8972.368093 1 0.58 60 60 3600
43 8.179112 -6.033359 8179.112128 -6033.358620 1 4.45 60 60 3600
44 1.048526 -8.766997 1048.526265 -8766.996572 0 5.56 60 60 2700
45 1.872322 -1.060397 1872.322246 -1060.396739 1 0.80 60 60 1800
46 5.522879 0.640396 5522.879221 640.396225 1 4.77 60 60 1800
47 1.884022 0.646095 1884.022333 646.095009 1 4.79 60 60 1800
48 6.111343 -2.296822 6111.342710 -2296.821651 1 3.29 60 60 1800
49 -8.884326 -8.947995 -8884.326374 -8947.995398 0 9.19 60 60 3600
50 -0.170002 8.153260 -170.001505 8153.260373 1 0.61 60 60 2700
51 -2.750514 -2.096276 -2750.514350 -2096.276477 1 1.12 60 60 1800
52 -6.973119 7.990860 -6973.118769 7990.860253 1 4.59 60 60 3600
53 6.677280 4.331408 6677.279977 4331.408286 1 0.65 60 60 2700
54 -3.334305 3.507725 -3334.305437 3507.724839 1 1.36 60 60 1800
55 -9.623400 -6.378767 -9623.399725 -6378.766589 1 2.10 60 60 3600
56 -4.462325 8.270126 -4462.325251 8270.126194 1 1.44 60 60 3600
57 -1.814196 8.962640 -1814.196291 8962.640394 1 3.07 60 60 2700
58 8.479122 6.965373 8479.121542 6965.373441 1 3.08 60 60 3600
59 -2.026952 -7.415821 -2026.952265 -7415.821471 0 6.93 60 60 2700
60 5.983424 4.242150 5983.424497 4242.150463 1 4.43 60 60 2700
61 -1.010800 5.330191 -1010.800487 5330.191161 1 0.99 60 60 1800
62 1.584584 9.717832 1584.584369 9717.832488 1 3.64 60 60 3600
63 -9.375819 3.188881 -9375.819007 3188.881189 0 8.53 60 60 3600
64 -5.929403 1.118615 -5929.403345 1118.614694 1 2.69 60 60 1800
65 -1.929609 -5.498118 -1929.609338 -5498.118287 1 0.98 60 60 1800
66 6.141557 8.174711 6141.557410 8174.710852 0 9.51 60 60 3600
67 1.690662 2.743343 1690.661554 2743.342966 1 3.73 60 60 1800
68 -0.202139 -6.990158 -202.138522 -6990.158182 0 6.93 60 60 2700
69 0.865002 -1.345744 865.001616 -1345.743588 1 3.49 60 60 1800
70 3.822602 1.105347 3822.602108 1105.347365 1 0.97 60 60 1800
71 9.406425 9.568833 9406.424566 9568.832957 1 1.80 60 60 3600
72 -7.410584 -3.456939 -7410.584348 -3456.938541 0 5.53 60 60 2700
73 -7.318877 1.244075 -7318.876710 1244.074741 1 4.51 60 60 2700
74 3.624508 -3.050202 3624.508296 -3050.202298 1 4.27 60 60 1800
75 -6.997905 -5.299115 -6997.905320 -5299.114927 0 6.87 60 60 2700
76 2.149661 -3.579316 2149.661071 -3579.316042 1 2.78 60 60 1800
77 3.093073 8.656455 3093.073410 8656.455121 1 2.67 60 60 2700
78 7.680602 -2.791040 7680.601526 -2791.040311 1 4.30 60 60 2700
79 0.588265 0.971033 588.264752 971.033068 1 0.83 60 60 1800
80 4.518728 6.183983 4518.728185 6183.982593 1 2.25 60 60 2700
81 1.353543 -1.735888 1353.542585 -1735.888180 0 5.81 60 60 1800
82 -4.674934 6.120547 -4674.933618 6120.546801 1 2.03 60 60 2700
83 -3.742175 -5.316557 -3742.175371 -5316.556812 0 7.10 60 60 1800
84 9.095978 -4.197990 9095.978238 -4197.989934 1 3.81 60 60 3600
85 7.473436 -8.653392 7473.435850 -8653.392151 1 3.86 60 60 3600
86 -5.083836 -8.432603 -5083.836494 -8432.603145 1 2.31 60 60 3600
87 -2.100504 -2.707246 -2100.504203 -2707.245877 1 3.39 60 60 1800
88 3.859341 8.756089 3859.340940 8756.088536 1 1.64 60 60 3600
89 7.072896 -0.051901 7072.895722 -51.900715 1 3.11 60 60 2700
90 -6.289387 -1.693021 -6289.386591 -1693.020973 1 1.05 60 60 1800
91 -3.364359 -2.810092 -3364.359468 -2810.092060 1 2.29 60 60 1800
92 -6.966897 -9.741071 -6966.896704 -9741.071404 1 2.44 60 60 3600
93 -2.816685 -0.323301 -2816.684997 -323.301117 1 1.58 60 60 1800
94 9.271027 6.252145 9271.027232 6252.144517 1 2.17 60 60 3600
95 -6.792878 -2.166323 -6792.877880 -2166.323253 1 3.80 60 60 2700
96 -1.255789 -9.688815 -1255.789141 -9688.814685 1 2.82 60 60 3600
97 -8.046323 -6.831079 -8046.322682 -6831.079310 1 2.66 60 60 3600
98 3.959176 7.925007 3959.175930 7925.007446 0 7.75 60 60 2700
99 0.446399 -2.794255 446.398611 -2794.254919 1 3.90 60 60 1800
100 1.647699 3.458466 1647.698875 3458.466045 1 1.93 60 60 1800
101 -2.543400 -9.742360 -2543.400258 -9742.360342 1 3.89 60 60 3600
102 -8.483045 -8.330122 -8483.044986 -8330.122185 1 0.90 60 60 3600
103 -2.403634 0.297411 -2403.633933 297.411414 1 1.94 60 60 1800
104 -2.263550 4.692457 -2263.549692 4692.457010 1 1.74 60 60 1800
105 2.397421 3.202356 2397.420893 3202.355986 1 1.93 60 60 1800
106 7.028748 7.978684 7028.748500 7978.683942 1 2.73 60 60 3600
107 -8.179899 8.111952 -8179.899087 8111.952351 1 4.35 60 60 3600
108 5.115293 -8.911183 5115.293349 -8911.183474 1 1.43 60 60 3600
109 -7.771973 -7.467740 -7771.973263 -7467.740346 1 1.38 60 60 3600
110 3.174307 -3.316571 3174.307089 -3316.570945 1 4.22 60 60 1800
111 -8.756270 7.403970 -8756.269901 7403.969681 1 3.38 60 60 3600
112 8.570668 -6.888369 8570.667624 -6888.369123 1 2.32 60 60 3600
113 5.091672 -3.710947 5091.671993 -3710.947244 1 3.97 60 60 1800
114 -0.131167 -9.959444 -131.166594 -9959.443743 1 2.69 60 60 3600
115 3.469414 8.050006 3469.414309 8050.005697 1 2.06 60 60 2700
116 -6.700635 7.312371 -6700.635474 7312.370861 1 0.66 60 60 3600
117 8.632716 7.839493 8632.716246 7839.492673 1 4.49 60 60 3600
118 -1.863865 5.990390 -1863.864566 5990.389927 1 4.34 60 60 1800
119 8.764354 -9.799336 8764.353716 -9799.335719 1 1.41 60 60 3600
120 2.108764 9.985424 2108.764042 9985.423515 1 4.22 60 60 3600
121 4.684783 8.267867 4684.783186 8267.867040 0 7.32 60 60 3600
122 8.387946 -5.041811 8387.945512 -5041.810752 1 0.93 60 60 3600
123 -2.081512 -4.450961 -2081.512059 -4450.960537 1 0.83 60 60 1800
124 -1.945952 -0.930111 -1945.951967 -930.111242 1 2.73 60 60 1800
125 -0.055553 -8.945062 -55.552853 -8945.062064 1 3.19 60 60 2700
126 4.700988 1.033016 4700.987822 1033.016277 1 3.56 60 60 1800
127 -9.417041 -0.628078 -9417.041235 -628.077660 0 7.84 60 60 3600
128 6.807226 8.779128 6807.226358 8779.128034 1 4.93 60 60 3600
129 9.798734 5.861350 9798.734285 5861.350179 1 3.18 60 60 3600
130 -0.102388 0.990279 -102.388251 990.279092 1 4.49 60 60 1800
131 -6.185605 -9.252144 -6185.604506 -9252.144164 1 1.80 60 60 3600
132 8.517986 -8.079000 8517.985713 -8078.999926 0 6.01 60 60 3600
133 -3.671922 -4.363501 -3671.922475 -4363.500982 1 3.23 60 60 1800
134 6.610182 -3.622242 6610.182173 -3622.241645 1 0.75 60 60 2700
135 7.643038 8.500119 7643.037718 8500.119205 1 3.34 60 60 3600
136 6.496276 -1.278065 6496.276052 -1278.065240 1 4.84 60 60 2700
137 7.993499 -1.541282 7993.498958 -1541.282027 1 4.26 60 60 2700
