id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -1.480748 1.476715 -1480.747721 1476.715030 1 4.11 60 60 1800
2 4.258775 -3.668135 4258.774603 -3668.134615 1 2.62 60 60 2700
3 5.265244 4.104567 5265.243569 4104.566532 1 3.96 60 60 2700
4 2.638059 -8.188615 2638.059054 -8188.615068 1 4.60 60 60 3600
5 -3.887884 4.866117 -3887.883772 4866.116633 1 2.17 60 60 2700
6 -9.218344 -0.661345 -9218.344112 -661.344743 1 3.84 60 60 3600
7 -2.457944 0.285892 -2457.943734 285.891615 1 2.28 60 60 1800
8 -7.072260 6.971583 -7072.259867 6971.583335 1 4.50 60 60 3600
9 -6.848885 3.033450 -6848.884963 3033.449842 1 1.23 60 60 3600
10 6.445162 2.998268 6445.161619 2998.267810 0 5.80 60 60 3600
11 6.577487 -8.820699 6577.486627 -8820.699143 1 4.51 60 60 3600
12 -4.252580 -2.756731 -4252.579857 -2756.731072 1 2.00 60 60 2700
13 -2.983006 3.949348 -2983.006156 3949.347585 0 5.97 60 60 2700
14 9.835547 7.738154 9835.546931 7738.153974 1 4.29 60 60 3600
15 0.729129 -9.664224 729.129109 -9664.224315 0 7.83 60 60 3600
16 -6.210194 6.082623 -6210.194292 6082.622901 1 2.78 60 60 3600
17 -2.071139 -5.065958 -2071.139234 -5065.957982 1 3.61 60 60 2700
18 -2.272354 -7.418303 -2272.353953 -7418.302530 1 0.70 60 60 3600
19 -0.302714 -2.341441 -302.714310 -2341.441270 1 4.91 60 60 1800
20 1.332841 -9.385327 1332.840605 -9385.326634 1 1.82 60 60 3600
21 8.757288 6.423158 8757.287967 6423.157548 1 4.90 60 60 3600
22 6.264066 5.143243 6264.066018 5143.242576 0 5.45 60 60 3600
23 1.239214 -0.502450 1239.214413 -502.450140 1 4.98 60 60 1800
24 8.957644 -4.995223 8957.644447 -4995.223375 1 2.81 60 60 3600
25 -3.923176 -2.050860 -3923.176048 -2050.859904 1 1.60 60 60 2700
26 7.738477 -2.934580 7738.477471 -2934.580237 1 2.81 60 60 3600
27 6.529434 -2.533603 6529.433749 -2533.603458 1 2.10 60 60 3600
28 5.791752 -2.074378 5791.751868 -2074.377690 0 8.35 60 60 2700
29 8.930616 -1.369152 8930.615642 -1369.151995 1 3.88 60 60 3600
30 -6.710263 -1.882154 -6710.263121 -1882.153760 0 6.03 60 60 2700
31 -1.748973 7.578937 -1748.973400 7578.937138 1 3.24 60 60 3600
32 -0.715594 4.750427 -715.594271 4750.426851 1 4.16 60 60 2700
33 -6.922833 -5.787961 -6922.833486 -5787.960885 1 4.66 60 60 3600
34 -6.171793 -0.393124 -6171.792681 -393.124229 1 1.77 60 60 2700
35 4.346980 1.035551 4346.980178 1035.550572 1 1.26 60 60 2700
36 1.619024 5.647401 1619.023548 5647.400876 1 2.71 60 60 2700
37 5.169461 -0.003345 5169.461384 -3.345447 0 8.97 60 60 2700
38 -0.637184 1.847623 -637.184390 1847.622547 1 4.03 60 60 1800
39 -2.739030 -4.788700 -2739.029673 -4788.700408 1 1.89 60 60 2700
40 7.028613 4.789078 7028.612655 4789.077646 0 5.72 60 60 3600
41 0.503180 3.768723 503.179553 3768.722674 1 2.90 60 60 1800
42 -8.412254 6.254776 -8412.254021 6254.776045 1 2.96 60 60 3600
43 -6.435212 -9.634996 -6435.212165 -9634.996273 0 9.28 60 60 3600
44 7.836131 4.216316 7836.131395 4216.316066 1 1.84 60 60 3600
45 -0.337042 3.237253 -337.041532 3237.252717 1 4.56 60 60 1800
46 0.491117 -3.945859 491.116733 -3945.859188 0 6.46 60 60 1800
47 -6.860302 4.686878 -6860.301576 4686.878152 1 1.11 60 60 3600
48 -6.235520 2.649926 -6235.519576 2649.925633 1 0.65 60 60 2700
49 9.483144 -2.014034 9483.144216 -2014.034085 1 0.95 60 60 3600
50 -3.241874 -0.020594 -3241.874020 -20.594124 1 1.17 60 60 1800
51 -5.388255 2.626956 -5388.255245 2626.956057 1 4.07 60 60 2700
52 -2.782176 -9.198334 -2782.175629 -9198.334164 1 4.74 60 60 3600
53 -8.915580 6.735326 -8915.580361 6735.326151 1 0.77 60 60 3600
54 -1.647949 -4.362580 -1647.949170 -4362.579623 1 2.42 60 60 2700
55 -3.828996 -0.915493 -3828.995907 -915.492803 1 0.98 60 60 1800
56 1.426000 -6.913243 1425.999622 -6913.242671 1 1.69 60 60 3600
57 -1.721635 -5.692824 -1721.634949 -5692.823909 1 3.08 60 60 2700
58 -3.357597 1.980361 -3357.597031 1980.360729 0 6.74 60 60 1800
59 -4.481841 9.828475 -4481.840893 9828.475305 1 3.13 60 60 3600
60 2.802968 -1.011742 2802.968472 -1011.742461 1 4.55 60 60 1800
61 5.626095 7.099365 5626.094725 7099.364917 1 0.55 60 60 3600
62 7.585719 0.221311 7585.718968 221.310997 0 7.22 60 60 3600
63 5.295534 -6.702866 5295.534398 -6702.866337 1 0.66 60 60 3600
64 -3.669948 -7.834761 -3669.948141 -7834.761106 1 3.23 60 60 3600
65 3.853914 -2.092423 3853.913536 -2092.423384 1 3.66 60 60 2700
66 7.436091 -9.806721 7436.090903 -9806.720944 1 2.47 60 60 3600
67 2.896878 4.493900 2896.878370 4493.899635 1 4.20 60 60 2700
68 -9.532984 -5.720340 -9532.983955 -5720.340137 0 5.54 60 60 3600
69 -3.952362 6.421626 -3952.361797 6421.625532 1 1.02 60 60 3600
70 -7.617079 2.650031 -7617.078839 2650.030822 0 8.39 60 60 3600
71 2.207237 9.055667 2207.236510 9055.667293 1 3.48 60 60 3600
72 5.890557 -8.458775 5890.557238 -8458.775121 1 2.08 60 60 3600
73 8.678585 -6.970879 8678.584695 -6970.879164 0 5.90 60 60 3600
74 1.123636 -5.270117 1123.636073 -5270.116606 1 2.46 60 60 2700
75 -1.277861 2.292613 -1277.860748 2292.613468 1 3.76 60 60 1800
76 1.492275 2.037353 1492.275459 2037.352633 1 2.40 60 60 1800
77 -7.815599 9.924200 -7815.599308 9924.199935 0 9.07 60 60 3600
78 -0.943519 -4.102440 -943.519308 -4102.439706 1 0.50 60 60 2700
79 4.608493 -0.516850 4608.492506 -516.850333 1 3.38 60 60 2700
80 -9.212871 -4.398614 -9212.871306 -4398.613642 1 0.86 60 60 3600
81 6.465312 -3.067440 6465.311879 -3067.440119 1 1.51 60 60 3600
82 -0.722170 9.560699 -722.170239 9560.698502 0 6.99 60 60 3600
