# i j vmax_ij_m_per_s road_class free_flow_speed_kmh
0 1 8.333333 urban 30.0
0 2 9.722222 suburban 35.0
0 3 8.333333 urban 30.0
0 4 8.333333 urban 30.0
0 5 8.333333 urban 30.0
0 6 9.722222 suburban 35.0
0 7 8.333333 urban 30.0
0 8 9.722222 suburban 35.0
0 9 9.722222 suburban 35.0
0 10 8.333333 urban 30.0
0 11 8.333333 urban 30.0
0 12 9.722222 suburban 35.0
0 13 9.722222 suburban 35.0
0 14 8.333333 urban 30.0
0 15 9.722222 suburban 35.0
0 16 9.722222 suburban 35.0
0 17 8.333333 urban 30.0
0 18 9.722222 suburban 35.0
0 19 9.722222 suburban 35.0
0 20 9.722222 suburban 35.0
0 21 9.722222 suburban 35.0
0 22 8.333333 urban 30.0
0 23 8.333333 urban 30.0
0 24 8.333333 urban 30.0
0 25 8.333333 urban 30.0
0 26 8.333333 urban 30.0
0 27 9.722222 suburban 35.0
0 28 8.333333 urban 30.0
0 29 8.333333 urban 30.0
0 30 9.722222 suburban 35.0
0 31 9.722222 suburban 35.0
0 32 9.722222 suburban 35.0
0 33 9.722222 suburban 35.0
0 34 8.333333 urban 30.0
0 35 9.722222 suburban 35.0
0 36 8.333333 urban 30.0
0 37 9.722222 suburban 35.0
0 38 8.333333 urban 30.0
0 39 8.333333 urban 30.0
0 40 9.722222 suburban 35.0
0 41 9.722222 suburban 35.0
0 42 9.722222 suburban 35.0
0 43 9.722222 suburban 35.0
0 44 9.722222 suburban 35.0
0 45 9.722222 suburban 35.0
0 46 8.333333 urban 30.0
0 47 8.333333 urban 30.0
0 48 8.333333 urban 30.0
0 49 9.722222 suburban 35.0
0 50 8.333333 urban 30.0
0 51 8.333333 urban 30.0
0 52 9.722222 suburban 35.0
0 53 9.722222 suburban 35.0
0 54 9.722222 suburban 35.0
0 55 8.333333 urban 30.0
0 56 9.722222 suburban 35.0
0 57 9.722222 suburban 35.0
0 58 9.722222 suburban 35.0
0 59 9.722222 suburban 35.0
0 60 8.333333 urban 30.0
0 61 9.722222 suburban 35.0
0 62 8.333333 urban 30.0
0 63 8.333333 urban 30.0
0 64 8.333333 urban 30.0
0 65 9.722222 suburban 35.0
0 66 8.333333 urban 30.0
0 67 9.722222 suburban 35.0
0 68 8.333333 urban 30.0
0 69 8.333333 urban 30.0
0 70 8.333333 urban 30.0
0 71 9.722222 suburban 35.0
0 72 9.722222 suburban 35.0
0 73 8.333333 urban 30.0
0 74 9.722222 suburban 35.0
0 75 8.333333 urban 30.0
0 76 8.333333 urban 30.0
0 77 8.333333 urban 30.0
0 78 8.333333 urban 30.0
0 79 8.333333 urban 30.0
0 80 9.722222 suburban 35.0
0 81 9.722222 suburban 35.0
0 82 9.722222 suburban 35.0
0 83 9.722222 suburban 35.0
0 84 9.722222 suburban 35.0
0 85 9.722222 suburban 35.0
0 86 8.333333 urban 30.0
0 87 8.333333 urban 30.0
0 88 8.333333 urban 30.0
