id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8599026,105.7367191,-11242.307210,-13020.636803,1,0.98,60,60,2700,23869.900,25153.700,True,8.141,reality.1000.1,537,true
2,KFC [NW],NW,Cửa hàng ăn uống,Hoàng Mai,21.0698837,105.7222912,-12740.289626,10328.196208,1,1.91,60,60,1800,20817.600,20341.100,True,85.954,reality.1000.1,803,true
3,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0144583,105.8418055,-331.670224,4165.172921,1,1.28,60,60,2700,5134.800,4723.900,True,43.042,reality.1000.1,956,true
4,Siêu Thị T-Mart [W],W,Siêu thị,Thanh Xuân,20.9652567,105.7316170,-11772.034758,-1305.795382,1,1.69,60,60,2700,19054.700,18562.500,True,6.328,reality.1000.1,664,true
5,9.0cafe [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1168309,105.9317379,9005.596726,15548.486668,1,0.55,60,60,1800,22959.400,24189.700,True,27.457,reality.1000.1,231,true
6,TK mark [SE],SE,Chợ dân sinh,Thanh Xuân,20.8749608,105.9350841,9353.017263,-11346.241359,1,0.30,60,60,1800,28011.700,29615.600,True,26.847,reality.1000.1,379,true
7,WinMart+,C,Siêu thị,Thanh Xuân,21.0065803,105.8150887,-3105.552537,3289.179289,1,0.45,60,60,2700,6544.000,5858.200,True,3.616,reality.1000.1,979,true
8,Trường Mầm non Đại Thanh [N],N,Trường học,Hoàng Mai,21.0461730,105.8536449,897.560157,7691.686661,1,1.11,60,60,2700,14000.100,12338.900,True,5.459,reality.1000.1,64,true
9,WinMart+,C,Siêu thị,Hoàng Mai,20.9789455,105.8863593,4294.145658,216.329730,1,0.37,60,60,3600,5631.100,7155.800,True,7.399,reality.1000.1,965,true
10,Starbucks [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9811356,105.6815161,-16973.780489,459.857739,1,1.32,60,60,2700,24359.800,23867.700,True,4.072,reality.1000.1,770,true
11,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9618215,105.7404818,-10851.643396,-1687.772194,1,1.33,60,60,3600,17051.100,16676.600,True,8.418,reality.1000.1,661,true
12,WinMart+ [W],W,Siêu thị,Thanh Xuân,21.0063803,105.7124948,-13757.404725,3266.940303,1,1.37,60,60,1800,18713.800,18104.400,True,12.694,reality.1000.1,752,true
13,Cà Phê 3k [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.0744813,105.7168924,-13300.822169,10839.426003,1,0.25,60,60,2700,22013.400,21529.600,True,153.949,reality.1000.1,813,true
14,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8860122,105.9411370,9981.461996,-10117.381747,1,0.74,60,60,1800,25927.400,27531.400,True,26.375,reality.1000.1,382,true
15,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8691510,105.7163942,-13352.547980,-11992.261644,1,1.52,60,60,1800,27182.300,27163.200,True,112.078,reality.1000.1,574,true
16,siêu thị 24h ninja mark [NW],NW,Siêu thị,Thanh Xuân,21.0849993,105.7053844,-14495.644814,12008.974241,1,1.95,60,60,3600,22885.100,22401.300,True,45.291,reality.1000.1,842,true
17,WinMart+,C,Siêu thị,Thanh Xuân,20.9940532,105.8422004,-290.669576,1896.229323,1,0.47,60,60,2700,2919.800,2690.900,True,10.798,reality.1000.1,912,true
18,Không có tên [E],E,Trường học,Hoàng Mai,20.9676799,105.9954047,15615.827383,-1036.347836,1,0.22,60,60,2700,22492.600,24203.100,True,7.915,reality.1000.1,274,true
19,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0804372,105.9634543,12298.564483,11501.691866,1,1.32,60,60,1800,21773.800,23591.600,True,0.839,reality.1000.1,124,true
20,Trường Mầm non Sao Mai [N],N,Trường học,Hoàng Mai,21.0867719,105.8379575,-731.190344,12206.078368,1,1.57,60,60,1800,25075.200,24713.900,True,267.784,reality.1000.1,24,true
21,WinMart+,C,Siêu thị,Hoàng Mai,20.9678793,105.8450244,2.533340,-1014.175567,1,1.82,60,60,3600,1101.200,1101.200,True,1.768,reality.1000.1,897,true
22,Trường Tiểu học Chu Văn An [N],N,Trường học,Hoàng Mai,21.0611803,105.8340177,-1140.241635,9360.422283,1,1.85,60,60,1800,12570.400,11166.100,True,33.685,reality.1000.1,47,true
23,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0898864,105.7471381,-10160.550420,12552.394967,1,0.57,60,60,2700,23846.000,23676.000,True,96.358,reality.1000.1,790,true
24,WinMart+,C,Siêu thị,Thanh Xuân,20.9880596,105.7961943,-5067.271079,1229.771411,1,0.69,60,60,3600,8722.100,8430.900,True,3.184,reality.1000.1,995,true
25,Chợ Nhân Chính [SE],SE,Chợ dân sinh,Thanh Xuân,20.8842216,105.9363233,9481.677692,-10316.487382,1,0.38,60,60,1800,25521.200,27125.100,True,2.144,reality.1000.1,385,true
