id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_10mile_square
0,depot,,depot,,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,Trường Mầm non Sao Mai,C,Trường học,Hoàng Mai,20.9847216,105.8267185,-1898.083958,858.602746,1,0.53,60,60,3600,3386.400,3766.900,true,4.131,200.10.1+200.10.2,170,true
2,5050 Rooftop Cafe & Pub,C,Cửa hàng đồ uống,Thanh Xuân,20.9839071,105.7998148,-4691.371237,768.034478,1,1.37,60,60,1800,9313.800,6925.900,true,17.764,200.10.1+200.10.2,167,true
3,WinMart+,C,Siêu thị,Thanh Xuân,21.0099421,105.8304248,-1513.275897,3662.994393,1,1.37,60,60,2700,6109.000,5582.200,true,5.74,200.10.1+200.10.2,21,true
4,Bệnh viện Bạch Mai (cột sau),,public_transport:platform,,21.0010378,105.8411218,-403.108559,2675.887896,1,1.64,60,60,3600,4110.500,3236.300,true,,200.10.2,83,true
5,Trường Mầm non Hoa Mai,C,Trường học,Hoàng Mai,20.9798526,105.8492103,437.136060,317.194648,1,1.51,60,60,1800,2137.400,2790.800,true,30.787,200.10.1+200.10.2,15,true
6,WinMart+,C,Siêu thị,Hoàng Mai,20.9856060,105.8578995,1339.295682,956.943539,1,1.54,60,60,1800,2701.400,3314.100,true,1.456,200.10.1+200.10.2,51,true
7,Trường Mầm Non Đại Từ,C,Trường học,Hoàng Mai,20.9705220,105.8312839,-1424.079500,-720.320735,1,1.08,60,60,1800,2790.300,2649.100,true,15.185,200.10.1+200.10.2,92,true
8,WinMart+,C,Siêu thị,Thanh Xuân,20.9941320,105.8148679,-3128.477184,1904.991483,1,1.46,60,60,1800,6147.800,6332.700,true,6.256,200.10.1+200.10.2,76,true
9,Trường Mầm non Yên Mỹ,C,Trường học,Hoàng Mai,20.9425726,105.8712624,2726.704053,-3828.152218,1,0.36,60,60,2700,7871.500,9113.100,true,27.91,200.10.1+200.10.2,71,true
10,Eab - ATM,,amenity:atm,,20.9894145,105.8656204,2143.329308,1381.982140,1,0.97,60,60,3600,4026.000,5026.700,true,,200.10.2,117,true
11,Delícia Coffee & Lounge,C,Cửa hàng đồ uống,Thanh Xuân,20.9751840,105.8119491,-3431.522747,-201.929987,1,1.73,60,60,1800,5754.500,4883.700,true,12.002,200.10.1+200.10.2,94,true
12,WinMart+ [E],E,Siêu thị,Thanh Xuân,21.0032222,105.9201134,7798.678422,2915.775605,1,1.38,60,60,3600,11166.800,12755.000,true,17.315,200.10.1+200.10.2,93,true
13,WinMart+,C,Siêu thị,Thanh Xuân,20.9783869,105.8364337,-889.399481,154.216244,1,1.55,60,60,3600,3102.100,2922.300,true,14.25,200.10.1+200.10.2,102,true
14,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),C,Trường học,Hoàng Mai,20.9600576,105.8391042,-612.133764,-1883.908925,1,0.76,60,60,3600,2803.000,3441.400,true,31.669,200.10.1+200.10.2,24,true
15,Trường Mầm non Văn Đức (điểm Chử Xá) [W],W,Trường học,Hoàng Mai,20.9337453,105.7984638,-4831.639345,-4809.703194,1,0.47,60,60,1800,9105.200,11579.400,true,12.561,200.10.1+200.10.2,37,true
16,WinMart+,C,Siêu thị,Hoàng Mai,20.9526641,105.8520574,732.737342,-2706.028615,1,0.94,60,60,3600,3827.900,4335.400,true,14.459,200.10.1+200.10.2,97,true
17,Techcombank - ATM,,amenity:atm,,20.9903142,105.8414577,-368.194381,1482.136744,1,0.78,60,60,2700,2457.400,2436.800,true,,200.10.1,163,true
18,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0144583,105.8418055,-331.670224,4165.172921,1,1.28,60,60,1800,5134.800,4723.900,true,43.042,200.10.1+200.10.2,2,true
19,Trường Mầm non Kim Lan,C,Trường học,Hoàng Mai,20.9620572,105.9029570,6017.408416,-1661.563550,1,1.73,60,60,1800,17043.700,18647.600,true,22.269,200.10.1+200.10.2,52,true
20,WinMart+,C,Siêu thị,Thanh Xuân,20.9847441,105.8388667,-636.792295,861.104631,1,0.43,60,60,3600,3308.800,1748.200,true,7.4,200.10.1+200.10.2,181,true
21,BIDV,,amenity:atm,Hoàng Mai,20.9910322,105.8625140,1820.443323,1562.064504,1,1.74,60,60,3600,3972.200,4586.900,true,,200.10.2,36,true
22,95 Lê Thanh Nghị,,public_transport:platform,,21.0017399,105.8439374,-110.448959,2754.045668,1,1.33,60,60,3600,3997.500,3861.700,true,,200.10.2,179,true
23,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp (cơ sở 218 Lĩnh Nam) [W],W,Trường học,Hoàng Mai,20.9739263,105.7710477,-7678.126756,-341.779846,1,1.25,60,60,3600,10985.300,10785.900,true,9.477,200.10.1+200.10.2,150,true
24,BIDV,,amenity:atm,Hai Bà Trưng,21.0008805,105.8451477,15.352260,2658.377260,1,1.74,60,60,2700,3628.400,3855.800,true,,200.10.2,19,true
25,Không có tên,,amenity:parking_space,,20.9820376,105.8353420,-1003.873565,560.785632,1,1.21,60,60,1800,2580.400,2986.400,true,,200.10.1,54,true
26,Trường Mầm non Văn Đức (điểm Chử Xá) [N],N,Trường học,Hoàng Mai,21.0418534,105.9142454,7189.431005,7211.369056,1,1.05,60,60,2700,12507.300,13358.600,true,92.72,200.10.1+200.10.2,151,true
27,Cửa Hàng Mắt Kính Nam Hải,,shop:optician,,21.0016576,105.8449682,-3.305361,2744.884032,1,1.22,60,60,1800,4114.800,3979.100,true,,200.10.2,164,true
28,Trung tâm Công nghệ Phần mềm Thủy lợi,C,Uỷ ban nhân dân,Thanh Xuân,21.0088849,105.8252199,-2053.676695,3545.439117,1,1.06,60,60,3600,6378.300,5509.500,true,1.671,200.10.1+200.10.2,63,true
29,Taste Tea,C,Cửa hàng đồ uống,Thanh Xuân,21.0117444,105.8368942,-841.587887,3863.401009,1,0.73,60,60,1800,5100.700,4686.200,true,17.127,200.10.1+200.10.2,156,true
30,Mây Nhựa TVT,,office:yes,Thanh Xuân,20.9940240,105.8309953,-1455.679034,1895.111680,1,1.68,60,60,3600,3783.300,3220.000,true,,200.10.2,153,true
