id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square,outside_25mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,,
1,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0988150,105.8053851,-4113.032639,13545.209989,1,0.94,60,60,1800,24253.700,23606.500,True,11.692,reality.1000.1,105,true,false
2,Noble Moment [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0038662,105.9299800,8823.082064,2987.385138,1,1.74,60,60,3600,15520.300,17878.900,True,2.708,reality.1000.1,350,true,false
3,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0961035,105.8534394,876.224038,13243.704946,1,1.16,60,60,2700,19440.900,20200.700,True,59.081,reality.1000.1,20,true,false
4,Đảng uỷ - HĐND - UBND phường Thanh Xuân,C,Uỷ ban nhân dân,Thanh Xuân,20.9947377,105.7997065,-4702.615527,1972.342250,1,0.55,60,60,2700,8857.100,7967.800,True,33.69,reality.1000.1,997,true,false
5,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [SW],SW,Trường học,Hoàng Mai,20.8458917,105.7345616,-11466.310500,-14578.577801,1,1.89,60,60,2700,25137.100,26420.900,True,79.447,reality.1000.1,558,true,false
6,Không có tên [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.9002924,105.9688261,12856.293740,-8529.495955,1,1.95,60,60,2700,28539.200,25364.500,True,167.491,reality.1000.1,383,true,false
7,Công Ty TNHH Syopex Việt Nam,,office:yes,,21.1863208,105.7756936,-7203.858234,23301.591456,1,1.00,60,60,3600,33363.461,33363.461,true,,openstreetmap_25_40_ring,node:4715929089,true,true
8,Trường Đại học Công nghệ và Quản lý Hữu Nghị [S],S,Trường học,Hoàng Mai,20.8686382,105.8765893,3279.771549,-12049.282402,1,0.51,60,60,1800,13356.500,14301.800,True,47.351,reality.1000.1,440,true,false
9,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8830880,105.8023850,-4424.519207,-10442.537951,1,0.28,60,60,3600,18657.500,17418.700,True,316.83,reality.1000.1,522,true,false
10,Cửa Hàng Tiện Lợi BV Mart [N],N,Siêu thị,Thanh Xuân,21.0811384,105.8073088,-3913.303727,11579.661749,1,1.01,60,60,3600,17562.700,15679.900,True,39.513,reality.1000.1,98,true,false
11,Không có tên [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1165086,105.9688261,12856.293740,15512.648543,1,1.76,60,60,1800,24582.900,26406.500,True,12.149,reality.1000.1,200,true,false
12,Không có tên [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1045249,105.9474137,10633.142853,14180.121901,1,1.00,60,60,3600,22593.400,23826.000,True,20.777,reality.1000.1,189,true,false
13,Không có tên [SW],SW,Trường học,Hoàng Mai,20.8438070,105.7273268,-12217.466467,-14810.385865,1,1.53,60,60,3600,25962.800,27246.600,True,10.412,reality.1000.1,573,true,false
14,Cục Tần số vô tuyến điện [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0026042,105.9252470,8331.676470,2847.057141,1,0.60,60,60,2700,11503.900,14485.600,True,85.034,reality.1000.1,356,true,false
15,Petrolimex – Cửa hàng số 20,,amenity:fuel,Thị xã Quế Võ,21.1529749,106.1524274,31954.673837,19589.525868,1,1.65,60,60,1800,51271.840,51271.840,true,,openstreetmap_25_40_ring,node:995292518,true,true
16,Thuế cơ sở 4 thành phố Hà Nội [N],N,Uỷ ban nhân dân,Thanh Xuân,21.1163232,105.8327410,-1272.795517,15492.033004,1,1.94,60,60,3600,21215.100,21104.100,True,8.072,reality.1000.1,93,true,false
