id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8758286,105.6856511,-16544.462480,-11249.746402,1,1.46,60,60,3600,26705.800,26696.000,True,80.462,reality.1000.1,643,true
2,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8628525,105.9037910,6103.998796,-12692.622889,1,1.95,60,60,1800,16395.700,16340.200,True,5.213,reality.1000.1,512,true
3,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9843605,105.9446249,10343.594591,818.450258,1,1.43,60,60,3600,15100.000,18629.100,True,47.069,reality.1000.1,296,true
4,WinMart+,C,Siêu thị,Thanh Xuân,20.9966548,105.8219040,-2397.951322,2185.514044,1,1.85,60,60,1800,5132.400,5478.900,True,7.175,reality.1000.1,955,true
5,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8789786,105.8477702,287.617109,-10899.482383,1,1.06,60,60,3600,17698.600,16078.500,True,134.256,reality.1000.1,436,true
6,Trường Mầm Non Hoạ Mi [W],W,Trường học,Hoàng Mai,20.9468856,105.7306045,-11877.157970,-3348.568499,1,0.60,60,60,2700,18406.600,17914.400,True,32.416,reality.1000.1,699,true
7,Phường Ô Chợ Dừa [E],E,Chợ dân sinh,Thanh Xuân,21.0151110,105.9507123,10975.621301,4237.749849,1,0.98,60,60,2700,14878.000,17197.900,True,0.236,reality.1000.1,348,true
8,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9730515,105.7112930,-13882.182085,-439.053168,1,1.14,60,60,1800,20697.000,20204.900,True,29.545,reality.1000.1,701,true
9,Trường Tiểu học Chu Văn An [NW],NW,Trường học,Hoàng Mai,21.0551766,105.7369531,-11218.012068,8692.841302,1,0.30,60,60,2700,17585.100,18125.100,True,36.777,reality.1000.1,818,true
10,Không có tên [NE],NE,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.9904440,15100.780746,12565.660522,1,1.80,60,60,1800,24339.100,25953.500,True,120.693,reality.1000.1,146,true
