id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_10mile_square
0,depot,,depot,,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,BIDV,,amenity:atm,Hai Bà Trưng,21.0009151,105.8507899,601.814822,2662.228932,1,1.48,60,60,2700,3287.700,3891.800,true,,200.10.2,126,true
2,Trường Tiểu học Chu Văn An,C,Trường học,Hoàng Mai,20.9591300,105.8227787,-2307.135249,-1987.053339,1,1.34,60,60,1800,4707.300,4455.000,true,47.389,200.10.1+200.10.2,46,true
3,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [N],N,Trường học,Hoàng Mai,21.0469486,105.8657703,2156.484601,7777.929446,1,0.87,60,60,2700,12790.700,11893.900,true,0.111,200.10.1+200.10.2,60,true
4,Techcombank - ATM,,amenity:atm,,20.9950990,105.8500099,520.739923,2014.780680,1,1.66,60,60,2700,2622.700,3226.800,true,,200.10.1,119,true
5,WinMart+,C,Siêu thị,Thanh Xuân,21.0029768,105.8344506,-1095.295622,2888.488370,1,1.94,60,60,1800,4725.800,4309.300,true,3.103,200.10.1+200.10.2,39,true
6,Cafe Dinh,C,Cửa hàng đồ uống,Hoàng Mai,20.9400815,105.8543570,971.494221,-4105.149899,1,0.45,60,60,2700,5505.100,5580.900,true,9.944,200.10.1+200.10.2,27,true
7,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9728877,105.7818167,-6560.031078,-457.266897,1,1.60,60,60,3600,9553.100,9205.500,true,25.877,200.10.1+200.10.2,68,true
8,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0144583,105.8418055,-331.670224,4165.172921,1,1.28,60,60,2700,5134.800,4723.900,true,43.042,200.10.1+200.10.2,2,true
9,BIDV,,amenity:atm,,21.0009536,105.8452517,26.162246,2666.514752,1,1.74,60,60,2700,3635.400,3862.800,true,,200.10.2,12,true
10,658 Trương Định,,public_transport:platform,,20.9812552,105.8452550,26.505256,473.688864,1,0.53,60,60,3600,965.800,2157.300,true,,200.10.1,162,true
11,Không có tên,C,Cửa hàng đồ uống,Hoàng Mai,20.9879554,105.8634234,1912.816782,1218.184899,1,1.05,60,60,3600,3563.600,4178.300,true,1.046,200.10.1+200.10.2,109,true
12,Highlands Coffee,C,Cửa hàng đồ uống,Hoàng Mai,20.9651775,105.8329648,-1249.559394,-1314.602020,1,1.30,60,60,3600,2722.700,3902.700,true,14.4,200.10.1+200.10.2,29,true
13,Trường Mầm non Đại Thanh,C,Trường học,Hoàng Mai,20.9441227,105.8424059,-269.333457,-3655.788962,1,0.88,60,60,2700,4476.500,4610.900,true,39.406,200.10.1+200.10.2,136,true
14,WinMart+,C,Siêu thị,Thanh Xuân,21.0000588,105.7996366,-4709.872922,2564.021575,1,1.59,60,60,2700,8784.600,8243.100,true,18.423,200.10.1+200.10.2,5,true
15,Vietcombank,,amenity:atm,Hai Bà Trưng,21.0016011,105.8449182,-8.502470,2738.594452,1,0.70,60,60,3600,4118.700,3982.900,true,,200.10.2,177,true
16,WinMart+,C,Siêu thị,Hoàng Mai,20.9789455,105.8863593,4294.145658,216.329730,1,0.37,60,60,2700,5631.100,7155.800,true,7.399,200.10.1+200.10.2,62,true
17,WinMart+,C,Siêu thị,Thanh Xuân,21.0001781,105.8141164,-3206.501968,2577.287129,1,1.42,60,60,2700,6406.200,6073.700,true,1.621,200.10.1+200.10.2,10,true
18,WinMart+,C,Siêu thị,Thanh Xuân,20.9880596,105.7961943,-5067.271079,1229.771411,1,0.69,60,60,2700,8722.100,8430.900,true,3.184,200.10.1+200.10.2,169,true
19,9.0cafe,C,Cửa hàng đồ uống,Thanh Xuân,21.0147806,105.8047173,-4182.367238,4201.011046,1,1.87,60,60,3600,8943.400,7331.600,true,1.894,200.10.1+200.10.2,199,true
20,Số 36 Kim Đồng,,public_transport:platform,,20.9835107,105.8443947,-62.916201,724.771124,1,0.65,60,60,2700,1287.700,2398.300,true,,200.10.1,98,true
21,Saigon Bank - ATM,,amenity:atm,,21.0011835,105.8430808,-199.485830,2692.107220,1,1.09,60,60,2700,4043.600,3907.800,true,,200.10.2,59,true
22,Trường Trung học cơ sở Văn Đức [W],W,Trường học,Hoàng Mai,20.9369644,105.7939565,-5299.611548,-4451.755605,1,1.50,60,60,1800,11721.700,11395.200,true,0.861,200.10.1+200.10.2,186,true
23,Delícia Coffee & Lounge,C,Cửa hàng đồ uống,Thanh Xuân,20.9751840,105.8119491,-3431.522747,-201.929987,1,1.73,60,60,1800,5754.500,4883.700,true,12.002,200.10.1+200.10.2,94,true
24,WinMart+,C,Siêu thị,Hoàng Mai,20.9856383,105.8760318,3221.888892,960.535135,1,1.99,60,60,1800,4483.300,5117.300,true,6.905,200.10.1+200.10.2,40,true
25,Công ty biến thế ABB - Ngọc Hồi,,public_transport:platform,,20.9579653,105.8428638,-222.041283,-2118.942804,1,0.96,60,60,1800,2704.500,2630.000,true,,200.10.1,168,true
26,Vietinbank - ATM,,amenity:atm,,20.9835011,105.8416065,-352.727784,723.702452,1,0.86,60,60,2700,1927.600,2688.600,true,,200.10.1,23,true
27,327 Bạch Mai,,public_transport:platform,,21.0010604,105.8507015,592.626334,2678.403728,1,0.78,60,60,3600,3276.800,3880.800,true,,200.10.2,193,true
28,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),C,Trường học,Hoàng Mai,20.9600576,105.8391042,-612.133764,-1883.908925,1,0.76,60,60,2700,2803.000,3441.400,true,31.669,200.10.1+200.10.2,24,true
29,150 Lê Trọng Tấn,,public_transport:platform,,20.9961254,105.8300567,-1553.239163,2129.039528,1,1.57,60,60,3600,4001.200,3438.000,true,,200.10.2,31,true
30,Không có tên,C,Trường học,Hoàng Mai,20.9579729,105.8318694,-1363.289731,-2115.716989,1,0.82,60,60,1800,3405.800,4044.200,true,35.872,200.10.1+200.10.2,176,true
31,Trường Trung học cơ sở Lĩnh Nam [W],W,Trường học,Hoàng Mai,20.9797183,105.7865470,-6068.905812,302.261169,1,1.34,60,60,2700,9959.100,12004.300,true,26.904,200.10.1+200.10.2,125,true
32,Coffee Cây,C,Cửa hàng đồ uống,Thanh Xuân,21.0081670,105.8201771,-2577.247397,3465.612279,1,0.35,60,60,3600,6280.000,6423.000,true,4.217,200.10.1+200.10.2,61,true
33,Trường Trung học cơ sở Yên Mỹ,C,Trường học,Hoàng Mai,20.9476567,105.8713580,2736.629761,-3262.826091,1,1.48,60,60,2700,8161.600,9403.200,true,32.236,200.10.1+200.10.2,73,true
34,Trường Mầm non Lĩnh Nam (cơ sở 2),C,Trường học,Hoàng Mai,20.9864265,105.8861812,4275.654355,1048.178976,1,0.29,60,60,1800,6447.100,8210.000,true,36.225,200.10.1+200.10.2,34,true
35,Qua đường vào Bệnh viện đa khoa Thăng Long 60m - Đối diện 171 Ngọc Hồi,,public_transport:platform,,20.9549633,105.8432466,-182.252217,-2453.125444,1,0.84,60,60,3600,2864.500,3570.900,true,,200.10.2,106,true
36,Không có tên,,amenity:shelter,,20.9769336,105.8194874,-2651.835236,-7.391648,1,1.84,60,60,2700,4865.300,4821.900,true,,200.10.2,151,true
37,Chợ Mơ - 5 Minh Khai,,public_transport:platform,,20.9961625,105.8506050,582.595913,2133.169500,1,1.38,60,60,2700,3467.000,3395.900,true,,200.10.1,17,true
38,WinMart+,C,Siêu thị,Hoàng Mai,20.9678793,105.8450244,2.533340,-1014.175567,1,1.82,60,60,2700,1101.200,1101.200,true,1.768,200.10.1+200.10.2,82,true
39,UBND phường Khương Thượng,C,Uỷ ban nhân dân,Thanh Xuân,21.0022527,105.8256270,-2011.409377,2807.972124,1,0.79,60,60,3600,5028.900,6355.300,true,21.139,200.10.1+200.10.2,189,true
40,WinMart+,C,Siêu thị,Hoàng Mai,20.9409840,105.8461022,114.436350,-4004.796478,1,0.76,60,60,1800,5084.000,4888.400,true,1.635,200.10.1+200.10.2,196,true
41,Cục Sở hữu Trí tuệ,C,Uỷ ban nhân dân,Thanh Xuân,20.9938917,105.8054733,-4103.875239,1878.271342,1,0.28,60,60,1800,7685.700,8079.400,true,46.461,200.10.1+200.10.2,103,true
42,Đối diện đài tưởng niệm chủ tịch HCM - đường Nguyễn Hữu Thọ,,public_transport:platform,,20.9696069,105.8309754,-1457.747483,-822.999892,1,1.08,60,60,2700,2849.200,2850.400,true,,200.10.1,138,true
43,Saigon Bank - ATM,,amenity:atm,,20.9705014,105.8416039,-352.998034,-723.424152,1,0.60,60,60,2700,1365.700,1272.800,true,,200.10.1,141,true
44,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0430343,105.8573412,1281.329964,7342.679145,1,1.89,60,60,3600,14673.200,13012.000,true,1.178,200.10.1+200.10.2,160,true
