id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,Starbucks [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9993226,105.9326794,9103.348336,2482.159870,1,0.87,60,60,3600,14036.100,14608.400,True,15.468,reality.1000.1,344,true
2,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8762524,105.8288433,-1677.475759,-11202.621992,1,0.62,60,60,2700,14524.100,14875.500,True,11.402,reality.1000.1,468,true
3,KFC [NE],NE,Cửa hàng ăn uống,Hoàng Mai,21.0698837,105.9538544,11301.851074,10328.196208,1,1.43,60,60,1800,18999.000,20210.200,True,34.879,reality.1000.1,144,true
4,Trường Tiểu học Chu Văn An [W],W,Trường học,Hoàng Mai,20.9470685,105.7369531,-11218.012068,-3328.230947,1,0.37,60,60,2700,18458.900,17966.800,True,116.114,reality.1000.1,694,true
5,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị),C,Trường học,Hoàng Mai,20.9750164,105.8494000,456.831738,-220.566256,1,1.20,60,60,2700,1550.300,1885.100,True,21.936,reality.1000.1,899,true
6,Everything Coffee 'N Bagel [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1062016,105.9216212,7955.226353,14366.562434,1,0.33,60,60,3600,20815.900,22025.600,True,8.178,reality.1000.1,233,true
7,Trường Tiểu học Hoàng Liệt [E],E,Trường học,Hoàng Mai,20.9605009,105.9656426,12525.765595,-1834.616214,1,1.18,60,60,1800,21960.500,23925.000,True,11.111,reality.1000.1,251,true
8,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9902300,105.9538033,11296.545596,1471.108880,1,1.40,60,60,1800,19123.800,17798.700,True,0.304,reality.1000.1,285,true
9,Starbucks [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1074307,105.9326794,9103.348336,14503.232119,1,0.35,60,60,1800,22150.500,23360.200,True,211.141,reality.1000.1,221,true
10,Hội đồng nhân dân - Ủy ban nhân dân phường Thanh Liệt [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.0821695,105.7013053,-14919.158982,11694.314838,1,1.94,60,60,3600,22558.500,22062.100,True,227.442,reality.1000.1,852,true
11,Coffee Cây [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1102173,105.7156345,-13431.424133,14813.087901,1,0.57,60,60,3600,26015.500,25531.800,True,5.91,reality.1000.1,859,true
12,Không có tên [SW],SW,Cửa hàng đồ uống,Hoàng Mai,20.8737895,105.7588808,-8941.359954,-11476.483976,1,1.12,60,60,2700,20236.600,21300.000,True,17.837,reality.1000.1,564,true
13,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0955066,105.7270914,-12241.906965,13177.332694,1,1.67,60,60,2700,23810.200,23640.200,True,24.766,reality.1000.1,806,true
14,Trường Trung học cơ sở Văn Đức [SW],SW,Trường học,Hoàng Mai,20.8288563,105.7939565,-5299.611548,-16472.827854,1,1.81,60,60,1800,25038.200,25102.800,True,45.89,reality.1000.1,652,true
15,Trung tâm Hỗ trợ doanh nghiệp Hà Nội [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1157597,105.9174089,7517.882642,15429.374663,1,1.69,60,60,1800,22977.700,23741.600,True,17.766,reality.1000.1,238,true
16,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [N],N,Trường học,Hoàng Mai,21.0770667,105.8606390,1623.725352,11126.909366,1,1.69,60,60,2700,18918.300,19618.200,True,154.467,reality.1000.1,2,true
17,Trường Mầm non Hoa Mai [E],E,Trường học,Hoàng Mai,20.9737948,105.9762309,13625.100025,-356.401979,1,0.47,60,60,3600,20692.900,23038.500,True,6.89,reality.1000.1,243,true
18,Chợ Xanh Văn Quán [SE],SE,Chợ dân sinh,Thanh Xuân,20.8601030,105.9184660,7627.636467,-12998.353340,1,1.35,60,60,3600,18104.900,18049.400,True,26.149,reality.1000.1,400,true
19,9.0cafe [W],W,Cửa hàng đồ uống,Thanh Xuân,21.0087228,105.7001747,-15036.543974,3527.414419,1,1.16,60,60,1800,19316.100,19063.300,True,2.217,reality.1000.1,767,true
20,Thuế cơ sở 4 thành phố Hà Nội [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.9001070,105.9485226,10748.274833,-8550.111494,1,0.97,60,60,3600,24929.700,26533.600,True,32.561,reality.1000.1,391,true
