trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-889.399481	154.216244	1	1.55	60	60	2700
13233.667903	1985.029591	1	1.25	60	60	2700
8485.348437	-10722.326625	1	1.91	60	60	1800
8107.766623	-441.410500	1	1.31	60	60	3600
3903.523375	8084.649532	1	1.18	60	60	1800
-7203.858234	23301.591456	1	0.92	60	60	2700
530.101319	12208.580254	1	1.46	60	60	2700
12346.376078	-8831.267867	1	1.30	60	60	2700
-13757.404725	3266.940303	1	1.37	60	60	3600
-6578.522381	-11646.489900	1	0.77	60	60	1800
9084.088725	1204.674716	1	0.69	60	60	1800
13081.272988	12002.391502	1	1.67	60	60	1800
-9553.294488	-23481.005900	1	0.52	60	60	3600
10665.247131	27959.086672	1	1.23	60	60	2700
29900.755592	20019.599556	1	1.05	60	60	2700
-1396.763039	11712.939988	1	0.80	60	60	3600
13508.389898	9030.106634	1	0.91	60	60	2700
-3559.279895	2945.264500	1	1.70	60	60	1800
9546.495886	-12.098008	1	0.46	60	60	2700
-917.858022	-632.198755	1	0.53	60	60	1800
13059.472070	-31226.183956	1	0.72	60	60	1800
12308.687459	-10899.482383	1	0.78	60	60	3600
28928.584392	-12469.443008	1	0.43	60	60	1800
71.597992	-9806.180505	1	1.59	60	60	1800
22677.096373	22199.456664	1	0.35	60	60	3600
3851.621060	-263.754366	1	1.23	60	60	1800
-11516.375105	10186.456035	1	0.82	60	60	1800
-10579.184795	2980.413216	1	0.33	60	60	1800
12163.207316	14744.447273	1	1.02	60	60	3600
12799.833490	11021.507695	1	1.92	60	60	1800
31379.374665	-13489.256660	1	0.97	60	60	1800
-4745.142409	4028.136293	1	0.84	60	60	2700
-2898.088632	11694.314838	1	1.46	60	60	1800
-15219.058636	2987.385138	1	0.54	60	60	2700
-9514.881054	283.346912	1	0.98	60	60	1800
-13134.940335	-14130.806951	1	1.56	60	60	3600
-1140.241635	-14681.722215	1	1.07	60	60	2700
4388.782506	12308.010757	1	0.57	60	60	2700
-20638.239349	4968.567824	1	2.00	60	60	2700
-14188.550061	12556.064400	1	1.31	60	60	1800
21984.332144	-4789.988280	1	0.89	60	60	1800
9981.461996	13924.762752	1	1.77	60	60	2700
31830.972250	19622.966396	1	1.93	60	60	1800
24915.054640	-18285.734896	1	1.94	60	60	3600
-27440.901561	-9390.109168	1	1.39	60	60	1800
12308.687459	13142.662116	1	0.49	60	60	3600
11718.440089	8360.879968	1	1.03	60	60	2700
-512.907834	2428.641751	1	1.56	60	60	1800
-15934.374077	-12462.482749	1	0.79	60	60	2700
9103.348336	2482.159870	1	0.87	60	60	3600
10727.686257	8121.132587	1	1.75	60	60	3600
-8741.298801	11992.862096	1	1.38	60	60	1800
13190.497304	-1687.772194	1	1.96	60	60	2700
-21464.704403	-7253.733652	1	1.22	60	60	1800
1245.447908	-9524.623832	1	0.20	60	60	3600
12799.833490	-999.564554	1	0.49	60	60	2700
7068.360212	12480.929988	1	1.84	60	60	2700
11176.554587	14155.447747	1	0.72	60	60	1800
29770.443282	-6459.420924	1	0.58	60	60	3600
11800.233735	-10864.811804	1	1.15	60	60	1800
-14919.158982	-326.757411	1	1.81	60	60	2700
-28044.764044	-7648.062488	1	1.16	60	60	1800
-14689.123437	674.830890	1	1.60	60	60	3600
-11743.576217	-519.380383	1	0.65	60	60	1800
-20756.847770	-18072.879924	1	0.88	60	60	2700
23137.154851	22371.702100	1	1.13	60	60	3600
-719.219276	-13713.948290	1	0.96	60	60	1800
2.533340	-1014.175567	1	1.82	60	60	3600
13302.400315	7342.679145	1	1.96	60	60	1800
