id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8798873,105.8534394,876.224038,-10798.439553,1,1.61,60,60,1800,11926.900,12026.200,True,36.033,reality.1000.1,433,true
2,Coffee Cây [N],N,Cửa hàng đồ uống,Thanh Xuân,21.1102173,105.8314161,-1410.353783,14813.087901,1,0.70,60,60,2700,21416.400,21055.100,True,12.394,reality.1000.1,83,true
3,Cục Tần số vô tuyến điện,C,Uỷ ban nhân dân,Thanh Xuân,21.0086620,105.7982264,-4856.287494,3520.653767,1,1.93,60,60,3600,9118.900,8288.200,True,37.839,reality.1000.1,999,true
4,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8528358,105.8816762,3807.920951,-13806.429111,1,1.73,60,60,2700,15302.500,15516.600,True,4.889,reality.1000.1,459,true
5,Không có tên [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8913430,105.7412140,-10775.622442,-9524.623832,1,1.29,60,60,3600,21198.300,21000.400,True,31.633,reality.1000.1,589,true
6,Không có tên [NE],NE,Trường học,Hoàng Mai,21.0757880,105.9954047,15615.827383,10984.724413,1,1.11,60,60,3600,24167.300,25744.900,True,13.743,reality.1000.1,152,true
7,Co.opmart [S],S,Siêu thị,Thanh Xuân,20.8683879,105.8014391,-4522.727648,-12077.114492,1,1.88,60,60,3600,19205.100,19308.600,True,80.07,reality.1000.1,523,true
8,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [E],E,Trường học,Hoàng Mai,20.9346563,105.9887950,14929.572670,-4708.404615,1,0.30,60,60,2700,23340.200,25511.300,True,74.921,reality.1000.1,327,true
9,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8691510,105.8321758,-1331.477630,-11992.261644,1,1.20,60,60,2700,18114.600,16484.500,True,7.756,reality.1000.1,450,true
10,Cà Phê KOK [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.0859680,105.9426070,10134.085327,12116.688767,1,0.82,60,60,1800,21583.200,22951.800,True,17.666,reality.1000.1,171,true
11,Siêu Thị T-Mart [N],N,Siêu thị,Thanh Xuân,21.0733648,105.8473986,249.035592,10715.276867,1,0.32,60,60,1800,15115.500,15901.200,True,162.077,reality.1000.1,9,true
12,Không có tên [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0084005,105.9688261,12856.293740,3491.576294,1,0.57,60,60,1800,17545.900,19830.000,True,36.211,reality.1000.1,322,true
13,Trường Mầm non Lĩnh Nam (cơ sở 2) [W],W,Trường học,Hoàng Mai,20.9803687,105.7816386,-6578.522381,374.582349,1,1.84,60,60,2700,10844.100,11833.100,True,8.148,reality.1000.1,741,true
14,Chợ Nhân Chính [S],S,Chợ dân sinh,Thanh Xuân,20.8842216,105.8205417,-2539.392658,-10316.487382,1,1.82,60,60,3600,11820.100,11952.500,True,11.83,reality.1000.1,500,true
15,Cà Phê Big One [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8956954,105.9746692,13462.955905,-9040.659033,1,0.91,60,60,2700,27746.500,26157.100,True,199.759,reality.1000.1,376,true
16,Không có tên [NW],NW,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.7588808,-8941.359954,12565.660522,1,1.43,60,60,3600,21609.900,21130.500,True,20.765,reality.1000.1,805,true
17,TK mark [SE],SE,Chợ dân sinh,Thanh Xuân,20.8749608,105.9350841,9353.017263,-11346.241359,1,0.30,60,60,3600,28011.700,29615.600,True,26.847,reality.1000.1,379,true
18,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9466063,105.9790780,13920.701307,-3379.625242,1,0.77,60,60,2700,21922.600,24093.200,True,1.792,reality.1000.1,284,true
19,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8867437,105.7408976,-10808.472797,-10036.042658,1,1.32,60,60,1800,20852.000,20654.200,True,4.891,reality.1000.1,576,true
20,Trường Tiểu học Hoàng Liệt [W],W,Trường học,Hoàng Mai,20.9605009,105.7340794,-11516.375105,-1834.616214,1,1.97,60,60,1800,17348.500,16856.400,True,20.891,reality.1000.1,666,true
21,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8705782,105.8501057,530.101319,-11833.564244,1,0.20,60,60,3600,16316.300,14696.200,True,16.702,reality.1000.1,421,true
22,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9817783,105.7471381,-10160.550420,531.322718,1,1.39,60,60,3600,15624.200,15181.700,True,5.154,reality.1000.1,668,true
23,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0582097,105.7435436,-10533.750802,9030.106634,1,0.94,60,60,1800,17856.900,17059.000,True,25.793,reality.1000.1,808,true
24,Trường Đại học Công nghệ và Quản lý Hữu Nghị [SW],SW,Trường học,Hoàng Mai,20.8686382,105.7608077,-8741.298801,-12049.282402,1,1.85,60,60,2700,22253.500,22038.500,True,16.097,reality.1000.1,563,true
25,Thuế cơ sở 4 thành phố Hà Nội [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.9001070,105.9485226,10748.274833,-8550.111494,1,0.97,60,60,2700,24929.700,26533.600,True,32.561,reality.1000.1,391,true
26,AEON MaxValu Linh Đàm [SW],SW,Siêu thị,Hoàng Mai,20.8499186,105.7184901,-13134.940335,-14130.806951,1,1.56,60,60,2700,26349.800,27633.600,True,15.697,reality.1000.1,578,true
27,Cà Phê 3k [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9663732,105.7168924,-13300.822169,-1181.646246,1,0.33,60,60,3600,19887.800,19395.700,True,19.843,reality.1000.1,689,true
28,Không có tên,C,Trường học,Hoàng Mai,20.9579729,105.8318694,-1363.289731,-2115.716989,1,0.82,60,60,3600,3405.800,4044.200,True,35.872,reality.1000.1,920,true
29,9.0cafe,C,Cửa hàng đồ uống,Thanh Xuân,21.0147806,105.8047173,-4182.367238,4201.011046,1,1.87,60,60,2700,8943.400,7331.600,True,1.894,reality.1000.1,998,true
30,Highlands Coffee [E],E,Cửa hàng đồ uống,Hoàng Mai,20.9591197,105.9599854,11938.404571,-1988.198647,1,1.77,60,60,1800,19441.400,21249.400,True,3.534,reality.1000.1,259,true
31,Trường Cao đẳng Hà Nội [W],W,Trường học,Hoàng Mai,20.9419270,105.7167611,-13314.454443,-3899.939662,1,0.26,60,60,2700,20037.900,19545.800,True,3.826,reality.1000.1,730,true
32,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8738937,105.9232149,8120.692885,-11464.897465,1,1.48,60,60,1800,18299.400,18243.900,True,194.532,reality.1000.1,396,true
33,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8705782,105.7343241,-11490.969031,-11833.564244,1,1.25,60,60,1800,22830.900,24114.700,True,9.831,reality.1000.1,544,true
34,siêu thị 24h ninja mark [NE],NE,Siêu thị,Thanh Xuân,21.0849993,105.9369476,9546.495886,12008.974241,1,0.89,60,60,2700,21507.900,23136.400,True,16.275,reality.1000.1,186,true
