trucks_count 5
drones_count 5
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-4182.367238	4201.011046	1	1.87	60	60	3600
12824.128633	8692.841302	1	0.62	60	60	2700
-11490.969031	12208.580254	1	0.29	60	60	2700
595.262137	14377.693047	1	0.82	60	60	1800
14929.572670	-4708.404615	1	0.30	60	60	3600
-11466.310500	9463.566697	1	1.09	60	60	2700
7068.360212	459.857739	1	1.57	60	60	2700
11301.851074	-1692.876041	1	1.85	60	60	3600
11718.440089	-3660.192281	1	1.35	60	60	1800
11134.287269	2871.842490	1	1.92	60	60	1800
-11516.375105	-1834.616214	1	1.97	60	60	1800
-13908.055374	12116.688767	1	0.82	60	60	1800
7242.091245	11412.191070	1	0.98	60	60	3600
-10960.867712	-12039.752997	1	1.97	60	60	1800
-9112.568031	7312.667634	1	0.27	60	60	1800
12092.668343	2214.891744	1	0.38	60	60	1800
4342.943594	-12362.852095	1	1.49	60	60	3600
10748.274833	-8550.111494	1	0.97	60	60	3600
143.912380	8672.503750	1	1.37	60	60	3600
-13698.546109	12839.522507	1	0.80	60	60	1800
-12745.595104	-10549.963370	1	1.12	60	60	2700
12675.056131	1755.045125	1	1.56	60	60	3600
-11878.933384	2723.375024	1	1.20	60	60	2700
-843.529421	-12909.730983	1	1.77	60	60	1800
-12752.260694	-11836.066130	1	0.54	60	60	2700
-4222.391928	-9105.296644	1	1.76	60	60	2700
429.255713	-3112.968688	1	0.52	60	60	1800
-17059.768681	3205.227119	1	1.63	60	60	2700
876.224038	13243.704946	1	1.16	60	60	2700
-3762.580401	3825.906080	1	1.92	60	60	2700
-14689.123437	674.830890	1	1.60	60	60	1800
-3105.552537	3289.179289	1	0.45	60	60	1800
-15043.479510	1883.997881	1	1.36	60	60	3600
-1331.477630	-11992.261644	1	1.20	60	60	2700
-3431.522747	-201.929987	1	1.73	60	60	3600
-8213.149399	10235.715387	1	1.58	60	60	2700
3893.597667	7519.323405	1	1.04	60	60	1800
6721.458802	7569.316644	1	0.23	60	60	2700
-13314.454443	8121.132587	1	0.76	60	60	2700
11134.287269	-9149.229759	1	1.42	60	60	2700
-10775.622442	2496.448418	1	0.82	60	60	3600
-1323.784168	1082.438133	1	1.55	60	60	3600
-10089.056253	32.835862	1	0.73	60	60	1800
-724.524754	13492.181129	1	0.76	60	60	2700
-13908.055374	95.616517	1	0.54	60	60	2700
-10417.040676	-356.401979	1	0.80	60	60	3600
-16543.797998	11965.030006	1	0.98	60	60	2700
-15556.792263	1298.745624	1	1.82	60	60	1800
10792.130680	-556.452771	1	0.68	60	60	2700
8107.766623	11579.661749	1	1.50	60	60	2700
-8127.472683	-16522.821093	1	0.79	60	60	3600
1623.725352	-12915.235132	1	0.86	60	60	2700
13081.272988	12002.391502	1	1.67	60	60	1800
12525.765595	10186.456035	1	1.21	60	60	1800
-13982.653920	-10789.677393	1	1.58	60	60	2700
-12740.289626	-13713.948290	1	0.57	60	60	3600
-13982.653920	1231.394857	1	0.31	60	60	3600
-8665.724296	-1505.879533	1	1.32	60	60	1800
12918.630507	7691.686661	1	0.86	60	60	2700
11938.404571	10032.873602	1	0.39	60	60	3600
11176.554587	2134.375497	1	0.80	60	60	1800
-50.926356	11937.720532	1	1.25	60	60	2700
11289.880006	-11836.066130	1	1.54	60	60	2700
-7740.037839	-1491.279639	1	0.66	60	60	1800
