id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9818113,105.7083422,-14188.550061,534.992151,1,1.86,60,60,3600,20335.300,19869.000,True,12.432,reality.1000.1,716,true
2,Cục Sở hữu Trí tuệ [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8797258,105.9324939,9084.088725,-10816.397533,1,1.77,60,60,3600,27170.300,28774.200,True,140.056,reality.1000.1,386,true
3,Coffee Cây,C,Cửa hàng đồ uống,Thanh Xuân,21.0081670,105.8201771,-2577.247397,3465.612279,1,0.35,60,60,1800,6280.000,6423.000,True,4.217,reality.1000.1,974,true
4,Chợ Xanh Văn Quán [NE],NE,Chợ dân sinh,Thanh Xuân,21.0763192,105.9184660,7627.636467,11043.791158,1,1.42,60,60,3600,17646.900,18871.400,True,171.158,reality.1000.1,226,true
5,MM Mega Market Hoàng Mai [NE],NE,Siêu thị,Hoàng Mai,21.0715654,105.9930988,15376.416404,10515.192716,1,1.62,60,60,2700,23784.400,25787.200,True,14.137,reality.1000.1,150,true
6,Không có tên [SW],SW,Trường học,Hoàng Mai,20.8438070,105.7273268,-12217.466467,-14810.385865,1,1.53,60,60,3600,25962.800,27246.600,True,10.412,reality.1000.1,573,true
7,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9786863,105.9658873,12551.171669,187.508005,1,1.09,60,60,1800,20130.300,22680.400,True,30.214,reality.1000.1,248,true
8,WinMart+,C,Siêu thị,Thanh Xuân,21.0000588,105.7996366,-4709.872922,2564.021575,1,1.59,60,60,1800,8784.600,8243.100,True,18.423,reality.1000.1,996,true
9,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9609439,105.9974578,15828.991301,-1785.356862,1,0.68,60,60,1800,23191.600,24780.000,True,67.874,reality.1000.1,287,true
10,Không có tên [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.1008916,105.7355173,-11367.084570,13776.117374,1,0.97,60,60,3600,23695.600,23525.600,True,10.33,reality.1000.1,812,true
11,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1113303,105.8043318,-4222.391928,14936.847855,1,1.03,60,60,3600,23352.500,22705.200,True,60.827,reality.1000.1,115,true
12,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8758286,105.8014327,-4523.392130,-11249.746402,1,1.58,60,60,3600,17893.900,18690.700,True,5.985,reality.1000.1,524,true
13,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8858929,105.8108756,-3542.979308,-10130.647301,1,1.61,60,60,2700,19730.900,18492.000,True,293.721,reality.1000.1,517,true
14,Không có tên [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1045249,105.7158505,-13408.997848,14180.121901,1,0.40,60,60,3600,25321.500,24837.700,True,120.029,reality.1000.1,845,true
15,Cà Phê Big One [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8956954,105.9746692,13462.955905,-9040.659033,1,0.91,60,60,3600,27746.500,26157.100,True,199.759,reality.1000.1,376,true
16,KFC [W],W,Cửa hàng ăn uống,Hoàng Mai,20.9617756,105.7222912,-12740.289626,-1692.876041,1,0.77,60,60,2700,18912.300,18420.200,True,1.146,reality.1000.1,680,true
17,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1119924,105.9574454,11674.688067,15010.470016,1,0.25,60,60,3600,23424.500,24987.100,True,4.158,reality.1000.1,193,true
18,Trường Tiểu học Tam Hiệp [W],W,Trường học,Hoàng Mai,20.9440831,105.7263036,-12323.700611,-3660.192281,1,1.88,60,60,1800,18977.100,18485.000,True,27.152,reality.1000.1,712,true
19,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8972413,105.9357811,9425.383563,-8868.762796,1,0.91,60,60,3600,24068.600,25672.600,True,45.933,reality.1000.1,398,true
20,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0790687,105.9037910,6103.998796,11349.521609,1,1.36,60,60,2700,18086.800,18773.800,True,130.746,reality.1000.1,97,true
21,Cà Phê Big One [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0038035,105.9746692,13462.955905,2980.413216,1,0.54,60,60,2700,20945.400,20744.400,True,58.745,reality.1000.1,306,true
22,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [S],S,Trường học,Hoàng Mai,20.8608505,105.8606390,1623.725352,-12915.235132,1,0.86,60,60,1800,15966.900,14237.900,True,5.982,reality.1000.1,415,true
23,Trường Mầm Non Đại Từ [E],E,Trường học,Hoàng Mai,20.9644642,105.9583045,11763.884464,-1393.917361,1,1.13,60,60,1800,19527.300,21836.600,True,200.336,reality.1000.1,255,true
24,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8957762,105.7258822,-12367.452633,-9031.674483,1,1.32,60,60,2700,22968.200,22770.400,True,37.48,reality.1000.1,609,true
25,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9618215,105.9720450,13190.497304,-1687.772194,1,1.96,60,60,2700,21194.300,23265.600,True,10.826,reality.1000.1,246,true
26,WinMart+ [SW],SW,Siêu thị,Hoàng Mai,20.8384982,105.7475148,-10121.439394,-15400.697491,1,1.12,60,60,2700,25720.800,27012.700,True,3.006,reality.1000.1,580,true
27,Trường Đại học Công nghệ và Quản lý Hữu Nghị [NW],NW,Trường học,Hoàng Mai,21.0848544,105.7608077,-8741.298801,11992.862096,1,1.38,60,60,3600,21891.400,21412.000,True,24.142,reality.1000.1,804,true
28,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1069720,105.7416300,-10732.431078,14452.227006,1,1.60,60,60,3600,28152.100,27363.300,True,450.665,reality.1000.1,817,true
29,Delícia Coffee & Lounge [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.0772343,105.7074065,-14285.699483,11145.545636,1,1.09,60,60,1800,21926.800,21443.000,True,24.632,reality.1000.1,835,true
30,Trường Mầm non Định Công (Cơ sở 3) [W],W,Trường học,Hoàng Mai,20.9712520,105.7205650,-12919.513023,-639.148438,1,0.71,60,60,1800,20083.200,19591.100,True,412.348,reality.1000.1,673,true
31,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [SW],SW,Trường học,Hoàng Mai,20.8608505,105.7448574,-10397.344998,-12915.235132,1,1.26,60,60,2700,22979.700,24263.500,True,2.9,reality.1000.1,538,true
32,Trường Tiểu học Chu Văn An [E],E,Trường học,Hoàng Mai,20.9530722,105.9497993,10880.828715,-2660.649966,1,0.89,60,60,2700,20019.500,20628.900,True,9.5,reality.1000.1,289,true
33,Không có tên,C,Cửa hàng đồ uống,Thanh Xuân,21.0055089,105.8457566,78.554294,3170.045044,1,1.94,60,60,1800,4567.000,4431.300,True,7.864,reality.1000.1,942,true
34,Starbucks [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9811356,105.9130793,7068.360212,459.857739,1,1.57,60,60,3600,14048.400,15652.300,True,11.458,reality.1000.1,358,true
35,Cà Phê Parkland [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.0887849,105.7277073,-12177.960905,12429.913755,1,0.56,60,60,1800,22594.700,22424.700,True,38.58,reality.1000.1,794,true
36,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8609000,105.7210939,-12864.599772,-12909.730983,1,1.19,60,60,1800,25928.200,27275.200,True,50.817,reality.1000.1,560,true
37,Cà Phê KOK [W],W,Cửa hàng đồ uống,Thanh Xuân,20.9778599,105.7110438,-13908.055374,95.616517,1,0.54,60,60,2700,21418.300,20926.200,True,50.32,reality.1000.1,706,true
38,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8858351,105.7001079,-15043.479510,-10137.074368,1,0.92,60,60,1800,23968.000,23958.200,True,42.83,reality.1000.1,630,true
39,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8799661,105.9418885,10059.486780,-10789.677393,1,1.36,60,60,2700,26626.500,28230.400,True,8.539,reality.1000.1,375,true
40,Delícia Coffee & Lounge [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0772343,105.8231881,-2264.629133,11145.545636,1,1.50,60,60,3600,15006.500,13326.600,True,6.747,reality.1000.1,58,true
41,WinMart+ [E],E,Siêu thị,Hoàng Mai,20.9466063,105.9790780,13920.701307,-3379.625242,1,0.77,60,60,1800,21922.600,24093.200,True,1.792,reality.1000.1,284,true
42,Trường Mầm non A Tứ Hiệp [NE],NE,Trường học,Hoàng Mai,21.0510547,105.9761550,13617.219677,8234.506934,1,0.61,60,60,3600,20429.600,22329.400,True,5.083,reality.1000.1,170,true
43,WinMart+,C,Siêu thị,Thanh Xuân,20.9750659,105.8256365,-2010.423035,-215.062108,1,1.44,60,60,1800,4666.500,4636.500,True,5.568,reality.1000.1,946,true
44,WinMart+,C,Siêu thị,Hoàng Mai,20.9878361,105.8516807,693.626316,1204.919345,1,1.17,60,60,2700,2244.600,2848.600,True,1.454,reality.1000.1,903,true
45,Không có tên [N],N,Cửa hàng đồ uống,Hoàng Mai,21.0900057,105.8746624,3079.710396,12565.660522,1,0.72,60,60,3600,17689.100,19174.000,True,73.177,reality.1000.1,27,true
46,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9618215,105.7404818,-10851.643396,-1687.772194,1,1.33,60,60,2700,17051.100,16676.600,True,8.418,reality.1000.1,661,true
47,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1144884,105.8282764,-1736.334375,15288.012552,1,0.59,60,60,2700,20708.200,20460.900,True,1.002,reality.1000.1,95,true
48,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [NW],NW,Trường học,Hoàng Mai,21.0770667,105.7448574,-10397.344998,11126.909366,1,0.81,60,60,1800,20070.300,19603.500,True,27.918,reality.1000.1,779,true
49,UBND phường Khương Thượng [S],S,Uỷ ban nhân dân,Thanh Xuân,20.8880868,105.8368660,-844.515763,-9886.696752,1,0.57,60,60,1800,12602.100,12953.500,True,12.39,reality.1000.1,474,true
50,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [NE],NE,Trường học,Hoàng Mai,21.0621079,105.9661248,12575.830201,9463.566697,1,0.31,60,60,3600,19125.800,21025.600,True,0.43,reality.1000.1,140,true
51,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1020513,105.9316711,8998.661190,13905.070130,1,0.56,60,60,1800,20119.300,21329.000,True,0.0,reality.1000.1,217,true
52,Trường Mầm non Yên Mỹ [W],W,Trường học,Hoàng Mai,20.9365148,105.7667198,-8127.472683,-4501.748844,1,0.73,60,60,2700,12575.800,13196.200,True,21.796,reality.1000.1,747,true
53,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1134575,105.7042179,-14616.757137,15173.381703,1,1.09,60,60,3600,27832.500,27348.700,True,5.968,reality.1000.1,879,true
54,Trường Mầm non Lĩnh Nam (cơ sở 2),C,Trường học,Hoàng Mai,20.9864265,105.8861812,4275.654355,1048.178976,1,0.29,60,60,1800,6447.100,8210.000,True,36.225,reality.1000.1,977,true
55,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [E],E,Trường học,Hoàng Mai,20.9346563,105.9887950,14929.572670,-4708.404615,1,0.30,60,60,3600,23340.200,25511.300,True,74.921,reality.1000.1,327,true
56,TK mark [W],W,Chợ dân sinh,Thanh Xuân,20.9830689,105.7035209,-14689.123437,674.830890,1,1.60,60,60,3600,21369.100,20902.700,True,28.847,reality.1000.1,731,true
57,Trường Quốc tế Singapore [S],S,Trường học,Hoàng Mai,20.8554805,105.8862330,4281.032511,-13512.351888,1,1.90,60,60,3600,15365.400,15309.900,True,94.889,reality.1000.1,469,true
58,Chợ Nhân Chính [SW],SW,Chợ dân sinh,Thanh Xuân,20.8842216,105.7047601,-14560.463008,-10316.487382,1,0.79,60,60,1800,25063.600,25053.800,True,27.412,reality.1000.1,620,true
59,Siêu Thị T-Mart [SW],SW,Siêu thị,Thanh Xuân,20.8571486,105.7316170,-11772.034758,-13326.867631,1,1.25,60,60,3600,24395.100,25678.900,True,67.582,reality.1000.1,545,true
60,WinMart+,C,Siêu thị,Thanh Xuân,20.9880596,105.7961943,-5067.271079,1229.771411,1,0.69,60,60,3600,8722.100,8430.900,True,3.184,reality.1000.1,995,true
61,WinMart+ [SW],SW,Siêu thị,Hoàng Mai,20.8678818,105.7660255,-8199.558655,-12133.390245,1,1.08,60,60,1800,22507.800,22674.700,True,6.915,reality.1000.1,579,true
62,Không có tên,C,Uỷ ban nhân dân,Thanh Xuân,20.9988413,105.8400599,-512.907834,2428.641751,1,1.56,60,60,2700,3696.000,3141.400,True,32.552,reality.1000.1,927,true
63,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0983381,105.9538033,11296.545596,13492.181129,1,1.52,60,60,3600,24169.500,24979.200,True,93.805,reality.1000.1,163,true
64,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8762524,105.8288433,-1677.475759,-11202.621992,1,0.62,60,60,3600,14524.100,14875.500,True,11.402,reality.1000.1,468,true
65,Noble Moment [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1119743,105.6984168,-15219.058636,15008.457387,1,1.01,60,60,1800,26338.800,25855.000,True,37.175,reality.1000.1,881,true
66,WinMart+,C,Siêu thị,Thanh Xuân,21.0065803,105.8150887,-3105.552537,3289.179289,1,0.45,60,60,2700,6544.000,5858.200,True,3.616,reality.1000.1,979,true
67,Cục Tần số vô tuyến điện [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8944961,105.6936838,-15710.464230,-9174.015108,1,0.33,60,60,2700,23405.200,23395.400,True,87.416,reality.1000.1,646,true
68,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp (cơ sở 218 Lĩnh Nam) [SW],SW,Trường học,Hoàng Mai,20.8658182,105.7710477,-7678.126756,-12362.852095,1,1.36,60,60,3600,20190.400,20119.100,True,99.698,reality.1000.1,590,true
69,Trường Tiểu học Chu Văn An [NE],NE,Trường học,Hoàng Mai,21.0551766,105.9685163,12824.128633,8692.841302,1,0.62,60,60,2700,19316.000,21215.800,True,1.897,reality.1000.1,159,true
70,Coffee Cây [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8940011,105.9471977,10610.716567,-9229.056597,1,0.86,60,60,3600,25588.300,27192.200,True,180.375,reality.1000.1,384,true
71,Kho bạc Nhà nước Đống Đa [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1162950,105.9533842,11253.032373,15488.897307,1,0.52,60,60,2700,23464.900,25749.500,True,13.784,reality.1000.1,209,true
72,MM Mega Market Hoàng Mai [S],S,Siêu thị,Hoàng Mai,20.8553492,105.8773172,3355.346054,-13526.951782,1,0.80,60,60,3600,15251.000,15410.500,True,47.317,reality.1000.1,444,true
73,Trường mầm non Vườn Hồng [W],W,Trường học,Hoàng Mai,20.9768320,105.7394298,-10960.867712,-18.680748,1,0.61,60,60,1800,17159.000,16792.900,True,12.347,reality.1000.1,659,true
74,Không có tên [NE],NE,Trường học,Hoàng Mai,21.0654581,105.9548880,11409.165002,9836.091941,1,1.15,60,60,3600,19845.100,19168.200,True,31.795,reality.1000.1,148,true
75,Highlands Coffee [E],E,Cửa hàng đồ uống,Hoàng Mai,20.9591197,105.9599854,11938.404571,-1988.198647,1,1.77,60,60,1800,19441.400,21249.400,True,3.534,reality.1000.1,259,true
76,Taste Tea [E],E,Cửa hàng đồ uống,Thanh Xuân,21.0056866,105.9639148,12346.376078,3189.804383,1,1.89,60,60,3600,16692.100,18915.600,True,12.469,reality.1000.1,314,true
77,Trường Trung học cơ sở Tân Định [S],S,Trường học,Hoàng Mai,20.8740398,105.8563845,1182.000209,-11448.651886,1,1.85,60,60,3600,14234.500,14370.900,True,99.565,reality.1000.1,423,true
78,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị),C,Trường học,Hoàng Mai,20.9750164,105.8494000,456.831738,-220.566256,1,1.20,60,60,1800,1550.300,1885.100,True,21.936,reality.1000.1,899,true
79,Taste Tea [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8975785,105.7323516,-11695.764623,-8831.267867,1,0.59,60,60,1800,22361.500,22163.600,True,12.754,reality.1000.1,608,true
80,Siêu thị Đức Thành [NE],NE,Siêu thị,Hoàng Mai,21.0854034,105.9793899,13953.084447,12053.908111,1,0.82,60,60,1800,23106.400,25263.900,True,8.419,reality.1000.1,126,true
81,Trường Tiểu học Chu Văn An [W],W,Trường học,Hoàng Mai,20.9530722,105.7182361,-13161.311985,-2660.649966,1,0.85,60,60,2700,22307.400,21815.300,True,16.708,reality.1000.1,702,true
82,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9839367,105.9172143,7497.678220,771.325848,1,0.29,60,60,2700,13207.400,14811.300,True,12.302,reality.1000.1,353,true
83,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1119924,105.8416638,-346.382283,15010.470016,1,1.20,60,60,3600,22784.800,22423.400,True,6.446,reality.1000.1,72,true
84,UBND phường Khương Thượng [N],N,Uỷ ban nhân dân,Thanh Xuân,21.1043030,105.8368660,-844.515763,14155.447747,1,0.26,60,60,1800,23541.700,23180.300,True,9.718,reality.1000.1,59,true
85,Đảng uỷ - HĐND - UBND phường Thanh Xuân [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.0967880,105.9267271,8485.348437,13319.817873,1,1.45,60,60,2700,19433.600,20643.300,True,22.768,reality.1000.1,220,true
86,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8738937,105.9232149,8120.692885,-11464.897465,1,1.48,60,60,1800,18299.400,18243.900,True,194.532,reality.1000.1,396,true
87,WinMart+,C,Siêu thị,Hoàng Mai,20.9596913,105.8444889,-53.065159,-1924.639627,1,1.35,60,60,1800,2423.300,2695.800,True,16.566,reality.1000.1,905,true
88,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0582097,105.8593252,1487.319548,9030.106634,1,1.26,60,60,1800,13327.800,14113.500,True,259.783,reality.1000.1,30,true
89,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0924686,105.8288433,-1677.475759,12839.522507,1,1.73,60,60,3600,24593.100,24231.800,True,161.996,reality.1000.1,53,true
90,Chợ Nhân Chính [W],W,Chợ dân sinh,Thanh Xuân,20.9923297,105.7047601,-14560.463008,1704.584867,1,0.78,60,60,2700,20422.900,19956.600,True,25.706,reality.1000.1,742,true
91,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0843585,105.8445095,-50.926356,11937.720532,1,1.25,60,60,3600,20780.500,21480.400,True,51.363,reality.1000.1,12,true
92,Trường Mầm non Định Công (Cơ sở 3) [S],S,Trường học,Hoàng Mai,20.8652302,105.8396319,-557.345103,-12428.234712,1,1.82,60,60,3600,17605.100,15984.900,True,11.865,reality.1000.1,431,true
93,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1144884,105.7124948,-13757.404725,15288.012552,1,0.63,60,60,2700,26721.700,26237.900,True,8.602,reality.1000.1,871,true
94,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0690520,105.8816762,3807.920951,10235.715387,1,1.28,60,60,2700,15082.800,16243.000,True,7.137,reality.1000.1,45,true
95,9.0cafe [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.9006147,105.7001747,-15036.543974,-8493.657830,1,1.79,60,60,2700,22479.600,22469.800,True,49.099,reality.1000.1,644,true
96,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0707607,105.7755360,-7212.127236,10425.714159,1,1.47,60,60,2700,19121.300,18507.800,True,3.014,reality.1000.1,844,true
97,Không có tên [E],E,Trường học,Hoàng Mai,20.9573500,105.9548880,11409.165002,-2184.980309,1,0.30,60,60,2700,19084.800,21504.300,True,63.33,reality.1000.1,270,true
