id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,,
1,Trung tâm Công nghệ Phần mềm Thủy lợi [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0028271,105.9522405,11134.287269,2871.842490,1,1.92,60,60,1800,16531.900,18631.600,True,3.374,reality.1000.1,320,true,false
2,Trạm xăng,,amenity:fuel,,20.9412990,106.0310280,19336.155673,-3974.235320,1,0.96,60,60,1800,27281.305,27281.305,true,,openstreetmap_20_30_ring,node:481838115,true,true
3,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8789786,105.9635518,12308.687459,-10899.482383,1,0.78,60,60,2700,29941.900,29716.300,True,39.527,reality.1000.1,365,true,false
4,Cà Phê Parkland [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.0887849,105.9592705,11864.179796,12429.913755,1,0.25,60,60,2700,21760.700,21844.300,True,11.69,reality.1000.1,136,true,false
5,Không có tên,,amenity:toilets,,20.8468431,106.0591667,22260.953465,-14489.066108,1,1.66,60,60,3600,36707.396,36707.396,true,,openstreetmap_20_30_ring,node:6385048438,true,true
6,Phương Lâm ( Lê Thị Dung ),,shop:convenience,,20.8131320,105.6447726,-20812.072249,-18241.785760,1,0.71,60,60,1800,38247.033,38247.033,true,,openstreetmap_20_30_ring,node:5634577121,true,true
7,Trường Mầm non Hoa Mai [N],N,Trường học,Hoàng Mai,21.0819029,105.8604493,1604.029674,11664.670270,1,0.50,60,60,1800,20392.000,19288.800,True,2.208,reality.1000.1,3,true,false
8,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9879954,105.7376578,-11144.846312,1222.632696,1,1.50,60,60,3600,17197.300,16968.100,True,14.809,reality.1000.1,675,true,false
9,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp (cơ sở 218 Lĩnh Nam) [NE],NE,Trường học,Hoàng Mai,21.0820344,106.0026109,16364.013944,11679.292403,1,0.33,60,60,2700,26437.100,28051.500,True,3.341,reality.1000.1,173,true,true
10,Trung tâm Công nghệ Phần mềm Thủy lợi [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.8947190,105.7206773,-12907.853431,-9149.229759,1,1.29,60,60,1800,23124.300,23105.200,True,13.323,reality.1000.1,612,true,false
11,Trường Tiểu học Đại Kim [NE],NE,Trường học,Hoàng Mai,21.0801038,105.9489450,10792.130680,11464.619478,1,1.04,60,60,2700,20239.200,21219.200,True,7.245,reality.1000.1,151,true,false
12,Everything Coffee 'N Bagel [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1062016,105.9216212,7955.226353,14366.562434,1,0.33,60,60,3600,20815.900,22025.600,True,8.178,reality.1000.1,233,true,false
13,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0901099,105.6916517,-15921.447815,12577.247033,1,1.39,60,60,2700,25385.400,24901.600,True,176.248,reality.1000.1,877,true,false
14,Trường Mầm non Đại Thanh [N],N,Trường học,Hoàng Mai,21.0461730,105.8536449,897.560157,7691.686661,1,1.11,60,60,2700,14000.100,12338.900,True,5.459,reality.1000.1,64,true,false
15,Chùa Đống Cao,,amenity:place_of_worship,,21.1673784,106.0315375,19389.114213,21192.923488,1,1.23,60,60,1800,39697.002,39697.002,true,,openstreetmap_20_30_ring,node:6546579569,true,true
16,Chợ Trung Kính [N],N,Chợ dân sinh,Thanh Xuân,21.1152762,105.8105359,-3578.248795,15375.611916,1,1.08,60,60,2700,22958.200,22310.900,True,66.828,reality.1000.1,113,true,false
17,Không có tên [S],S,Uỷ ban nhân dân,Thanh Xuân,20.8846754,105.8512989,653.985780,-10266.027124,1,1.03,60,60,3600,11393.200,11492.400,True,107.547,reality.1000.1,447,true,false
18,Phường Ô Chợ Dừa [NE],NE,Chợ dân sinh,Thanh Xuân,21.1232191,105.9507123,10975.621301,16258.822099,1,0.90,60,60,2700,24845.700,27068.000,True,7.109,reality.1000.1,225,true,true
19,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [W],W,Trường học,Hoàng Mai,20.9388405,105.7499887,-9864.585749,-4243.142803,1,0.41,60,60,1800,15334.900,15316.500,True,240.926,reality.1000.1,722,true,false
20,Chợ Xanh Văn Quán [W],W,Chợ dân sinh,Thanh Xuân,20.9682111,105.6869028,-16414.504234,-977.281091,1,1.15,60,60,2700,24763.300,24271.200,True,34.973,reality.1000.1,762,true,true
21,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0843585,105.7287279,-12071.996706,11937.720532,1,0.42,60,60,3600,21221.400,21070.900,True,62.893,reality.1000.1,789,true,false
22,Trường Trung học cơ sở Yên Mỹ [NW],NW,Trường học,Hoàng Mai,21.0497070,105.7668154,-8117.546976,8084.649532,1,1.31,60,60,2700,15447.200,15541.200,True,190.801,reality.1000.1,857,true,false
23,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9818113,105.7083422,-14188.550061,534.992151,1,1.86,60,60,3600,20335.300,19869.000,True,12.432,reality.1000.1,716,true,false
24,Npp Điện gia dụng Quang Huy,,shop:electronics,,20.8467929,106.0107071,17223.957048,-14494.654372,1,0.83,60,60,1800,31110.809,31110.809,true,,openstreetmap_20_30_ring,node:4744802321,true,true
25,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1086306,105.8263277,-1938.658922,14636.654911,1,1.88,60,60,1800,21870.100,21185.300,True,32.249,reality.1000.1,87,true,false
26,Nhà Văn Hóa Thôn Thế Trụ,,amenity:community_centre,,20.9714242,105.6187375,-23518.217274,-620.698056,1,1.60,60,60,3600,32513.661,32513.661,true,,openstreetmap_20_30_ring,node:6184420089,true,true
27,Delícia Coffee & Lounge [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9691262,105.9389697,9756.441218,-875.526613,1,1.30,60,60,1800,15519.500,17068.600,True,13.265,reality.1000.1,301,true,false
