id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9820018,105.9232149,8120.692885,556.174784,1,0.63,60,60,1800,13960.800,15531.400,True,36.691,reality.1000.1,345,true
2,Trường Mầm Non Đại Từ [E],E,Trường học,Hoàng Mai,20.9644642,105.9583045,11763.884464,-1393.917361,1,1.13,60,60,2700,19527.300,21836.600,True,200.336,reality.1000.1,255,true
3,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0961035,105.7376578,-11144.846312,13243.704946,1,1.68,60,60,3600,23041.400,22871.400,True,51.363,reality.1000.1,797,true
4,Noble Moment [N],N,Cửa hàng đồ uống,Thanh Xuân,21.1119743,105.8141984,-3197.988286,15008.457387,1,1.53,60,60,1800,22363.000,21715.800,True,12.592,reality.1000.1,104,true
5,Trường Trung học cơ sở Yên Mỹ [SW],SW,Trường học,Hoàng Mai,20.8334908,105.7668154,-8117.546976,-15957.494967,1,0.34,60,60,2700,25283.100,26587.600,True,0.696,reality.1000.1,616,true
6,Thuế cơ sở 4 thành phố Hà Nội [SW],SW,Uỷ ban nhân dân,Thanh Xuân,20.9001070,105.7169594,-13293.865867,-8550.111494,1,1.35,60,60,2700,22322.300,22303.200,True,40.781,reality.1000.1,628,true
7,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [NE],NE,Trường học,Hoàng Mai,21.0427644,105.9887950,14929.572670,7312.667634,1,1.03,60,60,3600,22132.300,24032.100,True,21.552,reality.1000.1,205,true
8,Noble Moment [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8957581,105.9299800,8823.082064,-9033.687111,1,0.84,60,60,2700,23732.600,25336.500,True,74.23,reality.1000.1,401,true
9,WinMart+ [NE],NE,Siêu thị,Hoàng Mai,21.0876563,105.9849201,14527.259647,12304.419161,1,1.25,60,60,3600,24182.400,25838.800,True,21.626,reality.1000.1,135,true
10,KFC [SW],SW,Cửa hàng ăn uống,Hoàng Mai,20.8536675,105.7222912,-12740.289626,-13713.948290,1,0.57,60,60,2700,26532.500,27816.300,True,78.989,reality.1000.1,562,true
11,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8951141,105.6885502,-16243.462278,-9105.296644,1,1.92,60,60,2700,23643.100,23633.300,True,3.879,reality.1000.1,651,true
12,Trường Mầm Non Đại Từ [SW],SW,Trường học,Hoàng Mai,20.8563561,105.7267413,-12278.256236,-13414.989611,1,0.22,60,60,1800,24902.700,26186.500,True,14.053,reality.1000.1,551,true
13,Không có tên [W],W,Trường học,Hoàng Mai,20.9519151,105.7273268,-12217.466467,-2789.313615,1,1.93,60,60,3600,18474.900,17982.700,True,47.752,reality.1000.1,690,true
14,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9843605,105.7130617,-13698.546109,818.450258,1,1.42,60,60,2700,19169.900,18703.500,True,113.076,reality.1000.1,709,true
15,Chợ Xanh Văn Quán [W],W,Chợ dân sinh,Thanh Xuân,20.9682111,105.6869028,-16414.504234,-977.281091,1,1.15,60,60,3600,24763.300,24271.200,True,34.973,reality.1000.1,762,true
16,WinMart+ [W],W,Siêu thị,Hoàng Mai,20.9759899,105.7660255,-8199.558655,-112.317995,1,0.65,60,60,1800,13340.900,12830.500,True,1.979,reality.1000.1,696,true
