id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,Chợ Nhân Chính [N],N,Chợ dân sinh,Thanh Xuân,21.1004378,105.8205417,-2539.392658,13725.657116,1,1.48,60,60,2700,23216.800,23220.800,True,63.489,reality.1000.1,86,true
2,Trường Mầm non Định Công (Cơ sở 3) [W],W,Trường học,Hoàng Mai,20.9712520,105.7205650,-12919.513023,-639.148438,1,0.71,60,60,2700,20083.200,19591.100,True,412.348,reality.1000.1,673,true
3,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị) [E],E,Trường học,Hoàng Mai,20.9689586,105.9764206,13644.795702,-894.162883,1,1.50,60,60,2700,21544.000,23889.600,True,20.345,reality.1000.1,242,true
4,UBND phường Khương Thượng [N],N,Uỷ ban nhân dân,Thanh Xuân,21.1043030,105.8368660,-844.515763,14155.447747,1,0.26,60,60,1800,23541.700,23180.300,True,9.718,reality.1000.1,59,true
5,siêu thị 24h ninja mark [E],E,Siêu thị,Thanh Xuân,20.9768912,105.9369476,9546.495886,-12.098008,1,0.46,60,60,2700,14884.000,16477.500,True,83.884,reality.1000.1,308,true
6,Everything Coffee 'N Bagel [S],S,Cửa hàng đồ uống,Thanh Xuân,20.8899854,105.8058396,-4065.843997,-9675.582064,1,0.47,60,60,3600,17708.700,17589.200,True,104.731,reality.1000.1,528,true
7,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8649434,105.8270746,-1861.111735,-12460.125417,1,0.90,60,60,1800,19575.600,17929.600,True,60.078,reality.1000.1,460,true
8,Cà Phê Big One [NE],NE,Cửa hàng đồ uống,Thanh Xuân,21.1119116,105.9746692,13462.955905,15001.485465,1,0.95,60,60,2700,24189.200,26142.400,True,44.945,reality.1000.1,184,true
9,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1029599,105.9724608,13233.667903,14006.101841,1,1.30,60,60,1800,22654.900,25012.500,True,33.351,reality.1000.1,158,true
10,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1063017,105.8507333,595.262137,14377.693047,1,0.82,60,60,1800,20380.500,20871.900,True,2.614,reality.1000.1,48,true
11,Trung tâm Công nghệ Phần mềm Thủy lợi [E],E,Uỷ ban nhân dân,Thanh Xuân,21.0028271,105.9522405,11134.287269,2871.842490,1,1.92,60,60,2700,16531.900,18631.600,True,3.374,reality.1000.1,320,true
12,Trung tâm Công nghệ Phần mềm Thủy lợi [NW],NW,Uỷ ban nhân dân,Thanh Xuân,21.1109352,105.7206773,-12907.853431,14892.914739,1,1.74,60,60,2700,26308.100,25824.400,True,31.596,reality.1000.1,853,true
13,Trường Mầm non Tứ Hiệp (điểm Đồng Trì) [NE],NE,Trường học,Hoàng Mai,21.0427644,105.9887950,14929.572670,7312.667634,1,1.03,60,60,2700,22132.300,24032.100,True,21.552,reality.1000.1,205,true
14,Không có tên [NE],NE,Uỷ ban nhân dân,Thanh Xuân,21.1008916,105.9670805,12675.056131,13776.117374,1,0.39,60,60,3600,22512.800,24494.600,True,24.849,reality.1000.1,153,true
