id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_40mile_square,outside_25mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,,
1,WinMart+ [SW],SW,Siêu thị,Hoàng Mai,20.8481786,105.7599399,-8831.398479,-14324.286123,1,1.65,60,60,1800,23769.000,25060.900,True,8.703,reality.1000.1,575,true,false
2,Cafe Dinh [NW],NW,Cửa hàng đồ uống,Hoàng Mai,21.0421318,105.7498144,-9882.682515,7242.325723,1,1.63,60,60,1800,16346.400,15550.200,True,27.587,reality.1000.1,856,true,false
3,Không có tên,,leisure:park,,20.9580163,105.5683233,-28758.379074,-2113.265484,1,0.78,60,60,3600,39386.530,39386.530,true,,openstreetmap_25_40_ring,node:3775880166,true,true
4,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0951948,105.7319886,-11733.453241,13142.662116,1,1.16,60,60,1800,23224.900,23054.900,True,8.583,reality.1000.1,800,true,false
5,Chợ Trung Kính [N],N,Chợ dân sinh,Thanh Xuân,21.1152762,105.8105359,-3578.248795,15375.611916,1,1.08,60,60,1800,22958.200,22310.900,True,66.828,reality.1000.1,113,true,false
6,Trường Đại học Công nghệ và Quản lý Hữu Nghị [W],W,Trường học,Hoàng Mai,20.9767463,105.7608077,-8741.298801,-28.210153,1,1.81,60,60,2700,13477.400,13110.300,True,6.469,reality.1000.1,681,true,false
7,Thuế cơ sở 4 thành phố Hà Nội [W],W,Uỷ ban nhân dân,Thanh Xuân,21.0082151,105.7169594,-13293.865867,3470.960755,1,1.58,60,60,1800,18327.600,18334.500,True,10.394,reality.1000.1,750,true,false
8,Trường Mầm non A Tứ Hiệp [SW],SW,Trường học,Hoàng Mai,20.8348385,105.7445918,-10424.921023,-15807.637564,1,0.79,60,60,3600,28483.900,29788.700,True,10.556,reality.1000.1,587,true,false
9,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nhị),C,Trường học,Hoàng Mai,20.9750164,105.8494000,456.831738,-220.566256,1,1.20,60,60,2700,1550.300,1885.100,True,21.936,reality.1000.1,899,true,false
10,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0876886,105.7714892,-7632.287845,12308.010757,1,1.16,60,60,1800,20849.100,19256.500,True,10.939,reality.1000.1,834,true,false
11,Trường Quốc tế Singapore [E],E,Trường học,Hoàng Mai,20.9635886,106.0020146,16302.102861,-1491.279639,1,1.01,60,60,2700,24267.000,25285.000,True,115.876,reality.1000.1,297,true,false
12,WinMart+ [S],S,Siêu thị,Thanh Xuân,20.8649434,105.8270746,-1861.111735,-12460.125417,1,0.90,60,60,2700,19575.600,17929.600,True,60.078,reality.1000.1,460,true,false
13,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8678818,105.8818071,3821.511695,-12133.390245,1,1.01,60,60,1800,14192.600,13707.900,True,48.828,reality.1000.1,455,true,false
14,Trường Mầm non Lĩnh Nam (cơ sở 2) [S],S,Trường học,Hoàng Mai,20.8722606,105.8974202,5442.547969,-11646.489900,1,1.04,60,60,1800,15438.500,15383.000,True,4.478,reality.1000.1,499,true,false
15,Viên Thông Tự,,amenity:place_of_worship,,21.1743736,105.8409905,-416.756167,21971.629152,1,0.54,60,60,3600,30016.102,30016.102,true,,openstreetmap_25_40_ring,node:7087736276,true,true
16,Co.opmart [NW],NW,Siêu thị,Thanh Xuân,21.0846041,105.6856575,-16543.797998,11965.030006,1,0.98,60,60,2700,23861.500,23365.200,True,56.486,reality.1000.1,883,true,false
17,Tuấn Nguyệt,,shop:electronics,,20.8722509,106.1287960,29498.374628,-11660.669812,1,1.88,60,60,1800,43325.138,43325.138,true,,openstreetmap_25_40_ring,node:5055121421,true,true
18,Không có tên,,amenity:fuel,,20.7954013,105.8883193,4502.702434,-20215.567284,1,1.17,60,60,1800,28288.763,28288.763,true,,openstreetmap_25_40_ring,node:4437511891,true,true
19,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.0907566,105.9282364,8642.052106,12649.156792,1,1.36,60,60,3600,19376.700,20586.400,True,33.021,reality.1000.1,212,true,false
20,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9940010,105.6950940,-15564.049658,1890.424948,1,0.75,60,60,3600,21658.700,20777.500,True,32.208,reality.1000.1,759,true,false
21,5050 Rooftop Cafe & Pub [N],N,Cửa hàng đồ uống,Thanh Xuân,21.0859574,105.8110538,-3524.477623,12115.510100,1,0.43,60,60,2700,17256.400,16173.600,True,30.527,reality.1000.1,92,true,false
22,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ) [E],E,Trường học,Hoàng Mai,20.9539998,105.9661248,12575.830201,-2557.505552,1,0.91,60,60,3600,18778.000,20921.300,True,41.029,reality.1000.1,262,true,false
23,Không có tên,,amenity:cafe,,21.2062207,105.9865278,14710.707920,25516.848324,1,0.78,60,60,3600,40230.208,40230.208,true,,openstreetmap_25_40_ring,node:5565795846,true,true
24,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0582097,105.7435436,-10533.750802,9030.106634,1,0.94,60,60,3600,17856.900,17059.000,True,25.793,reality.1000.1,808,true,false
25,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9941203,105.7095738,-14060.678704,1903.690503,1,1.35,60,60,1800,21131.700,19766.400,True,6.759,reality.1000.1,734,true,false
26,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1134575,105.9357811,9425.383563,15173.381703,1,0.49,60,60,2700,22476.400,23369.900,True,144.568,reality.1000.1,224,true,false
27,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8824889,105.7173614,-13252.128058,-10509.154832,1,0.37,60,60,3600,25334.400,25315.300,True,5.758,reality.1000.1,593,true,false
28,Trường Trung học cơ sở Yên Mỹ [NW],NW,Trường học,Hoàng Mai,21.0497070,105.7668154,-8117.546976,8084.649532,1,1.31,60,60,3600,15447.200,15541.200,True,190.801,reality.1000.1,857,true,false
29,Chợ Xanh Văn Quán [NW],NW,Chợ dân sinh,Thanh Xuân,21.0763192,105.6869028,-16414.504234,11043.791158,1,0.81,60,60,3600,23429.600,22933.300,True,33.958,reality.1000.1,880,true,false
30,Không có tên,C,Trường học,Hoàng Mai,20.9737377,105.8683841,2427.863418,-362.751209,1,1.28,60,60,3600,4483.500,3403.500,True,30.686,reality.1000.1,941,true,false
31,WinMart+,C,Siêu thị,Hoàng Mai,20.9623445,105.8644825,2022.778257,-1629.617247,1,0.45,60,60,2700,3546.800,5248.800,True,3.107,reality.1000.1,921,true,false
32,Siêu thị B11 Kim Liên [W],W,Siêu thị,Thanh Xuân,21.0014919,105.7305874,-11878.933384,2723.375024,1,1.20,60,60,1800,18303.900,17058.600,True,20.819,reality.1000.1,717,true,false
33,Chợ Xanh Văn Quán [E],E,Chợ dân sinh,Thanh Xuân,20.9682111,105.9184660,7627.636467,-977.281091,1,0.65,60,60,3600,14761.900,16406.700,True,35.679,reality.1000.1,349,true,false
