trucks_count 5
drones_count 5
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-14560.463008	-10316.487382	1	0.79	60	60	2700
-13293.865867	-8550.111494	1	1.35	60	60	3600
-7678.126756	-341.779846	1	1.25	60	60	1800
-3689.393880	-9174.015108	1	0.49	60	60	2700
8998.661190	1883.997881	1	0.76	60	60	1800
14929.572670	7312.667634	1	1.03	60	60	2700
-11185.846960	3491.576294	1	1.47	60	60	2700
4808.943114	-13616.430340	1	0.41	60	60	3600
-14060.678704	-10117.381747	1	1.63	60	60	2700
-15036.543974	3527.414419	1	1.16	60	60	2700
11463.725247	-407.162463	1	0.76	60	60	3600
-82.665779	-14009.270896	1	0.39	60	60	3600
15914.668017	7519.323405	1	0.31	60	60	2700
9853.590640	534.992151	1	0.34	60	60	1800
-10533.750802	9030.106634	1	0.94	60	60	2700
13134.898805	-2598.236253	1	0.32	60	60	2700
-13314.454443	8121.132587	1	0.76	60	60	3600
-13982.653920	13252.467106	1	1.27	60	60	1800
-3578.248795	15375.611916	1	1.08	60	60	3600
-10160.550420	531.322718	1	1.39	60	60	1800
9353.017263	-11346.241359	1	0.30	60	60	1800
-731.190344	-11836.066130	1	1.82	60	60	3600
13462.955905	-9040.659033	1	0.91	60	60	1800
-15934.374077	-12462.482749	1	0.79	60	60	3600
-12745.595104	1471.108880	1	0.91	60	60	3600
13190.497304	10333.300055	1	0.38	60	60	1800
9122.981718	-326.757411	1	1.08	60	60	2700
13920.701307	-3379.625242	1	0.77	60	60	3600
-10739.740386	7342.679145	1	0.58	60	60	3600
-2395.833284	117.143855	1	1.02	60	60	3600
1060.202638	-12039.752997	1	1.15	60	60	2700
-3128.477184	1904.991483	1	1.46	60	60	2700
-719.219276	10328.196208	1	1.90	60	60	2700
11763.884464	-1393.917361	1	1.13	60	60	1800
-15043.479510	1883.997881	1	1.36	60	60	2700
5952.164538	-11718.811080	1	0.62	60	60	3600
-12907.853431	2871.842490	1	0.64	60	60	2700
9103.348336	14503.232119	1	0.35	60	60	1800
1426.145625	9602.237890	1	0.93	60	60	1800
11674.688067	-9031.674483	1	1.12	60	60	3600
-13431.424133	14813.087901	1	0.57	60	60	2700
-12907.853431	14892.914739	1	1.74	60	60	2700
15842.582045	-112.317995	1	1.70	60	60	3600
2156.484601	7777.929446	1	0.87	60	60	1800
-15043.479510	13905.070130	1	1.74	60	60	2700
-3913.303727	-12462.482749	1	1.77	60	60	3600
11289.880006	12206.078368	1	1.87	60	60	3600
-11425.808213	2356.620797	1	0.71	60	60	3600
1182.000209	12593.492612	1	0.68	60	60	3600
-5917.071555	-671.550640	1	0.85	60	60	1800
-1113.869985	9911.337547	1	0.23	60	60	1800
-4103.875239	1878.271342	1	0.28	60	60	3600
-12919.513023	-639.148438	1	0.71	60	60	2700
11938.404571	10032.873602	1	0.39	60	60	1800
693.626316	1204.919345	1	1.17	60	60	3600
3893.597667	7519.323405	1	1.04	60	60	1800
-12367.452633	15010.470016	1	0.69	60	60	1800
1860.519930	12552.394967	1	1.20	60	60	1800
10975.621301	4237.749849	1	0.98	60	60	3600
-11516.375105	-13855.688463	1	1.23	60	60	2700
-2397.951322	2185.514044	1	1.85	60	60	2700
3807.920951	-13806.429111	1	1.73	60	60	3600
-10839.070141	-11448.651886	1	1.50	60	60	1800
-11733.453241	1121.589867	1	0.46	60	60	2700
-10533.750802	-15012.037864	1	0.69	60	60	1800
143.912380	-15369.640748	1	0.73	60	60	1800
-388.130474	-325.967927	1	1.19	60	60	3600
-5777.571754	-12387.226023	1	0.72	60	60	2700
10134.085327	12116.688767	1	0.82	60	60	2700
-257.185886	10627.154888	1	1.68	60	60	2700
-11466.310500	-14578.577801	1	1.89	60	60	3600
-3105.552537	3289.179289	1	0.45	60	60	3600
638.993393	12768.368873	1	1.48	60	60	1800
-14560.463008	1704.584867	1	0.78	60	60	2700
-8213.149399	-13806.429111	1	0.48	60	60	3600
8823.082064	15008.457387	1	0.88	60	60	2700
-13698.546109	818.450258	1	1.42	60	60	2700
-4222.391928	14936.847855	1	1.03	60	60	3600
9353.017263	674.830890	1	0.41	60	60	3600
10790.012642	13532.989667	1	1.54	60	60	2700
9005.596726	3527.414419	1	1.63	60	60	3600
-12278.256236	-13414.989611	1	0.22	60	60	3600
-2668.053087	12695.903139	1	1.85	60	60	1800
9756.441218	11145.545636	1	1.98	60	60	1800
-11218.012068	8692.841302	1	0.30	60	60	1800
-12865.586113	-9886.696752	1	1.73	60	60	1800
-4424.519207	-10442.537951	1	0.28	60	60	2700
-14060.678704	1903.690503	1	1.35	60	60	3600
-2039.608354	13924.762752	1	1.48	60	60	3600
-14616.757137	-8868.762796	1	1.23	60	60	1800
15842.582045	11908.754254	1	0.67	60	60	2700
-11367.084570	-10266.027124	1	1.74	60	60	3600
11864.179796	12429.913755	1	0.25	60	60	1800
8442.821555	3354.539667	1	1.49	60	60	2700
11176.554587	-9886.696752	1	1.67	60	60	3600
-11878.933384	-9297.697225	1	1.44	60	60	1800
12308.687459	-10899.482383	1	0.78	60	60	3600
-3559.279895	2945.264500	1	1.70	60	60	1800
-12578.415453	11613.909786	1	1.50	60	60	2700
8478.091042	13911.497197	1	0.31	60	60	1800
12897.294388	1222.632696	1	1.90	60	60	3600
8823.082064	-9033.687111	1	0.84	60	60	2700
10689.592720	12049.882855	1	1.19	60	60	1800
-6578.522381	12395.654599	1	1.93	60	60	1800
-3015.473624	15548.486668	1	1.76	60	60	1800
10159.958615	11582.019081	1	1.44	60	60	1800
-11516.375105	-1834.616214	1	1.97	60	60	1800
-3524.477623	-11926.634398	1	0.39	60	60	2700
-10775.622442	-9524.623832	1	1.29	60	60	3600
989.590987	-3569.546177	1	1.72	60	60	2700
-13293.865867	3470.960755	1	1.58	60	60	3600
13644.795702	-894.162883	1	1.50	60	60	2700
-13882.182085	-439.053168	1	1.14	60	60	2700
12308.687459	13142.662116	1	0.49	60	60	2700
-10121.439394	-3379.625242	1	1.32	60	60	1800
7908.037711	13545.209989	1	0.52	60	60	3600
