id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,,
1,Chùa Hòa Đình,,amenity:place_of_worship,Thành phố Bắc Ninh,21.1702513,106.0475647,21055.016304,21512.734716,1,0.92,60,60,3600,41631.560,41631.560,true,,openstreetmap_20_30_ring,node:6545871112,true,true
2,Cục Tần số vô tuyến điện [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.8944961,105.9252470,8331.676470,-9174.015108,1,1.58,60,60,3600,24075.300,25679.200,True,13.004,reality.1000.1,407,true,false
3,WinMart+,C,Siêu thị,Thanh Xuân,20.9880596,105.7961943,-5067.271079,1229.771411,1,0.69,60,60,3600,8722.100,8430.900,True,3.184,reality.1000.1,995,true,false
4,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.1113303,105.8043318,-4222.391928,14936.847855,1,1.03,60,60,1800,23352.500,22705.200,True,60.827,reality.1000.1,115,true,false
5,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.1134575,105.7042179,-14616.757137,15173.381703,1,1.09,60,60,3600,27832.500,27348.700,True,5.968,reality.1000.1,879,true,false
6,Trường Tiểu học Chu Văn An [NE],NE,Trường học,Hoàng Mai,21.0551766,105.9685163,12824.128633,8692.841302,1,0.62,60,60,1800,19316.000,21215.800,True,1.897,reality.1000.1,159,true,false
7,Trường Mẫu giáo thôn Thế Trụ,,amenity:kindergarten,,20.9709659,105.6184057,-23552.705289,-671.716012,1,1.20,60,60,3600,32587.363,32587.363,true,,openstreetmap_20_30_ring,node:6184420093,true,true
8,Không có tên,,tourism:hotel,,21.1735020,106.0746101,23866.174112,21874.602640,1,0.72,60,60,1800,44774.597,44774.597,true,,openstreetmap_20_30_ring,node:6665107287,true,true
9,WinMart+ [N],N,Siêu thị,Hoàng Mai,21.0898864,105.8629197,1860.519930,12552.394967,1,1.20,60,60,1800,19154.800,18886.000,True,61.221,reality.1000.1,13,true,false
10,WinMart+ [W],W,Siêu thị,Thanh Xuân,20.9939432,105.7001079,-15043.479510,1883.997881,1,1.36,60,60,1800,21377.200,20495.900,True,110.18,reality.1000.1,753,true,false
11,Cafe Dinh [NE],NE,Cửa hàng đồ uống,Hoàng Mai,21.0421318,105.9813776,14159.458185,7242.325723,1,1.26,60,60,1800,21330.000,23621.800,True,180.622,reality.1000.1,201,true,false
12,WinMart+ [NW],NW,Siêu thị,Thanh Xuân,21.0961823,105.7103253,-13982.653920,13252.467106,1,1.27,60,60,1800,24432.800,23949.000,True,232.019,reality.1000.1,839,true,false
13,Trường Mầm non Yên Mỹ [S],S,Trường học,Hoàng Mai,20.8284067,105.8825014,3893.597667,-16522.821093,1,1.03,60,60,2700,19775.400,18163.400,True,34.98,reality.1000.1,505,true,true
14,WinMart+ [N],N,Siêu thị,Thanh Xuân,21.0924686,105.8288433,-1677.475759,12839.522507,1,1.73,60,60,3600,24593.100,24231.800,True,161.996,reality.1000.1,53,true,false
15,Không có tên,,leisure:park,,21.1922217,106.0393316,20199.249950,23958.479644,1,0.66,60,60,3600,43340.279,43340.279,true,,openstreetmap_20_30_ring,node:6545865254,true,true
16,Trường Đại học Kinh tế - Kỹ thuật Công nghiệp (cơ sở 218 Lĩnh Nam) [NW],NW,Trường học,Hoàng Mai,21.0820344,105.7710477,-7678.126756,11679.292403,1,1.98,60,60,2700,19529.700,19050.400,True,31.827,reality.1000.1,830,true,false
17,5050 Rooftop Cafe & Pub [E],E,Cửa hàng đồ uống,Thanh Xuân,20.9778493,105.9268354,8496.592727,94.437851,1,0.54,60,60,1800,13675.000,15377.700,True,29.201,reality.1000.1,336,true,false
18,Tiến hòa,,shop:convenience,,21.0532315,105.6753600,-17632.751244,8486.090580,1,1.72,60,60,3600,27063.891,27063.891,true,,openstreetmap_20_30_ring,node:5187652622,true,true
19,WinMart+ [SW],SW,Siêu thị,Thanh Xuân,20.8649434,105.7112930,-13882.182085,-12460.125417,1,1.96,60,60,3600,28145.700,28135.900,True,61.928,reality.1000.1,584,true,false
20,Snow Island,,amenity:cafe,Thành phố Bắc Ninh,21.1771356,106.0703525,23423.629891,22279.094992,1,1.31,60,60,3600,44709.016,44709.016,true,,openstreetmap_20_30_ring,node:5550137622,true,true
21,Không có tên,,leisure:park,,21.1921982,106.0393893,20205.247414,23955.863624,1,1.76,60,60,1800,43342.860,43342.860,true,,openstreetmap_20_30_ring,node:6545865255,true,true
22,한국왕족발보쌈,,amenity:restaurant,Thành phố Bắc Ninh,21.1726505,106.0590998,22253.999733,21779.813660,1,0.79,60,60,2700,43065.387,43065.387,true,,openstreetmap_20_30_ring,node:5617312023,true,true
23,Trường Trung học cơ sở Tân Định [N],N,Trường học,Hoàng Mai,21.0902560,105.8563845,1182.000209,12593.492612,1,0.68,60,60,2700,19118.400,19878.100,True,113.763,reality.1000.1,10,true,false
24,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8821219,105.9538033,11296.545596,-10549.963370,1,1.22,60,60,1800,26929.400,28533.300,True,84.869,reality.1000.1,369,true,false
25,Siêu thị Đức Thành,C,Siêu thị,Hoàng Mai,20.9833531,105.8523693,765.120483,706.432488,1,1.63,60,60,3600,1886.400,2875.600,True,12.622,reality.1000.1,900,true,false
26,Zom Bar,,amenity:bar,Thành phố Bắc Ninh,21.1871778,106.0666982,23043.793986,23396.992696,1,1.09,60,60,3600,45418.105,45418.105,true,,openstreetmap_20_30_ring,node:5884700795,true,true
27,Thuế cơ sở 4 thành phố Hà Nội [SE],SE,Uỷ ban nhân dân,Thanh Xuân,20.9001070,105.9485226,10748.274833,-8550.111494,1,0.97,60,60,2700,24929.700,26533.600,True,32.561,reality.1000.1,391,true,false
28,Cửa Hàng Tiện Lợi BV Mart [SW],SW,Siêu thị,Thanh Xuân,20.8649222,105.6915272,-15934.374077,-12462.482749,1,0.79,60,60,3600,27255.000,27245.300,True,62.903,reality.1000.1,632,true,false
29,Siêu thị B11 Kim Liên,C,Siêu thị,Thanh Xuân,21.0075497,105.8351300,-1024.756648,3396.971651,1,0.63,60,60,3600,5603.600,4663.200,True,7.839,reality.1000.1,964,true,false
30,Cửa Hàng Điện Tử Yên Vĩnh - Đại Lý VTC Digital,,shop:yes,Thành phố Bắc Ninh,21.1813548,106.0631142,22671.265216,22748.776336,1,1.63,60,60,2700,44418.618,44418.618,true,,openstreetmap_20_30_ring,node:6545240634,true,true
31,WinMart+ [SE],SE,Siêu thị,Thanh Xuân,20.8900855,105.9665149,12616.332487,-9664.451452,1,1.67,60,60,1800,28353.600,28325.700,True,39.717,reality.1000.1,370,true,false
32,AEON MaxValu Linh Đàm [SW],SW,Siêu thị,Hoàng Mai,20.8499186,105.7184901,-13134.940335,-14130.806951,1,1.56,60,60,3600,26349.800,27633.600,True,15.697,reality.1000.1,578,true,false
33,Khu nhà D6 và D3 - Chung cư Kim Chung,,public_transport:platform,,21.1272090,105.7741983,-7359.282974,16721.265880,1,2.00,60,60,2700,25266.720,25266.720,true,,openstreetmap_20_30_ring,node:8807115926,true,true
34,Đảng uỷ - HĐND - UBND phường Thanh Xuân [S],S,Uỷ ban nhân dân,Thanh Xuân,20.8805718,105.8109455,-3535.721913,-10722.326625,1,1.69,60,60,2700,12589.400,12721.700,True,22.76,reality.1000.1,514,true,false
35,Cà Phê Big One [SW],SW,Cửa hàng đồ uống,Thanh Xuân,20.8956954,105.7431060,-10579.184795,-9040.659033,1,1.95,60,60,1800,18150.000,18414.400,True,16.321,reality.1000.1,601,true,false
36,Bếp Huế,,amenity:cafe,Thành phố Bắc Ninh,21.1871509,106.0653334,22901.933700,23393.998188,1,1.85,60,60,2700,45277.688,45277.688,true,,openstreetmap_20_30_ring,node:5202240031,true,true
37,Cổng khu công nghiệp Bắc Thăng Long,,public_transport:platform,,21.1238738,105.7765752,-7112.222809,16349.991416,1,0.62,60,60,1800,24659.325,24659.325,true,,openstreetmap_20_30_ring,node:8807115904,true,true
38,Coffee Cây [W],W,Cửa hàng đồ uống,Thanh Xuân,21.0021092,105.7156345,-13431.424133,2792.015652,1,1.54,60,60,3600,19264.600,17942.700,True,13.366,reality.1000.1,739,true,false
39,Starbucks [SE],SE,Cửa hàng đồ uống,Thanh Xuân,20.8730275,105.9130793,7068.360212,-11561.214511,1,0.54,60,60,2700,17378.500,17323.000,True,29.585,reality.1000.1,409,true,false
40,UBND phường Khương Thượng [S],S,Uỷ ban nhân dân,Thanh Xuân,20.8880868,105.8368660,-844.515763,-9886.696752,1,0.57,60,60,1800,12602.100,12953.500,True,12.39,reality.1000.1,474,true,false
41,Siêu thị Đức Thành [NE],NE,Siêu thị,Hoàng Mai,21.0854034,105.9793899,13953.084447,12053.908111,1,0.82,60,60,1800,23106.400,25263.900,True,8.419,reality.1000.1,126,true,false
