id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_10mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,
1,Đối diện Chợ Láng Hạ B - 564 đường Láng,,public_transport:platform,,21.0123008,105.8086333,-3780.034041,3929.685056,1,0.66,60,60,2700,7353.300,6736.600,true,,osm,node:738813341,true
2,Trường Trung học cơ sở Văn Đức [NW],NW,Trường học,Hoàng Mai,21.0450725,105.7939565,-5299.611548,7569.316644,1,0.44,60,60,3600,12244.600,11868.900,true,9.46,1000.1,892,true
3,Highlands Coffee,,amenity:cafe,,21.0252139,105.8543477,971.620307,5367.171348,1,1.94,60,60,3600,6144.300,7068.600,true,,osm,node:4364106490,true
4,Eab,,amenity:atm,,21.0267539,105.8490553,421.516718,5538.604148,1,1.89,60,60,1800,6463.900,7051.500,true,,osm,node:724829476,true
5,SHB,,amenity:atm,,21.0296331,105.8461126,115.646068,5859.116692,1,0.64,60,60,2700,7127.600,6717.900,true,,osm,node:724828975,true
6,Chợ Nhân Chính,C,Chợ dân sinh,Thanh Xuân,20.9983875,105.8093027,-3706.286272,2378.181494,1,1.66,60,60,1800,7076.400,6910.500,true,12.5,1000.1,983,true
7,BIDV,,amenity:bank,,21.0269265,105.8360080,-934.648073,5557.817980,1,1.05,60,60,1800,8012.200,7478.600,true,,osm,node:1000087490,true
8,Barber Shop Nam,,shop:hairdresser,,21.0265809,105.8496826,486.719647,5519.345788,1,1.53,60,60,2700,6395.900,7119.500,true,,osm,node:4383208489,true
9,Techcombank - ATM,,amenity:atm,,21.0128455,105.8086549,-3777.788890,3990.321060,1,1.78,60,60,3600,7224.600,6865.300,true,,osm,node:724828981,true
10,Vietcombank,,amenity:atm,,21.0304233,105.8476710,277.629560,5947.081756,1,1.93,60,60,1800,7023.100,6901.900,true,,osm,node:724829450,true
11,Delícia Coffee & Lounge,C,Cửa hàng đồ uống,Thanh Xuân,20.9751840,105.8119491,-3431.522747,-201.929987,1,1.73,60,60,1800,5754.500,4883.700,true,12.002,1000.1,968,true
12,Dong A - ATM,,amenity:atm,,21.0198684,105.8174130,-2867.452892,4772.110288,1,1.91,60,60,1800,8077.400,8065.200,true,,osm,node:724829904,true
13,BIDV - Pos - ATM,,amenity:atm,,21.0205940,105.8181506,-2790.785141,4852.884080,1,0.52,60,60,1800,8202.800,7988.400,true,,osm,node:724829195,true
14,Trạm y tế Trung Hòa,,amenity:clinic,,21.0080088,105.8035297,-4310.513345,3451.899616,1,1.06,60,60,3600,8232.000,7793.400,true,,osm,node:446031980,true
15,Dong A - ATM,,amenity:atm,,21.0284104,105.8384013,-685.883256,5723.005728,1,0.60,60,60,2700,7589.600,7192.700,true,,osm,node:724829661,true
16,HSBC,,amenity:atm,,21.0241061,105.8573675,1285.504899,5243.851052,1,0.79,60,60,2700,6484.500,7431.900,true,,osm,node:724829009,true
17,Agribank - ATM,,amenity:atm,,21.0189554,105.8167355,-2937.873718,4670.475128,1,1.12,60,60,2700,7954.300,8188.400,true,,osm,node:724829671,true
18,Không có tên,,shop:books,,21.0259093,105.8537290,907.311280,5444.583276,1,1.97,60,60,1800,6118.500,7213.000,true,,osm,node:4158540490,true
19,Royal Hotel,,tourism:hotel,Đống Đa,21.0295866,105.8349908,-1040.378058,5853.940312,1,0.56,60,60,2700,7477.600,7138.100,true,,osm,node:1388478348,true
20,Cà Phê AnAn,,amenity:cafe,,21.0301997,105.8489580,411.403144,5922.190604,1,1.46,60,60,3600,6799.400,7125.600,true,,osm,node:1629328703,true
21,Oasis Hotel,,tourism:hotel,,21.0210013,105.8183853,-2766.389911,4898.224716,1,0.59,60,60,3600,8237.900,7904.700,true,,osm,node:4240467000,true
22,Trung Nam Hải,,tourism:hotel,,21.0295460,105.8479124,302.721202,5849.420720,1,0.53,60,60,3600,6876.100,6993.700,true,,osm,node:993037690,true
23,Vietcombank,,amenity:atm,Hoàn Kiếm,21.0293925,105.8457300,75.877791,5832.333100,1,0.91,60,60,3600,7175.300,6670.200,true,,osm,node:1491048061,true
24,Trung Tâm Tiếng Anh Apax,,amenity:language_school,,21.0194852,105.8165734,-2954.722745,4729.452464,1,0.86,60,60,2700,8566.200,7576.400,true,,osm,node:4165073290,true
25,SHB,,amenity:atm,,21.0302238,105.8430625,-201.387972,5924.873416,1,1.07,60,60,1800,7365.700,6824.400,true,,osm,node:724829802,true
26,BIDV,,amenity:atm,Đống Đa,21.0289413,105.8314596,-1407.418680,5782.105516,1,0.94,60,60,3600,7554.300,7862.700,true,,osm,node:1498025987,true
27,Vietcombank,,amenity:atm,Cầu Giấy,21.0075785,105.8029991,-4365.665066,3403.998620,1,0.88,60,60,1800,8167.600,7729.000,true,,osm,node:1491047994,true
28,Không có tên,,amenity:atm,,21.0073113,105.8032262,-4342.059797,3374.253916,1,1.59,60,60,2700,8103.100,7664.500,true,,osm,node:446031983,true
29,Công Ty Dịch Thuật Và Phiên Dịch Châu Á,,office:yes,,21.0163836,105.8146118,-3158.615724,4384.182352,1,0.53,60,60,1800,7620.200,7176.000,true,,osm,node:2632622827,true
30,Không có tên,,shop:clothes,Phường Hoàn Kiếm,21.0294644,105.8453387,35.205216,5840.337008,1,1.15,60,60,1800,7207.100,6638.400,true,,osm,node:977647400,true
31,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B) [N],N,Trường học,Hoàng Mai,21.0469486,105.8657703,2156.484601,7777.929446,1,0.87,60,60,1800,12790.700,11893.900,true,0.111,1000.1,66,true
32,DongA Bank,,amenity:atm,,21.0257870,105.8518317,710.101784,5430.968840,1,0.73,60,60,3600,6155.900,6783.200,true,,osm,node:1009003517,true
33,Dongabank,,amenity:atm,,21.0278196,105.8538186,916.624500,5657.237872,1,0.87,60,60,1800,6296.600,7668.900,true,,osm,node:724829906,true
34,Không có tên,,amenity:parking,,21.0034610,105.8002710,-4649.229724,2945.638520,1,1.86,60,60,2700,8412.800,7932.100,true,,osm,node:446032585,true
35,VietinBank,,amenity:bank,,21.0292837,105.8564116,1186.146570,5820.221484,1,1.40,60,60,2700,6692.600,8182.300,true,,osm,node:963612075,true
36,WinMart+,C,Siêu thị,Thanh Xuân,20.9847441,105.8388667,-636.792295,861.104631,1,0.43,60,60,1800,3308.800,1748.200,true,7.4,1000.1,917,true
37,Số 10 Trần Phú - Siêu thị Việt Long,,public_transport:platform,,20.9833568,105.7915400,-5556.748889,707.638976,1,1.24,60,60,3600,9294.900,9284.400,true,,osm,node:444394956,true
38,WinMart+,C,Siêu thị,Thanh Xuân,21.0065803,105.8150887,-3105.552537,3289.179289,1,0.45,60,60,1800,6544.000,5858.200,true,3.616,1000.1,979,true
39,Taste Tea,C,Cửa hàng đồ uống,Thanh Xuân,21.0117444,105.8368942,-841.587887,3863.401009,1,0.73,60,60,2700,5100.700,4686.200,true,17.127,1000.1,953,true
40,Vietinbank - ATM,,amenity:atm,,20.9844711,105.7934797,-5355.132244,831.682852,1,0.58,60,60,2700,10010.800,8568.500,true,,osm,node:724829127,true
41,Vietcombank,,amenity:atm,,21.0263900,105.8591348,1469.201912,5498.094800,1,0.87,60,60,3600,6976.200,8899.700,true,,osm,node:724829522,true
42,HSBC,,amenity:atm,,21.0298925,105.8466410,170.569116,5887.993100,1,1.53,60,60,3600,7062.500,6783.000,true,,osm,node:724829585,true
43,WinMart+,C,Siêu thị,Thanh Xuân,20.9783869,105.8364337,-889.399481,154.216244,1,1.55,60,60,2700,3102.100,2922.300,true,14.25,1000.1,915,true
44,Cà Phê Mộc 92,,amenity:cafe,,21.0107646,105.8062701,-4025.670198,3758.675272,1,0.82,60,60,3600,7635.800,7165.000,true,,osm,node:4266180498,true
45,VietinBank,,amenity:atm,,21.0266184,105.8579033,1341.197118,5523.520288,1,1.14,60,60,3600,6802.000,8771.200,true,,osm,node:724828994,true
46,Starbucks,C,Cửa hàng đồ uống,Thanh Xuân,20.9871934,105.7860587,-6119.603752,1133.454365,1,0.59,60,60,1800,10845.800,11683.200,true,13.573,1000.2,71,true
47,WinMart+,C,Siêu thị,Hoàng Mai,20.9820477,105.8705681,2654.618081,561.278631,1,0.99,60,60,3600,3946.800,4590.900,true,6.643,1000.1,932,true
48,Không có tên,,amenity:parking,,21.0142815,105.8053548,-4120.808474,4150.176580,1,0.54,60,60,3600,7687.200,7216.400,true,,osm,node:446031977,true
49,Saigonbank,,amenity:atm,,21.0249450,105.8602639,1586.563026,5337.237400,1,1.28,60,60,3600,7577.100,8470.200,true,,osm,node:724829036,true
50,BIDV,,amenity:atm,Hoàn Kiếm,21.0268969,105.8445880,-42.824178,5554.522908,1,1.24,60,60,1800,6932.600,6658.900,true,,osm,node:1498025781,true
51,Trường Quốc tế Singapore [W],W,Trường học,Hoàng Mai,20.9635886,105.7704514,-7740.037839,-1491.279639,1,0.66,60,60,2700,11691.000,11217.200,true,11.398,1000.1,710,true
52,Hourbank - ATM,,amenity:atm,,21.0161191,105.8058958,-4064.575756,4354.738212,1,1.01,60,60,1800,7799.100,7632.600,true,,osm,node:724829751,true
53,Techcombank,,amenity:atm,,21.0249632,105.8602463,1584.733644,5339.263424,1,1.27,60,60,3600,7579.500,8467.700,true,,osm,node:724829130,true
54,BIDV,,amenity:atm,Hoàn Kiếm,21.0257545,105.8539771,933.099335,5427.350940,1,0.77,60,60,3600,6148.600,7182.900,true,,osm,node:1498025901,true
55,R&R Tavern,,amenity:pub,,21.0274870,105.8443647,-66.034466,5620.212840,1,1.23,60,60,1800,7001.600,6589.900,true,,osm,node:723671512,true
56,Trường Trung học cơ sở Văn Đức [N],N,Trường học,Hoàng Mai,21.0450725,105.9097381,6721.458802,7569.316644,1,0.23,60,60,3600,11680.600,12649.900,true,21.902,1000.1,116,true
57,Không có tên,C,Trường học,Hoàng Mai,20.9579729,105.8318694,-1363.289731,-2115.716989,1,0.82,60,60,3600,3405.800,4044.200,true,35.872,1000.1,920,true
