id,name,zone,type,district,lat,lon,x_m,y_m,dronable,demand,drone_service_s,truck_service_s,lw_s,depot_osrm_distance_m,to_depot_osrm_distance_m,road_reachable,osrm_snap_distance_m,source_dataset,original_id,inside_30mile_square,outside_20mile_square
0,depot,,depot,Thanh Xuân - Hoàng Mai,20.977,105.845,0.000000,0.000000,,,,,,,,,,depot,0,,
1,Cửa Hàng Tiện Lợi BV Mart [N],N,Siêu thị,Thanh Xuân,21.0811384,105.8073088,-3913.303727,11579.661749,1,1.01,60,60,2700,17562.700,15679.900,True,39.513,reality.1000.1,98,true,false
2,Noble Moment [N],N,Cửa hàng đồ uống,Thanh Xuân,21.1119743,105.8141984,-3197.988286,15008.457387,1,1.53,60,60,2700,22363.000,21715.800,True,12.592,reality.1000.1,104,true,false
3,Chợ Xanh Văn Quán [NW],NW,Chợ dân sinh,Thanh Xuân,21.0763192,105.6869028,-16414.504234,11043.791158,1,0.81,60,60,3600,23429.600,22933.300,True,33.958,reality.1000.1,880,true,true
4,Không có tên,C,Trường học,Hoàng Mai,20.9634078,105.8278674,-1778.798962,-1511.383682,1,1.80,60,60,2700,4113.000,3815.700,True,27.273,reality.1000.1,934,true,false
5,WinMart+ [S],S,Siêu thị,Hoàng Mai,20.8481786,105.8757215,3189.671872,-14324.286123,1,1.14,60,60,3600,17557.600,16105.400,True,32.679,reality.1000.1,451,true,false
6,WinMart+ [NW],NW,Siêu thị,Hoàng Mai,21.0690520,105.7658946,-8213.149399,10235.715387,1,1.58,60,60,1800,19786.300,19355.200,True,49.897,reality.1000.1,824,true,false
7,Không có tên [NW],NW,Cửa hàng đồ uống,Thanh Xuân,21.1045249,105.7158505,-13408.997848,14180.121901,1,0.40,60,60,3600,25321.500,24837.700,True,120.029,reality.1000.1,845,true,false
8,WinMart+ [E],E,Siêu thị,Thanh Xuân,20.9948518,105.9724608,13233.667903,1985.029591,1,1.25,60,60,3600,17815.000,22139.300,True,2.827,reality.1000.1,280,true,false
9,Phường Ô Chợ Dừa [S],S,Chợ dân sinh,Thanh Xuân,20.9070029,105.8349307,-1045.449050,-7783.322400,1,1.28,60,60,3600,10814.100,10942.300,True,17.634,reality.1000.1,519,true,false
10,MM Mega Market Hoàng Mai [NW],NW,Siêu thị,Hoàng Mai,21.0715654,105.7615356,-8665.724296,10515.192716,1,0.89,60,60,2700,19890.200,19459.100,True,21.985,reality.1000.1,809,true,false
11,Trường Mầm non Sao Mai [W],W,Trường học,Hoàng Mai,20.9808560,105.7186840,-13114.808591,428.767637,1,0.83,60,60,2700,19382.300,18915.900,True,436.759,reality.1000.1,679,true,false
12,Trường Mầm non Sao Mai [E],E,Trường học,Hoàng Mai,20.9786638,105.9537391,11289.880006,185.006119,1,1.96,60,60,3600,19936.000,18784.500,True,127.756,reality.1000.1,265,true,false
13,WinMart+ [NE],NE,Siêu thị,Thanh Xuân,21.1029599,105.9724608,13233.667903,14006.101841,1,1.30,60,60,1800,22654.900,25012.500,True,33.351,reality.1000.1,158,true,false
