NUM DRONES,1
TRUCK SPEED,1
DRONE SPEED,2
0	1539	1851	0
1	63	71	1
2	94	71	1
3	142	370	1
4	173	1276	1
5	205	1213	1
6	213	69	1
7	244	69	1
8	276	630	1
9	283	732	1
10	362	69	1
11	394	69	1
12	449	370	1
13	480	1276	1
14	512	1213	1
15	528	157	1
16	583	630	1
17	591	732	1
18	638	654	1
19	638	496	1
20	638	314	1
21	638	142	1
22	669	142	1
23	677	315	1
24	677	496	1
25	677	654	1
26	709	654	1
27	709	496	1
28	709	315	1
29	701	142	1
30	764	220	1
31	811	189	1
32	843	173	1
33	858	370	1
34	890	1276	1
35	921	1213	1
36	992	630	1
37	1000	732	1
38	1197	1276	1
39	1228	1213	1
40	1276	205	1
41	1299	630	1
42	1307	732	1
43	1362	654	1
44	1362	496	1
45	1362	291	1
46	1425	654	1
47	1425	496	1
48	1425	291	1
49	1417	173	1
50	1488	291	1
51	1488	496	1
52	1488	654	1
53	1551	654	1
54	1551	496	1
55	1551	291	1
56	1614	291	1
57	1614	496	1
58	1614	654	1
59	1732	189	1
60	1811	1276	1
61	1843	1213	1
62	1913	630	1
63	1921	732	1
64	2087	370	1
65	2118	1276	1
66	2150	1213	1
67	2189	205	1
68	2220	189	1
69	2220	630	1
70	2228	732	1
71	2244	142	1
72	2276	315	1
73	2276	496	1
74	2276	654	1
75	2315	654	1
76	2315	496	1
77	2315	315	1
78	2331	142	1
79	2346	315	1
80	2346	496	1
81	2346	654	1
82	2362	142	1
83	2402	157	1
84	2402	220	1
85	2480	142	1
86	2496	370	1
87	2528	1276	1
88	2559	1213	1
89	2630	630	1
90	2638	732	1
91	2756	69	1
92	2787	69	1
93	2803	370	1
94	2835	1276	1
95	2866	1213	1
96	2906	69	1
97	2937	69	1
98	2937	630	1
99	2945	732	1
100	3016	1276	1
101	3055	69	1
102	3087	69	1
103	606	220	1
104	1165	370	1
105	1780	370	1
106	63	1402	1
107	94	1402	1
108	142	1701	1
109	173	2607	1
110	205	2544	1
111	213	1400	1
112	244	1400	1
113	276	1961	1
114	283	2063	1
115	362	1400	1
116	394	1400	1
117	449	1701	1
118	480	2607	1
119	512	2544	1
120	528	1488	1
121	583	1961	1
122	591	2063	1
123	638	1985	1
124	638	1827	1
125	638	1645	1
126	638	1473	1
127	669	1473	1
128	677	1646	1
129	677	1827	1
130	677	1985	1
131	709	1985	1
132	709	1827	1
133	709	1646	1
134	701	1473	1
135	764	1551	1
136	811	1520	1
137	843	1504	1
138	858	1701	1
139	890	2607	1
140	921	2544	1
141	992	1961	1
142	1000	2063	1
143	1197	2607	1
144	1228	2544	1
145	1276	1536	1
146	1299	1961	1
147	1307	2063	1
148	1362	1985	1
149	1362	1827	1
150	1362	1622	1
151	1425	1985	1
152	1425	1827	1
153	1425	1622	1
