trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
-7067.68590137976	6394.59842229869	1	1.93196413440255	60	60	1800
-4883.16715276581	6494.9311301075	1	1.19614250396946	60	60	1800
3632.53312516268	3649.96225313532	1	1.4659646678667	60	60	1800
-3867.35224327342	5291.4367526004	1	1.69954518882791	60	60	1800
3121.32887614125	2943.39451782352	1	1.25973999933478	60	60	1800
7886.81866419371	-6385.50926988467	1	1.29280179174326	60	60	2700
5000.42151171583	1142.16114759852	1	0.982435948374363	60	60	1800
-5473.71756934879	-7940.99508937147	1	0.859445208879405	60	60	1800
-2637.76248907963	-7812.92209497897	1	0.77542819942452	60	60	1800
-349.435919058761	2431.01848816344	1	1.74939893073072	60	60	1800
-6350.28005421124	4682.09847000279	1	1.50491439543636	60	60	2700
-4421.92689436227	7271.61059598724	1	1.81042120735499	60	60	1800
475.280941980053	-5988.07063986612	1	0.189517472680444	60	60	2700
4651.4776913248	722.511254449998	1	0.747605891020531	60	60	1800
-5099.68991817147	7610.87959068862	1	1.80346704838455	60	60	2700
310.682320332933	-3461.00980212928	1	0.583114775069364	60	60	2700
727.772900956001	-7484.50257016788	1	1.8884105084453	60	60	1800
8013.39573222916	1271.52651212714	1	0.0311831299642152	60	60	2700
-6075.95753667484	-2553.46441275254	1	0.586868300664759	60	60	1800
-3164.7841686733	-4090.96091405436	1	0.17139860776448	60	60	1800
1372.35325027153	-6402.00362138995	1	0.251440803792135	60	60	1800
1621.91470639	7859.34275132583	1	1.69041005311277	60	60	1800
3071.87263720891	2501.22220169938	1	0.944508230591672	60	60	1800
-2076.6956272458	-858.830537482239	1	1.62731047677706	60	60	1800
7267.63717230762	-6393.62931555429	1	0.438851122540596	60	60	2700
6202.40095315655	2119.80149555597	1	1.85647095239346	60	60	1800
-5158.691927168	-923.699356981593	1	0.697922458565591	60	60	2700
-4915.70438580708	1997.03291485778	1	1.52487727417809	60	60	3600
-1890.50907695109	-236.858760131159	1	0.667118996187539	60	60	3600
-4980.49558750988	1876.19281829723	1	1.09369293952107	60	60	1800
6088.82541612597	-1761.21461486728	1	1.27618379716782	60	60	3600
3267.43701317719	3032.81510608841	1	0.0251029502149554	60	60	2700
-6470.46989437725	-2845.219090461	1	1.66851428942197	60	60	2700
5740.62234244132	3223.76039111474	1	1.0166740065307	60	60	3600
2272.46061319473	1309.26192105842	1	0.25526447731408	60	60	1800
-797.591727895515	-2900.29307947071	1	0.119763616018979	60	60	1800
2938.87588817017	1753.06454742711	1	1.22176988314973	60	60	2700
5882.70592833465	6725.68991701175	1	1.99484839786049	60	60	3600
-5261.74628374374	-5696.56000543579	1	1.8391108703732	60	60	3600
-6114.26507318206	1299.01146421978	1	1.29843490332376	60	60	2700
-747.257549707872	-7674.23142369117	1	0.237899899075925	60	60	1800
5660.98948135709	-7718.64623009933	1	1.86311458135773	60	60	1800
2449.90692530741	-7066.6326917003	1	0.124304335851213	60	60	3600
645.698649233516	7930.73962158343	1	0.652787784289788	60	60	2700
-5650.04190982584	-6086.35214321831	1	0.933101165750656	60	60	1800
-6193.24388871416	657.918049308198	1	1.88491932081045	60	60	2700
4254.06298795607	5609.80278148919	1	0.751362785711862	60	60	1800
7209.14146374159	-6635.33784850197	1	1.53701667853636	60	60	2700
6705.38615371277	-7326.61964481074	1	1.15663974040083	60	60	1800
5479.9406609446	-1128.07820173192	1	1.39248782595576	60	60	1800
7798.31599939224	-265.712081089079	1	1.07860296588039	60	60	3600
-1843.33486645096	4718.76677274379	1	0.7513144225887	60	60	2700
7133.60667288001	7764.54373945478	1	1.41821326346358	60	60	3600
6769.2975762596	4089.22648029756	1	0.233786225031046	60	60	3600
7794.95765935854	7797.38688632994	1	1.71364896898299	60	60	3600
-1448.23705244432	6846.0018195167	1	0.951856759520029	60	60	2700
-6208.71312461812	3925.53216538232	1	0.871360162158064	60	60	1800
-2127.35541890308	1884.05601357219	1	0.40063726216689	60	60	1800
1519.58800735647	5028.61151827203	1	0.0810450753108255	60	60	2700
-4917.43555655765	6819.42967277266	1	0.717177802600464	60	60	3600
-1205.19293910109	-270.736063961519	1	1.01656385403605	60	60	3600
-1198.32902830267	-3610.84108193887	1	1.39190148432568	60	60	2700
-2643.76994295395	638.501034448673	1	0.233056386240151	60	60	3600
-2180.46913213651	7021.92878805481	1	0.0249612332684686	60	60	2700
801.458280298522	-2463.5332832262	1	0.533912833697741	60	60	2700
5476.67130503785	1507.79043820137	1	0.869950472041457	60	60	1800
1647.86771637236	4168.19456542594	1	0.678997721084965	60	60	2700
6932.05757190009	-7958.85122216952	1	1.10422070734109	60	60	3600
-367.500191897671	-4459.95652722822	1	1.42007885560574	60	60	3600
1966.27016768845	6807.20713606997	1	0.849625933287086	60	60	3600
4347.48158609238	-7853.10924713701	1	1.05921567859251	60	60	1800
-7974.56632583931	-4323.86886609736	1	1.6971779353241	60	60	3600
-7488.58049299341	7447.11846552327	1	0.59065858340006	60	60	3600
3969.33677010425	3420.50637656733	1	1.59652892414475	60	60	3600
-6947.73304465403	3320.45700193016	1	1.90230979430304	60	60	1800
6311.07325968658	3772.12558475403	1	1.09737513552067	60	60	2700
-4340.02813498085	-3797.38634473822	1	1.06790254069812	60	60	1800
-940.73999168517	-3743.80775282655	1	1.85004375127111	60	60	1800
-6069.32115713031	-5983.03897717678	1	1.88679210497834	60	60	1800
-7906.36833181709	-4684.42464104557	1	0.744721929476131	60	60	3600
913.097038053178	-1439.25889008469	1	1.76691604987966	60	60	2700
-3865.23429885181	-335.961994974743	1	0.733785086841087	60	60	3600
-776.564610459949	-776.161682236102	1	0.538961932450002	60	60	3600
725.885180067191	3471.48517887466	1	0.42203355098178	60	60	1800
-3226.41632780908	-5231.24199498794	1	0.258373510944905	60	60	3600
-2813.80469799969	1950.12275777241	1	0.868104966708366	60	60	2700
-4446.64559559334	-4131.42813721936	1	1.50534966941895	60	60	2700
414.70879228191	1930.92340522488	1	1.6653467271573	60	60	3600
4482.07637049831	-4641.03286129884	1	1.0545259946657	60	60	3600
6028.47151198148	-4744.79619359146	1	0.845983550126011	60	60	3600
-3858.98913383138	4775.6003091625	1	1.55326794673942	60	60	3600
-7230.1104468532	7727.43686485794	1	1.85357542187355	60	60	3600
-7967.44418933951	4769.82192803506	1	1.52434880365083	60	60	2700
-3805.85203511989	-1759.5675964175	1	0.533218825425484	60	60	2700
-534.879802675269	1840.55426964883	1	0.0782724390455084	60	60	2700
-4212.85197140359	1738.85124955752	1	1.5958079092141	60	60	2700
4357.09118632542	3519.13125981215	1	0.737370841182284	60	60	1800
4179.5606439415	-5676.64599578762	1	0.969434829220967	60	60	1800
4993.29696926154	4276.92001043196	1	1.58296598314094	60	60	2700
-2516.69584696451	-4774.20243000022	1	0.563550206217786	60	60	3600
3216.49731117137	-1939.38517756266	1	1.02793389126774	60	60	2700
-7728.51530366326	995.887668397154	1	0.464853074705395	60	60	1800
-5288.00068506683	5827.02551592851	1	0.320569413162182	60	60	2700
-5823.51247101986	456.928004365859	1	1.49844802333765	60	60	2700
-630.402552129549	-1606.70298803669	1	1.10465239867174	60	60	1800
-2425.30414238658	-5841.29208149714	1	1.57170477726068	60	60	3600
-531.013758357994	735.13773135551	1	0.206600510113832	60	60	3600
-1246.19907716066	4481.87076042548	1	0.756858000730192	60	60	3600
3408.45255226257	5058.20626786298	1	0.526406223495052	60	60	2700
-2249.3723836197	-2328.29545746474	1	1.6247927191748	60	60	1800
-6584.8779869276	5484.16762907434	1	1.87884387221269	60	60	3600
