id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -6.028546 -6.384798 -6028.546377 -6384.797570 0 7.08 60 60 2700
2 6.033612 3.563196 6033.612275 3563.195608 1 3.36 60 60 2700
3 2.815054 5.733037 2815.054498 5733.036620 0 7.69 60 60 1800
4 -7.991481 4.498499 -7991.480895 4498.498975 1 3.77 60 60 2700
5 -6.788274 2.808048 -6788.274419 2808.048438 0 7.09 60 60 2700
6 -9.198149 -2.088358 -9198.149267 -2088.357884 1 0.83 60 60 3600
7 0.003676 -3.665176 3.675739 -3665.175935 1 1.41 60 60 1800
8 6.917505 7.007833 6917.505480 7007.832999 0 8.42 60 60 3600
9 -8.347316 6.510826 -8347.316112 6510.825831 1 4.30 60 60 3600
10 3.093670 -0.473973 3093.669901 -473.973450 1 0.60 60 60 1800
11 6.097531 7.201255 6097.531322 7201.255468 1 1.05 60 60 3600
12 2.243576 -0.710267 2243.575720 -710.267423 1 3.84 60 60 1800
13 -3.406108 -0.243048 -3406.107663 -243.047621 1 4.45 60 60 1800
14 -7.204808 -1.771496 -7204.808249 -1771.495621 1 3.96 60 60 2700
15 6.471242 2.904852 6471.242104 2904.852317 1 2.37 60 60 2700
16 4.449554 1.813229 4449.553594 1813.228572 1 2.51 60 60 1800
17 -5.767001 7.274342 -5767.000575 7274.341797 1 4.81 60 60 3600
18 -9.909442 -8.283554 -9909.442284 -8283.554001 1 2.30 60 60 3600
19 6.097619 -8.383100 6097.619056 -8383.100358 0 5.30 60 60 3600
20 3.564478 -4.918561 3564.478239 -4918.561178 1 4.17 60 60 1800
21 -5.510730 -7.537730 -5510.730294 -7537.729866 1 1.00 60 60 3600
22 0.197190 3.748284 197.189681 3748.283534 0 5.12 60 60 1800
23 1.260646 3.294437 1260.646158 3294.437317 1 1.06 60 60 1800
24 -2.345987 -3.344956 -2345.987277 -3344.956355 1 3.98 60 60 1800
25 9.085359 -6.124076 9085.359004 -6124.076078 1 0.98 60 60 3600
26 -8.638908 -1.373370 -8638.908370 -1373.369991 1 0.65 60 60 2700
27 3.816667 -1.511629 3816.667479 -1511.629448 1 3.09 60 60 1800
28 2.046725 2.110884 2046.724923 2110.884321 1 1.14 60 60 1800
29 1.253537 -2.112959 1253.537466 -2112.958892 1 4.79 60 60 1800
30 -3.444256 -5.081589 -3444.256364 -5081.588652 1 0.91 60 60 1800
31 2.544013 2.951552 2544.013225 2951.551907 0 6.41 60 60 1800
32 -5.172940 1.247106 -5172.939557 1247.105967 0 7.54 60 60 1800
33 5.487603 2.315881 5487.603115 2315.880893 1 3.08 60 60 1800
34 3.279353 -9.723523 3279.353483 -9723.523434 1 1.87 60 60 3600
35 8.645154 7.294007 8645.154172 7294.007344 1 1.27 60 60 3600
36 1.321412 -7.523217 1321.412369 -7523.216929 0 9.45 60 60 2700
37 7.745312 -8.962448 7745.311692 -8962.447676 0 9.11 60 60 3600
38 7.815598 -3.731944 7815.597998 -3731.944402 1 1.87 60 60 2700
39 3.070023 1.967116 3070.023487 1967.116406 1 2.16 60 60 1800
40 -2.766743 -0.987975 -2766.742922 -987.975476 1 2.54 60 60 1800
41 -4.432830 -7.491055 -4432.829950 -7491.054904 1 2.39 60 60 2700
