id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 -7.289013 3.503529 -7289.012678 3503.529095 1 0.94 60 60 3600
2 9.015784 6.036734 9015.784149 6036.734352 1 3.92 60 60 3600
3 -3.527578 0.481445 -3527.578356 481.445402 1 2.43 60 60 1800
4 -9.670530 -9.807127 -9670.530411 -9807.126556 1 2.46 60 60 3600
5 8.929285 -7.306285 8929.285369 -7306.285002 1 2.38 60 60 3600
6 5.910123 8.098923 5910.123493 8098.923062 1 1.03 60 60 3600
7 6.442456 -3.042054 6442.455503 -3042.053983 1 3.39 60 60 3600
8 1.492441 -3.455010 1492.440743 -3455.010052 0 7.77 60 60 1800
9 7.216212 -9.936353 7216.211858 -9936.353248 1 4.94 60 60 3600
10 -9.671024 5.194099 -9671.023645 5194.098632 1 0.90 60 60 3600
11 7.433956 -0.302118 7433.955534 -302.117798 1 2.22 60 60 3600
12 -7.991207 -3.018887 -7991.206895 -3018.886995 0 8.96 60 60 3600
13 -4.175237 -9.558738 -4175.236777 -9558.737615 1 3.36 60 60 3600
14 -2.000458 -9.630661 -2000.457792 -9630.660824 1 0.80 60 60 3600
15 8.626932 -3.956450 8626.932444 -3956.450169 1 3.33 60 60 3600
16 -5.409714 -6.495457 -5409.714222 -6495.456503 1 2.66 60 60 3600
17 -7.955847 9.288234 -7955.846616 9288.234019 1 2.90 60 60 3600
18 9.954950 -6.151297 9954.949953 -6151.296507 1 4.61 60 60 3600
19 3.559681 -3.084014 3559.681292 -3084.014214 0 6.73 60 60 2700
20 6.690559 6.236132 6690.559293 6236.132412 1 1.23 60 60 3600
21 6.531613 1.209306 6531.612857 1209.306116 1 0.90 60 60 2700
22 -7.186562 4.213727 -7186.562418 4213.727314 1 1.92 60 60 3600
23 5.284428 8.990352 5284.427600 8990.351843 1 1.49 60 60 3600
24 7.901471 5.767228 7901.470742 5767.227881 1 2.15 60 60 3600
25 -2.723651 -0.888184 -2723.650573 -888.184225 1 0.75 60 60 1800
26 -1.563073 -4.869969 -1563.073192 -4869.969464 0 8.71 60 60 2700
27 -5.993321 -3.681128 -5993.320607 -3681.127899 0 6.79 60 60 3600
28 4.873293 -5.540788 4873.293019 -5540.788198 0 5.59 60 60 3600
29 6.932509 -7.373662 6932.509337 -7373.662336 1 2.02 60 60 3600
30 -8.053299 3.600746 -8053.298553 3600.746103 0 6.40 60 60 3600
31 -1.978080 7.333409 -1978.080259 7333.408507 1 1.08 60 60 3600
32 -0.856062 5.820836 -856.061908 5820.835792 0 9.43 60 60 2700
33 -6.802891 -3.426469 -6802.890516 -3426.468599 1 4.53 60 60 3600
