id x_km y_km x_m y_m dronable demand_kg drone_service_sec truck_service_sec deadline_sec
1 0.084523 -7.247727 84.522985 -7247.727014 0 5.82 60 60 2700
2 -1.918103 -3.487459 -1918.103212 -3487.459445 1 0.81 60 60 1800
3 0.181293 2.231565 181.292589 2231.564774 1 4.39 60 60 1800
4 -7.794896 -5.357750 -7794.895545 -5357.749760 1 1.03 60 60 3600
5 1.375024 -0.889540 1375.024485 -889.540184 1 4.00 60 60 1800
6 -1.173793 2.561541 -1173.793435 2561.541163 0 8.12 60 60 1800
7 -6.341717 6.742275 -6341.717340 6742.274581 1 2.48 60 60 3600
8 9.110621 4.847562 9110.621123 4847.561994 0 9.31 60 60 3600
9 9.994467 6.851427 9994.466787 6851.427308 1 2.60 60 60 3600
10 -4.669281 -6.016272 -4669.281073 -6016.271982 0 7.59 60 60 2700
11 0.366282 -5.081178 366.282084 -5081.178110 0 8.96 60 60 1800
12 3.870568 8.171252 3870.568300 8171.251718 1 0.60 60 60 2700
13 1.673263 -8.838488 1673.262905 -8838.487573 1 4.89 60 60 2700
14 6.708714 2.970681 6708.713816 2970.681030 1 4.39 60 60 2700
15 2.517378 -8.787169 2517.378354 -8787.169348 1 1.50 60 60 2700
16 2.888374 -0.222308 2888.374244 -222.307786 1 2.93 60 60 1800
17 8.379412 -3.544809 8379.411586 -3544.809198 1 3.89 60 60 2700
18 8.534502 0.594177 8534.501747 594.177222 1 3.51 60 60 2700
19 5.653784 -3.234945 5653.783704 -3234.945141 0 7.85 60 60 2700
20 -4.212434 5.624309 -4212.434219 5624.308979 1 3.07 60 60 2700
21 -5.526108 1.340049 -5526.108408 1340.049297 0 7.42 60 60 1800
22 -7.272605 8.297869 -7272.605267 8297.868832 1 1.19 60 60 3600
23 -9.720842 -2.110369 -9720.842070 -2110.368944 1 1.93 60 60 3600
24 -3.168283 7.556783 -3168.283459 7556.783380 1 1.20 60 60 2700
25 -2.970915 -1.727960 -2970.914656 -1727.959985 1 2.12 60 60 1800
26 -2.066142 7.354505 -2066.142308 7354.505233 0 7.63 60 60 2700
27 4.841569 3.500839 4841.568576 3500.838914 1 2.89 60 60 1800
28 5.101431 5.628351 5101.430990 5628.350594 0 8.00 60 60 2700
29 -3.385322 8.342589 -3385.321580 8342.588537 1 3.99 60 60 2700
30 3.752547 7.663406 3752.546717 7663.405536 1 3.51 60 60 2700
31 4.660346 -1.102098 4660.345949 -1102.098356 1 4.72 60 60 1800
32 4.111963 3.354952 4111.963399 3354.952284 1 1.19 60 60 1800
33 4.848679 -1.627409 4848.679232 -1627.408572 1 1.39 60 60 1800
34 -9.146357 -4.700491 -9146.356725 -4700.490601 1 2.90 60 60 3600
35 -8.270845 1.098020 -8270.845236 1098.019553 1 2.21 60 60 2700
36 0.831120 -3.358887 831.119672 -3358.887279 1 1.00 60 60 1800
37 1.826726 -2.957200 1826.726185 -2957.199629 1 1.17 60 60 1800
38 -2.096611 -0.419266 -2096.611454 -419.265812 1 2.28 60 60 1800
39 -6.668786 -3.761824 -6668.785806 -3761.823839 1 0.60 60 60 2700
40 1.033028 5.535858 1033.028274 5535.858058 0 7.43 60 60 1800
41 0.928144 8.850886 928.143921 8850.886339 1 1.06 60 60 2700
42 -7.046153 -7.441101 -7046.153352 -7441.100788 1 2.70 60 60 3600
43 8.509621 1.792375 8509.621013 1792.374719 1 2.43 60 60 2700
44 -7.348278 2.264708 -7348.277940 2264.707903 1 2.55 60 60 2700
45 -7.135317 -1.845190 -7135.316936 -1845.190330 1 4.30 60 60 2700
46 -7.396406 -3.430520 -7396.405616 -3430.520132 1 1.60 60 60 2700
